#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
5688,Travis Blankenhorn,663905,663905,18395,NYM,2b,2b
5689,Travis d’Arnaud,518595,7739,7739,ATL,C,C
5690,Travis Demeritte,641513,641513,15958,ATL,OF,OF
5691,Travis Herrin,663386,663386,sa875780,FA,SP,SP
5692,Travis Jankowski,608671,13768,13768,NYM,OF,OF
5693,Travis Jones,657629,657629,sa829805,FA,1B,1B
5694,Travis Kuhn,674047,674047,sa3009928,SEA,RP,RP
5695,Travis Lakins Sr.,664042,664042,18600,BAL,RP,RP
5696,Travis MacGregor,669740,669740,sa917950,PIT,SP,SP
5697,Travis Radke,607692,607692,sa602806,FA,RP,RP
5698,Travis Shaw,543768,11982,11982,FA,1B/3B,1B/3B
5699,Travis Swaggerty,680552,680552,sa3007512,PIT,OF,OF
5700,Trayce Thompson,572204,9952,9952,DET,OF,OF
5701,Trayson Kubo,687840,687840,sa3010314,OAK,RP,RP
5702,Tre Fletcher,686801,686801,,STL,OF,OF
5703,Trea Turner,607208,16252,16252,LAD,2B/SS,2B/SS
5704,Trei Cruz,669360,669360,sa3014420,DET,SS,SS
5705,Trent Baker,694536,694536,sa3017504,STL,SP,SP
5706,Trent Deveaux,677575,677575,sa3006885,LAA,OF,OF
5707,Trent Giambrone,623508,623508,19250,CHC,2b,2b
5708,Trent Grisham,663757,663757,18564,SD,OF,OF
5709,Trent Palmer,694382,694382,sa3014491,TOR,SP,SP
5710,Trent Thornton,663423,663423,17948,TOR,RP,RP
5711,Trent Tingelstad,690189,690189,sa3009896,SEA,OF,OF
5712,Trenton Brooks,670092,670092,sa873268,CLE,OF,OF
5713,Trenton Denholm,671143,671143,sa3018139,CLE,SP,SP
5714,Tres Barrera,668663,668663,19977,WSH,C,C
5715,Trevor Bauer,545333,12703,12703,LAD,SP,SP
5716,Trevor Boone,685392,685392,sa3010336,COL,OF,OF
5717,Trevor Brigden,688953,688953,sa3011481,TB,RP,RP
5718,Trevor Cahill,502239,6249,6249,FA,SP,SP
5719,Trevor Clifton,641461,641461,sa737901,FA,SP,SP
5720,Trevor Craport,669051,669051,sa3004260,BAL,3B,3B
5721,Trevor Gott,641627,15046,15046,MIL,RP,RP
5722,Trevor Hauver,669386,669386,sa3014448,TEX,2B,2B
5723,Trevor Hildenberger,657610,657610,17002,SF,RP,RP
5724,Trevor Holloway,681012,681012,sa3014859,NYY,RP,RP
5725,Trevor Kehe,679180,679180,sa3010856,FA,OF,OF
5726,Trevor Kelley,665001,665001,18454,MIL,RP,RP
5727,Trevor Lane,670065,670065,sa918196,NYY,RP,RP
5728,Trevor Larnach,663616,663616,21501,MIN,OF,OF
5729,Trevor May,543507,6398,6398,NYM,RP,RP
5730,Trevor McDonald,686790,686790,sa3011835,SF,SP,SP
5731,Trevor Megill,656730,656730,17722,MIN,RP,RP
5732,Trevor Oaks,656805,656805,16468,FA,RP,RP
5733,Trevor Richards,670950,670950,19309,TOR,RP,RP
5734,Trevor Rogers,669432,669432,22286,MIA,SP,SP
5735,Trevor Rosenthal,572096,10745,10745,FA,RP,RP
5736,Trevor Schwecke,673893,673893,sa3009874,TOR,1B,1B
5737,Trevor Stephan,663986,663986,19932,CLE,RP,RP
5738,Trevor Story,596115,12564,12564,BOS,2B/SS,2B/SS
5739,Trevor Tietz,700189,700189,sa3017897,MIL,RP,RP
5740,Trevor Williams,592866,16977,16977,NYM,RP,RP
5741,Trey Amburgey,664011,664011,18425,CIN,OF,OF
5742,Trey Cabbage,663550,663550,sa875022,LAA,3B,3B
5743,Trey Cochran-Gill,605184,605184,sa827389,FA,RP,RP
5744,Trey Hair,676976,676976,sa3003436,TEX,2B,2B
5745,Trey Haley,543270,9053,,BAL,P,P
5746,Trey Harris,674677,674677,sa3006876,ATL,OF,OF
5747,Trey Jeans,690344,690344,sa3010265,CHW,RP,RP
5748,Trey Mancini,641820,15149,15149,BAL,1B,1B
5749,Trey McGough,690736,690736,sa1170436,PIT,SP,SP
5750,Trey McNutt,571939,571939,sa502768,FA,RP,RP
5751,Trey Riley,681803,681803,sa3007611,ATL,RP,RP
5752,Trey Supak,657022,657022,sa828707,OAK,SP,SP
5753,Trey Sweeney,700242,700242,sa3016973,NYY,SS,SS
5754,Trey Wingenter,622259,622259,17793,CIN,RP,RP
5755,Tristan Beck,663941,663941,sa3008526,SF,SP,SP
5756,Tristan Gray,656484,656484,sa829756,TB,2B,2B
5757,Tristan Peters,671976,671976,sa3017851,MIL,OF,OF
5758,Tristan Pompey,659407,659407,sa3008077,MIA,OF,OF
5759,Tristen Lutz,669157,669157,sa3004968,MIL,OF,OF
5760,Tristin English,663536,663536,sa876328,ARI,3B,3B
5761,Triston Casas,671213,671213,sa3007634,BOS,1B,1B
5762,Triston McKenzie,663474,663474,18000,CLE,SP,SP
5763,Triston Polley,687423,687423,sa3010258,TEX,RP,RP
5764,Troy Bacon,663823,663823,sa918926,ATL,RP,RP
5765,Troy Johnston,687859,687859,sa3010899,MIA,OF,OF
5766,Troy Miller,663632,663632,sa3008453,NYM,SP,SP
5767,Troy Stokes Jr.,657011,657011,17478,FA,OF,OF
5768,Trysten Barlow,663679,663679,sa3011294,COL,RP,RP
5769,Tucker Barnhart,571466,10200,10200,DET,C,C
5770,Tucker Bradley,674646,674646,sa3014937,KC,OF,OF
5771,Tucker Davidson,656353,656353,19871,ATL,SP,SP
5772,Tucupita Marcano,672779,672779,22871,PIT,2B,2B/OF
5773,Turner Larkins,656640,656640,sa829565,FA,SP,SP
5774,Ty Blach,621389,14361,14361,COL,RP,RP
5775,Ty Boyles,641388,641388,sa737945,FA,RP,RP
5776,Ty Buttrey,621142,621142,14719,LAA,RP,RP
5777,Ty Culbreth,621346,621346,sa918095,FA,SP,SP
5778,Ty Damron,641499,641499,sa738284,OAK,RP,RP
5779,Ty France,664034,664034,17982,SEA,1B/2B,1B/2B/ 3B
5780,Ty Kelly,571841,571841,7740,LAD,3B,3B
5781,Ty Tice,676709,676709,20177,ARI,RP,RP
5782,Tyler Alexander,641302,641302,17735,DET,SP,SP
5783,Tyler Alexander,622066,622066,sa738376,PHI,SP,SP
5784,Tyler Anderson,542881,12880,12880,LAD,SP,SP
5785,Tyler Austin,592122,11850,11850,FA,1B/OF,1B/OF
5786,Tyler Bashlor,641341,641341,15203,FA,RP,RP
5787,Tyler Baum,666121,666121,sa1054042,OAK,SP,SP
5788,Tyler Beck,679604,679604,sa3010563,MIN,SP,SP
5789,Tyler Beede,595881,16981,16981,PIT,SP,SP
5790,Tyler Black,672012,672012,sa3017623,MIL,2B,2B
5791,Tyler Brown,675973,675973,sa3014450,HOU,SP,SP
5792,Tyler Burch,688889,688889,sa1172727,BAL,RP,RP
5793,Tyler Callihan,682997,682997,sa1169610,CIN,2B,2B
5794,Tyler Carr,682130,682130,sa3007491,PHI,RP,RP
5795,Tyler Chatwood,543022,4338,4338,FA,RP,RP
5796,Tyler Clippard,461325,5640,5640,WSH,RP,RP
5797,Tyler Cloyd,543031,8536,8536,NYY,RP,RP
5798,Tyler Cropley,680418,680418,sa3007510,KC,C,C
5799,Tyler Cyr,664202,664202,sa875270,PHI,RP,RP
5800,Tyler Danish,641501,15126,15126,BOS,RP,RP
5801,Tyler Dearden,676280,676280,sa3005103,BOS,OF,OF
5802,Tyler Driver,686593,686593,sa3010253,SEA,RP,RP
5803,Tyler Duffey,608648,13758,13758,MIN,RP,RP
5804,Tyler Duvall,669649,669649,sa3014880,SEA,C,C
5805,Tyler Dyson,669937,669937,sa3011432,WSH,SP,SP
5806,Tyler Eckberg,690501,690501,sa3017365,MIA,RP,RP
5807,Tyler Eppler,621169,621169,sa829043,FA,SP,SP
5808,Tyler Esplin,676613,676613,sa3004727,BOS,OF,OF
5809,Tyler Ferguson,621053,621053,sa658964,ATL,RP,RP
5810,Tyler Fitzgerald,666149,666149,sa3011257,SF,SS,SS
5811,Tyler Flores,682456,682456,sa3007335,FA,OF,OF
5812,Tyler Freeman,671289,671289,sa3004755,CLE,SS,SS
5813,Tyler Gentry,694355,694355,sa3014485,KC,OF,OF
5814,Tyler Gilbert,656457,656457,17964,ARI,SP,SP
5815,Tyler Gillies,668996,668996,sa3008645,MIL,RP,RP
5816,Tyler Glasnow,607192,14374,14374,TB,SP,SP
5817,Tyler Hardman,676205,676205,sa3016955,NYY,1B,1B
5818,Tyler Heineman,623168,13897,13897,PIT,C,C
5819,Tyler Higgins,572371,572371,sa503722,SD,RP,RP
5820,Tyler Hill,656540,656540,sa829481,COL,OF,OF
5821,Tyler Holton,663947,663947,26231,ARI,RP,RP
5822,Tyler Ivey,663959,663959,20237,HOU,SP,SP
5823,Tyler Johnson,656592,656592,sa915688,CHW,RP,RP
5824,Tyler Keenan,671157,671157,sa3014497,SEA,3B,3B
5825,Tyler Kinley,641755,641755,18297,COL,RP,RP
5826,Tyler Krieger,623513,623513,sa658994,ATL,2b,2b
5827,Tyler Ladendorf,502285,3211,3211,FA,2B,2B
5828,Tyler Lyons,544928,11334,11334,NYY,RP,RP
5829,Tyler Madden,680744,680744,sa3018141,DET,SP,SP
5830,Tyler Mahle,641816,641816,16358,CIN,SP,SP
5831,Tyler Malone,685117,685117,sa3010398,SD,OF,OF
5832,Tyler Matzek,554431,10058,10058,ATL,RP,RP
5833,Tyler McDonough,694812,694812,sa3016869,BOS,2B,2B
5834,Tyler McKay,681473,681473,sa3007851,PHI,SP,SP
5835,Tyler Naquin,571980,13359,13359,CIN,OF,OF
5836,Tyler Neslony,664104,664104,sa918131,CHW,OF,OF
5837,Tyler Nevin,663527,663527,17893,BAL,OF,OF
5838,Tyler O’Neill,641933,641933,15711,STL,OF,OF
5839,Tyler Olson,621397,14741,14741,FA,RP,RP
5840,Tyler Osik,677068,677068,sa3010017,CHW,1B,1B
5841,Tyler Owens,687074,687074,sa3011201,ATL,SP,SP
5842,Tyler Payne,665066,665066,21139,CHC,C,C
5843,Tyler Phillips,663969,663969,sa875646,PHI,SP,SP
5844,Tyler Pike,621377,621377,sa657974,STL,SP,SP
5845,Tyler Reichenborn,682218,682218,sa3011628,STL,OF,OF
5846,Tyler Rogers,643511,643511,15541,SF,RP,RP
5847,Tyler Saladino,573135,10807,10807,FA,SS,SS/3B/ OF
5848,Tyler Santana,687825,687825,sa3017542,CHC,RP,RP
5849,Tyler Schoff,694887,694887,sa3017545,WSH,RP,RP
5850,Tyler Skaggs,572140,10190,10190,FA,SP,SP
5851,Tyler Soderstrom,691016,691016,sa3014489,OAK,C,C
5852,Tyler Stephenson,663886,663886,17988,CIN,C/1B,C/1B
5853,Tyler Suellentrop,681872,681872,sa3006831,CHC,RP,RP
5854,Tyler Thornburg,592804,10688,10688,ATL,RP,RP
5855,Tyler Tolbert,686475,686475,sa3010337,KC,2B,2B
5856,Tyler Tolve,681172,681172,sa3016960,ATL,C,C
5857,Tyler Uberstine,700413,700413,sa3017643,BOS,SP,SP
5858,Tyler Wade,642180,15730,15730,LAA,2B/SS/ 3B/OF,2B/SS/ 3B/OF
5859,Tyler Watson,663533,663533,sa876164,OAK,RP,RP
5860,Tyler Webb,643778,14974,14974,FA,RP,RP
5861,Tyler Weber,670247,670247,sa3014788,SF,SP,SP
5862,Tyler Wells,669330,669330,20000,BAL,SP,SP
5863,Tyler Whitaker,696264,696264,sa3017376,HOU,OF,OF
5864,Tyler White,643603,15564,15564,MIL,1B,1B
5865,Tyler Wyatt,663707,663707,sa3010006,FA,3B,3B
5866,Tyler Zombro,677742,677742,sa873686,TB,RP,RP
5867,Tyler Zuber,676604,676604,20379,KC,RP,RP
5868,Tylor Megill,656731,656731,21318,NYM,SP,SP
5869,Tyrell Schofield-Sam,672013,672013,sa3011501,OAK,3B,3B
5870,Tyreque Reed,676627,676627,sa3004163,BOS,1B,1B
5871,Tyrone Taylor,621438,621438,13675,MIL,OF,OF
5872,Tyrone Yulie,682944,682944,sa3010246,NYY,SP,SP
5873,Tyrus Greene,681887,681887,sa3006920,FA,C,C
5874,Tyson Guerrero,694553,694553,sa3017140,KC,SP,SP
5875,Tyson Miller,668338,668338,19976,TEX,SP,SP
5876,Tyson Ross,475115,7872,7872,FA,SP,SP
5877,Tzu-Wei Lin,624407,624407,14678,NYM,SS/OF,2B/SS/ OF
5878,Ulices Campos,694042,694042,sa3015997,DET,SP,SP
5879,Ulrich Bojarski,672531,672531,sa3004381,DET,OF,OF
5880,Valente Bellozo,678368,678368,sa3006119,HOU,SP,SP
5881,Vance Vizcaino,623509,623509,sa658828,CHC,OF,OF
5882,Vance Worley,474699,6435,6435,FA,RP,RP
5883,Vaughn Grissom,687093,687093,sa3010711,ATL,SS,SS
5884,Vaun Brown,673901,673901,sa3017282,SF,OF,OF
5885,Viandel Pena,678854,678854,sa3005775,WSH,SS,SS
5886,Victor Acosta,694193,694193,sa3015705,SD,SS,SS
5887,Victor Acosta,642769,642769,sa736917,FA,2b,2b
5888,Victor Alcantara,622505,15028,15028,FA,RP,RP
5889,Victor Arano,644364,644364,15915,WSH,RP,RP
5890,Victor Arias,692478,692478,sa3015636,TOR,OF,OF
5891,Victor Bericoto,682674,682674,sa3008767,SF,OF,OF
5892,Victor Caratini,605170,605170,14968,MIL,C,C
5893,Victor Castaneda,674810,674810,sa978399,MIL,SP,SP
5894,Victor De Hoyos,670879,670879,sa930082,ATL,C,C
5895,Victor Diaz,682770,682770,sa3008801,FA,C,C
5896,Victor Duarte,683609,683609,sa3008904,SD,C,C
5897,Victor Gonzalez,624647,624647,16408,LAD,RP,RP
5898,Victor Gonzalez,691650,691650,,BAL,,
5899,Victor Labrada,700032,700032,sa3015062,SEA,OF,OF
5900,Victor Lizarraga,694205,694205,sa3015220,SD,SP,SP
5901,Victor Mascai,678685,678685,sa3005754,HOU,1B,1B
5902,Victor Mesa,683748,683748,sa3010700,MIA,OF,OF
5903,Victor Munoz,678756,678756,sa3006381,TB,SP,SP
5904,Victor Nova,675528,675528,sa3006075,CLE,3B,3B
5905,Victor Quezada,700025,700025,sa3015842,CHW,3B,3B
5906,Victor Reyes,622682,622682,15487,DET,OF,OF
5907,Victor Robles,645302,645302,18363,WSH,OF,OF
5908,Victor Ruiz,672951,672951,sa3004150,FA,C,C
5909,Victor Santos,673257,673257,sa3003083,BOS,RP,RP
5910,Victor Sosa,691570,691570,sa3015562,LAD,OF,OF
5911,Victor Torres,687436,687436,sa3010597,CHW,C,C
5912,Victor Vargas,678660,678660,sa3007724,PHI,SP,SP
5913,Victor Victor Mesa,673516,673516,sa3008602,MIA,OF,OF
5914,Victor Vodnik,680767,680767,sa3008527,ATL,RP,RP
5915,Vidal Brujan,660644,660644,20536,TB,OF,OF
5916,Vimael Machin,605353,605353,17684,OAK,SS,SS
5917,Vince Velasquez,592826,11189,11189,CHW,SP,SP
5918,Vincent Fernandez,669344,669344,sa873990,OAK,OF,OF
5919,Vincent Timpanelli,695935,695935,sa3014814,CIN,RP,RP
5920,Vinnie Pasquantino,686469,686469,sa1115762,KC,1B,1B
5921,Vinny Capra,681962,681962,25040,TOR,SS,SS
5922,Vinny Nittoli,657697,657697,16754,NYY,RP,RP
5923,Vito Friscia,687347,687347,sa3010712,PHI,C,C
5924,Vladimir Echavarria,678291,678291,sa3005733,FA,3B,3B
5925,Vladimir Guerrero Jr.,665489,665489,19611,TOR,1B,1B
5926,Vladimir Gutierrez,661269,661269,19278,CIN,SP,SP
5927,Vojtech Mensik,687781,687781,sa3018153,LAA,2B,2B
5928,Wade Davis,451584,7441,7441,FA,RP,RP
5929,Wade LeBlanc,453281,5221,5221,FA,SP,SP
5930,Wade Miley,489119,8779,8779,CHC,SP,SP
5931,Wade Stauss,702328,702328,sa3017000,STL,C,C
5932,Wagner Lagrange,664279,664279,sa875875,NYM,OF,OF
5933,Walker Buehler,621111,621111,19374,LAD,SP,SP
5934,Walker Lockett,621141,621141,13804,CIN,SP,SP
5935,Walker Powell,689608,689608,sa3017815,CHC,SP,SP
5936,Walking Cabrera,676004,676004,sa3005240,SEA,OF,OF
5937,Wally Soto,695222,695222,sa3016642,CHC,C,C
5938,Walter Borkovich,677420,677420,sa3004801,FA,SP,SP
5939,Walter Coursey,689115,689115,sa3010721,ARI,2B,2B
5940,Walter Pennington,679156,679156,sa3014971,KC,RP,RP
5941,Wander Franco,677551,677551,23667,TB,SS,SS/3B
5942,Wander Guante,685588,685588,sa3009851,OAK,SP,SP
5943,Wander Javier,665820,665820,sa917168,MIN,SS,SS
5944,Wander Suero,593833,15855,15855,LAA,RP,RP
5945,Wandisson Charles,664301,664301,sa874818,OAK,RP,RP
5946,Wandy Peralta,593974,14295,14295,NYY,RP,RP
5947,Warming Bernabel,682653,682653,sa3008761,COL,3B,3B
5948,Warren Saunders,683469,683469,sa3011405,NYM,3B,3B
5949,Webster Rivas,593590,593590,14636,SD,C,C
5950,Wei-Chieh Huang,658791,658791,17508,SF,RP,RP
5951,Wei-Chung Wang,623913,623913,14382,FA,RP,RP
5952,Wei-Yin Chen,612672,13071,13071,FA,RP,RP
5953,Welington Castillo,456078,3256,3256,FA,C,C
5954,Welington Santana,687690,687690,sa3010895,BAL,OF,OF
5955,Wenceel Perez,672761,672761,sa3003326,DET,SS,SS
5956,Wencer Inirio,691404,691404,sa3017020,CIN,3B,3B
5957,Wendell Eaves,623238,623238,sa658290,FA,2b,2b
5958,Wendell Marrero,687601,687601,sa3010044,CIN,OF,OF
5959,Wendell Rijo,620442,15709,sa739597,PHI,2B,2B
5960,Wendolyn Bautista,642664,642664,sa737042,FA,SP,SP
5961,Wennington Romero,660717,660717,sa873220,FA,SP,SP
5962,Wes Benjamin,605138,605138,19243,CHW,SP,SP
5963,Wes Parsons,641149,641149,14764,FA,RP,RP
5964,Wes Robertson,677226,677226,sa3004491,BAL,RP,RP
5965,Weskendry Espinoza,699329,699329,sa3016046,KC,SP,SP
5966,Wesley Zapata,699017,699017,sa3015770,PIT,SS,SS
5967,Weston Kath,695770,695770,sa3017172,CHW,3B,3B
5968,Weston Wilson,642215,642215,sa873690,MIL,3b,3b
5969,Whit Merrifield,593160,11281,11281,KC,2B/OF,2B/OF
5970,Widimer Joaquin,678761,678761,sa3005760,FA,2B,2B
5971,Wil Crowe,640444,640444,19800,PIT,RP,RP
5972,Wil Dalton,670200,670200,sa3010273,BOS,OF,OF
5973,Wil Myers,571976,10047,10047,SD,OF,OF
5974,Wilber Perez,677802,677802,sa3005219,CHW,RP,RP
5975,Wilber Sanchez,684712,684712,sa3008941,CHW,SS,SS
5976,Wilbis Santiago,661257,661257,sa862819,FA,2b,2b
5977,Wilderd Patino,679741,679741,sa3007874,ARI,OF,OF
5978,Wilfred Astudillo,672555,672555,sa3003236,CIN,C,C
5979,Wilfred Veras,691442,691442,sa3015178,CHW,3B,3B
5980,Wilfredo Flores,680852,680852,sa3006606,PHI,2B,2B
5981,Wilfredo Lara,702906,702906,sa3017123,NYM,3B,3B
5982,Wilfredo Tovar,541600,10416,10416,FA,SS,SS
5983,Wilfri Peralta,677584,677584,sa3005481,CLE,SS,SS
5984,Wilkel Hernandez,665859,665859,sa918026,DET,SP,SP
5985,Wilkin Castillo,446868,446868,5124,FA,C,C
5986,Wilkin Grullon,681296,681296,sa3006222,BAL,C,C
5987,Will Banfield,677943,677943,sa3007973,MIA,C,C
5988,Will Craig,643269,643269,19267,FA,1B,1B
5989,Will Harris,501789,3192,3192,WSH,RP,RP
5990,Will Lamb,605327,605327,,DET,RP,RP
5991,Will Smith,669257,669257,19197,LAD,C,C
5992,Will Smith,519293,8048,8048,ATL,RP,RP
5993,Will Stewart,663489,663489,sa875247,MIA,SP,SP
5994,Will Vest,676684,676684,19769,DET,RP,RP
5995,Will Wilson,669717,669717,sa3009871,SF,SS,SS
5996,Willi Castro,650489,650489,17338,DET,2B/SS/ OF,2B/SS/ OF
5997,William Abreu,624408,624408,sa738883,FA,OF,OF
5998,William Bartlett,686673,686673,sa3010032,CLE,OF,OF
5999,William Benson,666181,666181,sa917927,CLE,OF,OF
6000,William Bradshaw,676991,676991,sa3007031,MIA,OF,OF
6001,William Brennan,686823,686823,sa3010039,CLE,OF,OF
6002,William Contreras,661388,661388,20503,ATL,C,C
6003,William Cook,695257,695257,sa3017021,BAL,OF,OF
6004,William Dion,702021,702021,sa3017850,CLE,SP,SP
6005,William Ethridge,669100,669100,sa3011337,COL,SP,SP
6006,William Fisher,622053,622053,sa658576,CHW,OF,OF
6007,William Fleming,694389,694389,sa3017314,SEA,SP,SP
6008,William Hancock,663320,663320,sa3006854,KC,C,C
6009,William Hayes,665084,665084,sa875896,FA,RP,RP
6010,William Holland,683735,683735,sa3011204,MIN,SS,SS
6011,William Holmes,680721,680721,,LAA,P,P
6012,William Jensen,669192,669192,sa3014786,SF,SP,SP
6013,William Lescher,676737,676737,sa3004471,DET,SP,SP
6014,William Lugo,683493,683493,sa3010876,NYM,SS,SS
6015,William Martin,679327,679327,sa3009929,SEA,SP,SP
6016,William Matthiessen,686843,686843,sa1116023,PIT,OF,OF
6017,William Overstreet,664963,664963,sa827140,FA,C,C
6018,William Robertson,676894,676894,sa3004294,BAL,OF,OF
6019,William Simoneit,686766,686766,sa3014885,OAK,C,C
6020,William Spiers,686730,686730,sa3014863,CIN,SP,SP
6021,William Toffey,657780,657780,sa829401,PHI,3B,3B
6022,William Wagner,695238,695238,sa3017079,HOU,2B,2B
6023,William Warren,701542,701542,sa3018149,NYY,SP,SP
6024,William White,669391,669391,sa3014481,TEX,SP,SP
6025,William Woods,682016,682016,25075,ATL,SP,SP
6026,William Yahn,676278,676278,sa915589,BAL,3B,3B
6027,Williams Jerez,605301,14338,14338,FA,RP,RP
6028,Willians Astudillo,553902,15608,15608,MIA,1B/3B,C/1B/ 3B
6029,Willie Calhoun,641432,641432,17838,TEX,OF,OF
6030,Willie Carter,663579,663579,sa1170876,ATL,OF,OF
6031,Willie Garry,681831,681831,sa3007065,MIN,OF,OF
6032,Willie MacIver,680862,680862,sa3007828,COL,C,C
6033,Willmer De La Cruz,692417,692417,sa3015624,TB,SS,SS
6034,Willson Contreras,575929,11609,11609,CHC,C,C
6035,Willy Adames,642715,642715,15986,MIL,SS,SS
6036,Willy Collado,669789,669789,sa919895,HOU,RP,RP
6037,Willy Ortiz,625971,625971,sa701548,FA,SP,SP
6038,Willy Vasquez,691938,691938,sa3011821,TB,SS,SS
6039,Wilman Diaz,694180,694180,,LAD,,
6040,Wilmer Bolivar,700298,700298,sa3015853,CHC,OF,OF
6041,Wilmer Difo,594694,14320,14320,ARI,2B,2B/3B/ OF
6042,Wilmer Feliciano,698943,698943,sa3015745,BAL,OF,OF
6043,Wilmer Flores,695865,695865,sa3015223,DET,SP,SP
6044,Wilmer Flores,527038,5827,5827,SF,1B/2B/ 3B,1B/2B/ 3B
6045,Wilmer Font,521655,521655,5257,FA,RP,RP
6046,Wilmer Hernandez,692579,692579,sa3016124,CLE,C,C
6047,Wilmer Perez,672903,672903,sa3002634,WSH,C,C
6048,Wilmer Reyes,667828,667828,sa917118,NYM,SS,SS
6049,Wilmer Rios,658140,658140,sa830629,FA,SP,SP
6050,Wilmin Candelario,682889,682889,sa3008834,KC,SS,SS
6051,Wilson Alvarez,668571,668571,sa916709,OAK,2B,2B
6052,Wilson Garcia,600902,600902,sa596287,WSH,C,C
6053,Wilson Ramos,467092,1433,1433,FA,C,C
6054,Wilson Valdez,680662,680662,sa3005792,PHI,3B,3B
6055,Wily Peralta,503449,7738,7738,DET,SP,SP
6056,Wilyer Abreu,677800,677800,sa3005082,HOU,OF,OF
6057,Winder Diaz,698991,698991,sa3015764,WSH,2B,2B
6058,Wladimir Chalo,672896,672896,sa3002863,LAD,C,C
6059,Wladimir Galindo,650389,650389,sa826652,FA,3b,3b
6060,Wladimir Pinto,660749,660749,sa871482,FA,RP,RP
6061,Wyatt Mathisen,621500,621500,14555,SF,1B,1B
6062,Wyatt Mills,670090,670090,20010,SEA,RP,RP
6063,Wyatt Short,670151,670151,sa874187,CHC,RP,RP
6064,Wyatt Young,696281,696281,sa3017081,NYM,SS,SS
6065,Wynston Sawyer,592723,592723,sa548430,FA,C,C
6066,Wynton Bernard,592144,13408,sa658999,COL,OF,OF
6067,Xander Bogaerts,593428,12161,12161,BOS,SS,SS
6068,Xavier Cedeno,458584,36,36,CHC,RP,RP
6069,Xavier Edwards,669364,669364,sa3007018,TB,2B,2B
6070,Xavier Fernandez,641569,641569,sa737922,CHW,C,C
6071,Xavier Moore,676713,676713,sa3004348,BAL,RP,RP
6072,Xavier Valentin,681383,681383,sa3008144,TEX,C,C
6073,Xorge Carrillo,518530,518530,,TB,C,C
6074,Xzavion Curry,675540,675540,sa3014790,CLE,SP,SP
6075,Yacksel Rios,605441,605441,15007,CHW,RP,RP
6076,Yadiel Hernandez,628450,628450,19334,WSH,OF,OF
6077,Yadiel Rivera,592680,11863,11863,FA,SS/3B,SS/3B
6078,Yadier Álvarez,665751,665751,,LAD,SP,SP
6079,Yadier Molina,425877,7007,7007,STL,C,C
6080,Yaifer Perdomo,683617,683617,sa3009484,ARI,SP,SP
6081,Yainer Diaz,673237,673237,sa3003386,HOU,C,C
6082,Yairo Munoz,622168,622168,16313,PHI,OF,OF
6083,Yamal Encarnacion,699043,699043,sa3015781,HOU,SS,SS
6084,Yan Gomes,543228,9627,9627,CHC,C,C
6085,Yandy Diaz,650490,650490,16578,TB,1B/3B,1B/3B
6086,Yangervis Solarte,500208,5352,5352,FA,3B,2B/OF
6087,Yanio Perez,672350,672350,sa975161,FA,1B,1B
6088,Yanquiel Fernandez,692585,692585,sa3015648,COL,OF,OF
6089,Yariel Gonzalez,670582,670582,sa920278,ATL,3B,3B
6090,Yasel Antuna,671276,671276,sa962601,WSH,SS,SS
6091,Yasiel Puig,624577,14225,14225,FA,OF,OF
6092,Yasmani Grandal,518735,11368,11368,CHW,C,C/1B
6093,Yasmany Tomas,630111,17171,17171,FA,OF,OF
6094,Yefri Del Rosario,672529,672529,sa3002971,KC,RP,RP
6095,Yefry Ramirez,606162,606162,15655,LAD,RP,RP
6096,Yehizon Sanchez,691315,691315,sa3011574,OAK,SP,SP
6097,Yeiner Fernandez,691558,691558,sa3015182,LAD,C,C
6098,Yeison Coca,665883,665883,sa917075,MIL,SS,SS
6099,Yeison Lemos,692361,692361,sa3015608,SF,SS,SS
6100,Yeison Morrobel,694218,694218,sa3015720,TEX,OF,OF
6101,Yeison Perez,699165,699165,sa3015806,MIL,OF,OF
6102,Yeison Santana,678220,678220,sa3005730,CHC,SS,SS
6103,Yeison Vargas,700328,700328,sa3016343,KC,2B,2B
6104,Yeizo Campos,668560,668560,sa919234,NYM,RP,RP
6105,Yelinson Pena,678744,678744,sa3005918,MIA,3B,3B
6106,Yeltsin Encarnacion,664321,664321,sa875336,FA,2B,2B
6107,Yeltsin Gudino,650988,650988,sa830208,TOR,SS,SS
6108,Yemal Flores,694213,694213,sa3015717,PHI,OF,OF
6109,Yenci Pena,672562,672562,sa3003238,TEX,SS,SS
6110,Yency Almonte,622075,622075,15068,LAD,RP,RP
6111,Yennier Cano,666974,666974,25911,MIN,RP,RP
6112,Yennsy Diaz,660546,660546,20218,NYM,RP,RP
6113,Yerdelluis Vargas,670864,670864,sa3003184,OAK,SS,SS
6114,Yerlin Confidan,691398,691398,,CIN,,
6115,Yerlin Rodriguez,693750,693750,sa3015362,MIL,SP,SP
6116,Yermin Mercedes,606213,606213,17423,CHW,DH,DH
6117,Yerry De Los Santos,660787,660787,sa873562,PIT,RP,RP
6118,Yerry Rodriguez,666720,666720,sa918130,TEX,SP,SP
6119,Yeudi Advincola,691467,691467,sa3016091,KC,SS,SS
6120,Yeuni Munoz,699097,699097,sa3015795,TOR,OF,OF
6121,Yeuris Ramirez,665972,665972,sa917291,HOU,3B,3B
