#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
1381,Cristhian Rodriguez,682725,682725,sa3008785,MIA,SS,SS
1382,Cristian Alvarado,622459,622459,sa657885,FA,RP,RP
1383,Cristian Castillo,661149,661149,sa872742,FA,SP,SP
1384,Cristian Feliz,692490,692490,sa3015637,TOR,OF,OF
1385,Cristian Gonzalez,682685,682685,sa3008771,HOU,SS,SS
1386,Cristian Heredia,678221,678221,sa3005731,SD,OF,OF
1387,Cristian Hernandez,678707,678707,sa3005836,PHI,SP,SP
1388,Cristian Hernandez,694183,694183,sa3015696,CHC,SS,SS
1389,Cristian Inoa,665850,665850,sa917277,TEX,SS,SS
1390,Cristian Javier,664299,664299,17606,HOU,SP,SP
1391,Cristian Mena,691441,691441,sa3015302,CHW,SP,SP
1392,Cristian More,685580,685580,sa3011589,CHC,OF,OF
1393,Cristian Pache,665506,665506,19948,OAK,OF,OF
1394,Cristian Perez,666524,666524,sa917025,NYY,SS,SS
1395,Cristian Santana,655996,655996,sa829387,CIN,SS,SS
1396,Cristian Santana,694184,694184,sa3015697,DET,SS,SS
1397,Cristofer Melendez,658667,658667,sa873429,PIT,RP,RP
1398,Cristofer Ogando,642657,642657,sa737479,TB,RP,RP
1399,Cristopher Barete,683539,683539,sa3008887,TB,OF,OF
1400,Cristopher Cespedes,660642,660642,sa872783,BAL,OF,OF
1401,Cristopher Molina,650654,650654,sa828598,LAA,SP,SP
1402,Cristopher Navarro,665888,665888,sa917065,COL,SS,SS
1403,Cristopher Sanchez,650911,650911,20778,PHI,RP,RP
1404,Cruz Noriega,679200,679200,sa3005702,KC,SP,SP
1405,Cullen Dana,663471,663471,sa3010112,SD,RP,RP
1406,Cullen Large,675925,675925,sa3003959,TOR,2B,2B
1407,Curt Casali,592200,12510,12510,SF,C,C
1408,Curtis Granderson,434158,4747,4747,FA,OF,OF
1409,Curtis Mead,678554,678554,sa3008392,TB,3B,3B
1410,Curtis Taylor,668954,668954,sa917970,WSH,SP,SP
1411,Curtis Terry,663799,663799,18881,MIN,DH,DH
1412,Cy Sneed,605482,605482,16106,FA,RP,RP
1413,D’Shawn Knowles,677610,677610,sa3006889,LAA,OF,OF
1414,D.J. Peterson,592637,592637,sa549926,FA,3B,3B
1415,D.J. Snelten,592769,592769,,CHC,RP,RP
1416,D.L. Hall,669084,669084,sa3005282,BAL,SP,SP
1417,Dahian Santos,692479,692479,sa3015282,TOR,SP,SP
1418,Dairon Blanco,680118,680118,sa3005386,KC,OF,OF
1419,Dairon Cuevas,682749,682749,sa3008792,ARI,SS,SS
1420,Daison Acosta,670897,670897,sa944989,NYM,SP,SP
1421,Dakody Clemmer,669734,669734,sa918421,WSH,RP,RP
1422,Dakota Bacus,621290,621290,14545,FA,RP,RP
1423,Dakota Chalmers,663793,663793,sa875017,FA,SP,SP
1424,Dakota Donovan,668660,668660,sa3014783,LAA,RP,RP
1425,Dakota Hudson,641712,641712,19206,STL,SP,SP
1426,Dakota Mekkes,669728,669728,sa915807,CHC,RP,RP
1427,Dalbert Siri,660302,660302,sa873148,FA,RP,RP
1428,Dallas Carroll,676631,676631,sa913370,FA,3B,3B
1429,Dallas Keuchel,572971,9434,9434,CHW,SP,SP
1430,Dalton Guthrie,656495,656495,sa829836,PHI,SS,SS
1431,Dalton Kelly,665138,665138,sa876363,OAK,1B,1B
1432,Dalton Moats,641889,641889,sa738506,TB,RP,RP
1433,Dalton Pompey,592647,12797,12797,FA,OF,OF
1434,Dalton Roach,681989,681989,sa3010567,STL,SP,SP
1435,Dalton Stambaugh,690407,690407,sa3011252,CHC,RP,RP
1436,Dalvy Rosario,672537,672537,sa3005712,MIA,SS,SS
1437,Damian Mendoza,677604,677604,sa3005430,TEX,SP,SP
1438,Damian Valdez,683396,683396,sa3010872,FA,OF,OF
1439,Damiano Palmegiani,671913,671913,sa3017326,TOR,3B,3B
1440,Damien Magnifico,571911,13395,13395,FA,RP,RP
1441,Damon Casetta-Stubbs,677316,677316,sa3008387,CLE,SP,SP
1442,Damon Gladney,687554,687554,sa3010043,CHW,3B,3B
1443,Damon Jones,676103,676103,23310,PHI,RP,RP
1444,Damon Keith,701618,701618,sa3017179,LAD,OF,OF
1445,Dan Altavilla,656186,16507,16507,BOS,RP,RP
1446,Dan Otero,519096,7385,7385,FA,RP,RP
1447,Dan Straily,573185,9460,9460,ARI,SP,SP
1448,Dan Winkler,595465,12237,12237,TEX,RP,RP
1449,Dane Acker,686769,686769,,TEX,P,P
1450,Dane Dunning,641540,641540,19409,TEX,SP,SP
1451,Dane Myers,667472,667472,sa915708,DET,SP,SP
1452,Daneurys De La Cruz,681453,681453,sa3007059,DET,C,C
1453,Daniel Alvarez,656032,656032,sa828462,FA,RP,RP
1454,Daniel Amaral,663610,663610,sa3006712,PIT,OF,OF
1455,Daniel Bard,453268,453268,7115,COL,RP,RP
1456,Daniel Bautista,679751,679751,sa3005602,OAK,OF,OF
1457,Daniel Bies,680768,680768,sa3007609,NYY,SP,SP
1458,Daniel Brito,660684,660684,sa872732,PHI,2b,2b
1459,Daniel Cabrera,668667,668667,sa3014452,DET,OF,OF
1460,Daniel Camarena,547176,547176,14467,FA,RP,RP
1461,Daniel Castano,641447,641447,19805,MIA,SP,SP
1462,Daniel Castillo,678697,678697,sa3005545,MIL,SS,SS
1463,Daniel Castro,593495,15450,15450,FA,2B,2B
1464,Daniel Cope,684543,684543,sa3010157,COL,C,C
1465,Daniel Descalso,518614,8392,8392,FA,2B,2B
1466,Daniel Duarte,650960,650960,17480,CIN,RP,RP
1467,Daniel Edgeworth,676841,676841,sa3002880,FA,1B,1B
1468,Daniel Edwards,657212,657212,sa3009866,TB,1B,1B
1469,Daniel Espino,682982,682982,sa3011495,CLE,SP,SP
1470,Daniel Fajardo,622463,622463,sa657408,FA,C,C
1471,Daniel Federman,679946,679946,sa3017460,BAL,SP,SP
1472,Daniel Ferreira,699394,699394,sa3015835,CHC,OF,OF
1473,Daniel Gonzalez,642557,642557,sa737056,FA,SP,SP
1474,Daniel Gossett,605254,605254,16164,MIN,SP,SP
1475,Daniel Hudson,543339,7146,7146,LAD,RP,RP
1476,Daniel Johnson,669288,669288,19643,CLE,OF,OF
1477,Daniel Lockhart,605343,605343,sa598065,FA,2b,2b
1478,Daniel Lynch,663738,663738,21537,KC,SP,SP
1479,Daniel Mateo,686863,686863,sa3010886,TEX,OF,OF
1480,Daniel McGrath,600011,600011,sa739598,FA,SP,SP
1481,Daniel Mengden,596043,16980,16980,KC,SP,SP
1482,Daniel Metzdorf,666910,666910,sa3010117,CHW,SP,SP
1483,Daniel Millwee,690516,690516,sa3010281,CHW,C,C
1484,Daniel Montano,665914,665914,sa917068,COL,OF,OF
1485,Daniel Montesino,694220,694220,sa3015721,SD,OF,OF
1486,Daniel Murphy,502517,4316,4316,FA,1B,1B
1487,Daniel Norris,596057,13475,13475,CHC,RP,RP
1488,Daniel Oliva,683600,683600,sa3008902,TOR,OF,OF
1489,Daniel Oriente,686833,686833,sa3014943,ARI,OF,OF
1490,Daniel Ozoria,672460,672460,sa3003218,MIN,SS,SS
1491,Daniel Palencia,694037,694037,sa3015122,CHC,SP,SP
1492,Daniel Palka,594953,594953,14897,NYM,OF,OF
1493,Daniel Pinero,615697,615697,sa738204,DET,SS,SS
1494,Daniel Ponce de Leon,594965,16110,16110,SEA,RP,RP
1495,Daniel Rivero,678502,678502,sa3005525,PIT,OF,OF
1496,Daniel Robert,642016,642016,sa3009856,TEX,RP,RP
1497,Daniel Robertson,621002,14145,14145,MIN,3B,2B/SS/ 3B
1498,Daniel Schneemann,682177,682177,sa3006936,CLE,SS,SS
1499,Daniel Stumpf,621385,13780,13780,FA,RP,RP
1500,Daniel Tillo,664700,664700,sa876284,SF,SP,SP
1501,Daniel Vazquez,694187,694187,sa3016143,KC,SS,SS
1502,Daniel Vellojin,678962,678962,sa3005587,CIN,C,C
1503,Daniel Vogelbach,596129,14130,14130,PIT,1B,1B
1504,Daniel Zamora,623354,623354,17811,LAD,RP,RP
1505,Danis Correa,672550,672550,sa3002980,CHC,RP,RP
1506,Danny Coulombe,543056,13293,13293,MIN,RP,RP
1507,Danny De Andrade,694185,694185,sa3015698,MIN,SS,SS
1508,Danny Dopico,661832,661832,sa875346,WSH,RP,RP
1509,Danny Duffy,518633,3542,3542,LAD,RP,RP
1510,Danny Hultzen,543343,12874,12874,FA,RP,RP
1511,Danny Jansen,643376,16535,16535,TOR,C,C
1512,Danny Lantigua,671224,671224,sa3005239,CIN,OF,OF
1513,Danny Mendick,664901,664901,18889,CHW,2B/SS,2B/SS/ OF
1514,Danny Salazar,517593,5867,5867,NYY,SP,SP
1515,Danny Santana,542454,10322,10322,FA,DH,1B/OF
1516,Danny Woodrow,670143,670143,sa918257,FA,OF,OF
1517,Danny Young,664849,664849,18439,SEA,RP,RP
1518,Dansby Swanson,621020,18314,18314,ATL,SS,SS
1519,Dante Biasi,668857,668857,sa3010647,KC,SP,SP
1520,Dany Jimenez,666204,666204,21170,OAK,RP,RP
1521,Danyer Cueva,694227,694227,sa3015725,TEX,SS,SS
1522,Darel Belen,684525,684525,sa3008939,BOS,OF,OF
1523,Darell Hernaiz,687231,687231,sa3011309,BAL,SS,SS
1524,Darick Hall,669742,669742,sa918293,PHI,1B,1B
1525,Dariel Gomez,649810,649810,sa872729,SEA,1B,1B
1526,Dariel Lopez,683593,683593,sa3008901,PIT,SS,SS
1527,Darien Nunez,628345,628345,21197,SF,RP,RP
1528,Darin Gillies,606981,606981,sa875269,BOS,RP,RP
1529,Darin Ruf,573131,9929,9929,SF,1B/OF,1B/OF
1530,Dario Agrazal,642607,642607,15821,FA,SP,SP
1531,Darius Hill,675628,675628,sa3010395,CHC,OF,OF
1532,Darius Vines,670241,670241,sa918848,ATL,SP,SP
1533,Darlin Guzman,680921,680921,sa3005619,FA,OF,OF
1534,Darlin Moquete,680642,680642,sa3005617,STL,OF,OF
1535,Darol Garcia,691557,691557,sa3015556,LAD,SS,SS
1536,Darren Baker,671117,671117,sa3017554,WSH,2B,2B
1537,Darren McCaughan,670766,670766,20038,SEA,RP,RP
1538,Darren O’Day,503285,3321,3321,ATL,RP,RP
1539,Darrien Miller,687152,687152,sa3011330,MIL,C,C
1540,Darryl Artis,663600,663600,sa3007632,CHC,OF,OF
1541,Darryl Collins,683408,683408,sa3010154,KC,OF,OF
1542,Darwin Baez,680595,680595,sa3005614,PIT,C,C
1543,Darwinzon Hernandez,650382,650382,19848,BOS,RP,RP
1544,Dasan Brown,672018,672018,sa3011717,TOR,OF,OF
1545,DaShawn Keirsey,680577,680577,sa3007301,MIN,OF,OF
1546,Daulton Jefferies,641726,641726,19345,OAK,SP,SP
1547,Daulton Varsho,662139,662139,19918,ARI,C/OF,C/OF
1548,Dauri Moreta,664294,664294,21101,CIN,RP,RP
1549,Dauris Valdez,667378,667378,sa917999,CHC,RP,RP
1550,Daury Arias,693808,693808,sa3015685,NYY,OF,OF
1551,David Banuelos,675915,675915,sa3004056,MIN,C,C
1552,David Bednar,670280,670280,19569,PIT,RP,RP
1553,David Bote,623520,623520,14593,CHC,2B/3B,2B/3B
1554,David Carpenter,502304,502304,3959,FA,RP,RP
1555,David Clarke,682265,682265,sa3017045,MIL,C,C
1556,David Dahl,621311,13744,13744,MIL,OF,OF
1557,David Ellingson,670287,670287,sa873708,SEA,RP,RP
1558,David Festa,701581,701581,sa3017788,MIN,SP,SP
1559,David Fletcher,664058,664058,17992,LAA,2B/SS,2B/SS
1560,David Freese,501896,9549,9549,FA,1B,1B
1561,David Freitas,571679,571679,10619,NYY,C,C
1562,David Fry,681807,681807,sa3006787,CLE,C,C
1563,David Garcia,671272,671272,sa3003197,TEX,C,C
1564,David Griffin,701803,701803,sa3015136,NYM,SP,SP
1565,David Hale,571735,9756,9756,FA,RP,RP
1566,David Hamilton,666152,666152,sa3014434,BOS,SS,SS
1567,David Hensley,682073,682073,sa3006733,HOU,3B,3B
1568,David Hernandez,456696,4259,4259,FA,RP,RP
1569,David Hess,605276,605276,16130,TB,RP,RP
1570,David Hill,622101,622101,sa658377,FA,SP,SP
1571,David Hollins,657617,657617,sa829697,MIA,3B,3B
1572,David Huff,453307,4257,4257,FA,SP,SP
1573,David Kubiak,607608,607608,sa599473,FA,SP,SP
1574,David Leal,687578,687578,sa1171029,OAK,RP,RP
1575,David Lebron,673933,673933,sa3006695,BAL,RP,RP
1576,David Mackinnon,676950,676950,sa873706,LAA,1B,1B
1577,David Masters,607635,607635,sa602586,FA,SS,SS
1578,David McKay,641853,641853,19814,NYY,RP,RP
1579,David Mercado,675650,675650,sa3005024,TB,SP,SP
1580,David Morillo,683565,683565,sa3009610,SEA,RP,RP
1581,David Parkinson,663982,663982,sa3004857,PHI,SP,SP
1582,David Paulino,600944,17418,17418,FA,RP,RP
1583,David Peralta,444482,2136,2136,ARI,OF,OF
1584,David Peterson,656849,656849,20302,NYM,SP,SP
1585,David Phelps,475479,6316,6316,TOR,RP,RP
1586,David Price,456034,3184,3184,LAD,SP,SP
1587,David Robertson,502085,8241,8241,CHC,RP,RP
1588,David Rodriguez,630034,630034,sa735825,FA,C,C
1589,David Sheaffer,643534,643534,sa3006846,SEA,C,C
1590,David Thompson,621420,621420,sa659290,FA,3b,3b
1591,David Villar,681584,681584,sa3007063,SF,3B,3B
1592,David Vinsky,688009,688009,sa1169997,FA,OF,OF
1593,Davidjohn Herz,687792,687792,sa3011680,CHC,SP,SP
1594,Davis Daniel,669721,669721,sa3015037,LAA,SP,SP
1595,Davis Liput,663937,663937,sa3008141,LAD,SS,SS
1596,Davis Martin,663436,663436,sa3008311,CHW,SP,SP
1597,Davis Schneider,676914,676914,sa3004518,TOR,2B,2B
1598,Davis Tavarez,673957,673957,sa3004271,BAL,OF,OF
1599,Davis Wendzel,673995,673995,sa3011890,TEX,SS,SS
1600,Dawel Lugo,608475,608475,14713,FA,3B,3B
1601,Dawon Burt,656274,656274,sa828876,CHW,2b,2b
1602,Daxton Fulton,690978,690978,sa3014535,MIA,SP,SP
1603,Dayan Frias,682679,682679,sa3008768,CLE,SS,SS
1604,Dayeison Arias,674375,674375,sa3002812,SEA,RP,RP
1605,Dayro Perez,683459,683459,sa3009299,NYY,SS,SS
1606,Daysbel Hernandez,678226,678226,sa3006065,ATL,RP,RP
1607,Daz Cameron,663662,663662,18353,DET,OF,OF
1608,Dean Deetz,657209,657209,16687,FA,RP,RP
1609,Dean Kremer,665152,665152,19350,BAL,SP,SP
1610,Dean Miller,677014,677014,sa1056110,FA,OF,OF
1611,Dean Nevarez,681944,681944,sa3007073,FA,C,C
1612,Debby Santana,672437,672437,sa3003210,CIN,3B,3B
1613,Deck McGuire,592547,592547,11596,FA,SP,SP
1614,Dedgar Jimenez,642381,642381,sa736925,FA,SP,SP
1615,Dedniel Nunez,673380,673380,sa3004203,NYM,RP,RP
1616,Dee Strange-Gordon,543829,8203,8203,WSH,2B/OF,2B/OF
1617,Deivi Diaz,665880,665880,sa917803,CHW,RP,RP
1618,Deivi Estrada,678627,678627,sa3006076,ARI,OF,OF
1619,Deivi Garcia,665620,665620,20276,NYY,SP,SP
1620,Deivy Cruz,698942,698942,sa3016013,BAL,SP,SP
1621,Deivy Florido,678750,678750,sa3006380,FA,SP,SP
1622,Deivy Grullon,620453,620453,15988,BOS,C,C
1623,Delino DeShields,592261,11379,11379,ATL,OF,OF
1624,Dellin Betances,476454,6216,6216,LAD,RP,RP
1625,Delvin Perez,666206,666206,sa917935,STL,SS,SS
1626,Delvin Zinn,665091,665091,sa875884,CHC,SS,SS
1627,Demarcus Evans,663770,663770,21087,TEX,RP,RP
1628,Demetrius Sims,676443,676443,sa3004390,MIA,SS,SS
1629,Dennicher Carrasco,666779,666779,sa917459,FA,1B,1B
1630,Dennis Ortega,650883,650883,sa828381,FA,C,C
1631,Dennis Santana,642701,642701,17878,TEX,RP,RP
1632,Denny Brady,676610,676610,sa3004347,LAA,SP,SP
1633,Denny Larrondo,682644,682644,sa3010654,NYY,SP,SP
1634,Denny Roman,680653,680653,sa3007608,PIT,RP,RP
1635,Densi Meli,684219,684219,sa3008927,FA,SS,SS
1636,Denyi Reyes,660593,660593,20526,BAL,SP,SP
1637,Denzel Clarke,672016,672016,sa3017426,OAK,OF,OF
1638,Denzer Guzman,694203,694203,sa3015711,LAA,SS,SS
1639,Deolis Guerra,500610,8410,8410,OAK,RP,RP
1640,Deon Stafford,669399,669399,sa915865,FA,C,C
1641,Dereck Rodriguez,605446,605446,14509,MIN,RP,RP
1642,Dereck Salom,678828,678828,sa3005925,OAK,SS,SS
1643,Derek Casey,656297,656297,sa3008259,CHC,SP,SP
1644,Derek Craft,681485,681485,sa3006824,NYY,RP,RP
1645,Derek Dietrich,518618,10542,10542,NYY,DH,1B
1646,Derek Fisher,605233,16192,16192,MIN,OF,OF
1647,Derek Hill,656537,656537,16947,DET,OF,OF
1648,Derek Holland,502706,4141,4141,TOR,RP,RP
1649,Derek Law,571882,13133,13133,DET,RP,RP
1650,Derek Self,605464,605464,sa577722,FA,RP,RP
1651,Derek Vegas,683886,683886,sa3009323,MIA,C,C
1652,Derlin Figueroa,700283,700283,sa3015851,LAD,SS,SS
1653,Dermis Garcia,660650,660650,sa881025,OAK,3b,3b
1654,Derrick Adams,682059,682059,sa3009933,FA,RP,RP
1655,Derwin Barreto,678481,678481,sa3005522,TEX,SS,SS
1656,Derwin Laya,698978,698978,sa3015761,SF,3B,3B
1657,Desmond Lindsay,663664,663664,sa874792,NYM,OF,OF
1658,Deury Carrasco,672767,672767,sa3003330,HOU,2B,2B
1659,Devan Stewart,677047,677047,sa3005181,PHI,3B,3B
1660,Deven Marrero,571918,13325,13325,FA,SS,SS
1661,Devin Conn,681958,681958,sa3007252,HOU,RP,RP
1662,Devin Davis,663343,663343,sa875805,FA,1B,1B
1663,Devin Foyle,680976,680976,sa3007515,OAK,OF,OF
1664,Devin Hairston,670767,670767,sa915575,MIA,SS,SS
1665,Devin Mann,669471,669471,sa3006869,LAD,2B,2B
1666,Devin Mesoraco,519023,5666,,NYM,C,C
1667,Devin Smeltzer,656970,656970,19487,MIN,SP,SP
1668,Devin Sweet,682967,682967,sa3008340,SEA,RP,RP
1669,Devin Williams,642207,642207,15816,MIL,RP,RP
1670,Devlin Granberg,680748,680748,sa3006671,BOS,OF,OF
1671,Dexter Fowler,451594,4062,4062,FA,OF,OF
1672,Dexter Neal,663668,663668,sa876087,FA,OF,OF
1673,Deyni Olivero,666007,666007,sa917869,ARI,SP,SP
1674,Deyvison De Los Santos,691277,691277,sa3015168,ARI,3B,3B
1675,Didi Gregorius,544369,6012,6012,PHI,SS,SS
1676,Diego Cartaya,682616,682616,sa3008742,LAD,C,C
1677,Diego Castillo,650895,650895,17496,SEA,RP,RP
1678,Diego Castillo,660636,660636,19906,PIT,2B/SS,2B/SS
1679,Diego Gonzalez,691897,691897,sa3015583,PHI,SS,SS
1680,Diego Granado,692652,692652,sa3014931,OAK,SP,SP
1681,Diego Hernandez,678746,678746,sa3005759,KC,OF,OF
1682,Diego Infante,672653,672653,sa3003280,TB,OF,OF
1683,Diego Larez,691618,691618,sa3015570,MIL,OF,OF
1684,Diego Mosquera,699305,699305,sa3016825,NYM,SS,SS
1685,Diego Rincones,665651,665651,sa916849,SF,OF,OF
1686,Diego Verbel,683718,683718,sa3008918,SF,2B,2B
1687,Diego Villegas,698969,698969,sa3015757,SF,OF,OF
1688,Dietrich Enns,608650,608650,13932,FA,RP,RP
1689,Dikember Sanchez,699129,699129,sa3016033,MIL,SP,SP
1690,Dilan Rosario,687125,687125,sa3010165,SF,SS,SS
1691,Dillan Shrum,686770,686770,sa3017111,KC,1B,1B
1692,Dillon Dingler,693307,693307,sa3014528,DET,C,C
1693,Dillon Maples,596027,596027,14672,PHI,RP,RP
1694,Dillon Overton,592614,15627,15627,COL,RP,RP
1695,Dillon Paulson,663516,663516,sa3007007,TB,1B,1B
1696,Dillon Peters,596071,596071,18790,PIT,RP,RP
1697,Dillon Tate,622253,622253,17796,BAL,RP,RP
1698,Dillon Thomas,605504,605504,12719,LAA,OF,OF
1699,Dilmer Mejia,650356,650356,sa828518,FA,SP,SP
1700,Dilson Herrera,599096,14335,14335,FA,2B,2B
1701,Dinelson Lamet,659275,659275,17186,SD,RP,RP
1702,Diogenes Almengo,658742,658742,sa835215,BAL,RP,RP
1703,Diomar Lopez,650841,650841,sa828277,CIN,RP,RP
1704,Dionmy Salon,682934,682934,sa3008839,KC,C,C
1705,Dionys Rodriguez,681051,681051,sa3005877,STL,SP,SP
1706,Dioris Valdez,691929,691929,sa3016105,PIT,OF,OF
1707,Diosbel Arias,677690,677690,sa3005308,TEX,SS,SS
1708,Diosmerky Taveras,677676,677676,sa3004872,HOU,SP,SP
1709,Diowill Burgos,678419,678419,sa3005740,MIA,OF,OF
1710,Dixon Machado,553988,11472,11472,CHC,SS,SS
1711,DJ Johnson,597113,597113,12578,FA,RP,RP
1712,DJ LeMahieu,518934,9874,9874,NYY,1B/2B/ 3B,1B/2B/ 3B
1713,DJ Peters,656847,656847,19348,FA,OF,OF
1714,DJ Stewart,621466,621466,17766,BAL,OF,OF
1715,Dom Nunez,624513,15055,15055,COL,C,C
1716,Dom Thompson-Williams,657779,657779,sa829483,SEA,OF,OF
1717,Domingo Acevedo,642758,642758,17092,OAK,RP,RP
1718,Domingo German,593334,17149,17149,NYY,SP,SP
1719,Domingo Leyba,642736,642736,16404,SD,2B,2B/3B
1720,Domingo Robles,660781,660781,sa872881,STL,SP,SP
1721,Domingo Santana,570267,10348,10348,FA,OF,OF
1722,Domingo Tapia,593619,593619,12178,OAK,RP,RP
1723,Dominic Canzone,686527,686527,sa1115890,ARI,OF,OF
1724,Dominic Fletcher,666150,666150,sa1115778,ARI,OF,OF
1725,Dominic Hamel,687589,687589,sa3017949,NYM,SP,SP
1726,Dominic Leone,608678,13763,13763,SF,RP,RP
1727,Dominic LoBrutto,661837,661837,sa3004573,BOS,RP,RP
1728,Dominic Miroglio,641884,641884,sa739013,ARI,C,C
1729,Dominic Pipkin,669421,669421,sa3007896,PHI,SP,SP
1730,Dominic Smith,642086,15653,15653,NYM,1B/OF,1B/OF
1731,Donivan Williams,676676,676676,sa3004950,FA,2B,2B
1732,Donnie Dewees,664159,664159,sa858802,CHC,OF,OF
1733,Donnie Hart,643354,15306,15306,FA,RP,RP
1734,Donny Sands,664848,664848,sa875201,PHI,3b,3b
1735,Donovan Benoit,687630,687630,sa3017464,CIN,RP,RP
1736,Donovan Casey,661541,661541,sa915654,WSH,OF,OF
1737,Donovan Solano,456781,8623,8623,CIN,2B,2B
1738,Donovan Walton,622268,622268,19314,SF,2B,2B
1739,Donta’ Williams,676024,676024,sa3017152,BAL,OF,OF
1740,Doug Fister,450729,9425,9425,FA,SP,SP
1741,Douglas Nikhazy,680951,680951,sa3018110,CLE,SP,SP
1742,Dovydas Neverauskas,596720,596720,11604,FA,RP,RP
1743,Drevian Williams-Nelson,681876,681876,sa3007829,FA,2B,2B
1744,Drew Anderson,623454,623454,15130,FA,SP,SP
1745,Drew Avans,682183,682183,sa3006937,LAD,OF,OF
1746,Drew Butera,460077,3411,3411,FA,C,C
1747,Drew Campbell,686601,686601,sa3011264,ATL,OF,OF
1748,Drew Carlton,656290,656290,19868,DET,RP,RP
1749,Drew Ellis,656403,656403,19873,ARI,3B,3B
1750,Drew Ferguson,664916,664916,sa875766,FA,OF,OF
1751,Drew Gagnon,543193,543193,12545,FA,RP,RP
1752,Drew Hutchison,571800,10732,10732,FA,RP,RP
1753,Drew Jackson,623515,623515,17807,OAK,SS,SS
1754,Drew Lugbauer,656666,656666,sa829268,ATL,C,C
1755,Drew Maggi,543482,543482,sa549144,PHI,SS,SS
1756,Drew Mendoza,666141,666141,sa3011256,WSH,1B,1B
1757,Drew Millas,686452,686452,sa3014475,WSH,C,C
1758,Drew Mount,681898,681898,sa3006728,CIN,OF,OF
1759,Drew Pomeranz,519141,11426,11426,SD,RP,RP
1760,Drew Rasmussen,656876,656876,25385,TB,SP,SP
1761,Drew Rom,680723,680723,sa3007848,BAL,SP,SP
1762,Drew Romo,691011,691011,sa3014522,COL,C,C
1763,Drew Rucinski,607968,12499,12499,MIA,RP,RP
1764,Drew Smith,622098,622098,17755,NYM,RP,RP
1765,Drew Smyly,592767,11760,11760,CHC,SP,SP
1766,Drew Stankiewicz,607733,607733,sa599531,ARI,2B,2B
1767,Drew Steckenrider,608716,608716,18806,SEA,RP,RP
1768,Drew Strotman,675977,675977,sa3004584,MIN,SP,SP
1769,Drew VerHagen,572403,13424,13424,STL,RP,RP
1770,Drew Ward,608380,608380,sa737690,FA,3b,3b
1771,Drew Waters,671221,671221,sa3004378,ATL,OF,OF
1772,Drew Weeks,607178,607178,sa602429,FA,OF,OF
1773,Drey Jameson,686753,686753,sa3011652,ARI,SP,SP
1774,Duane Underwood Jr.,621249,14677,14677,PIT,RP,RP
1775,Dugan Darnell,699911,699911,sa3014876,COL,RP,RP
1776,Duncan Garcia,699219,699219,sa3015815,MIL,OF,OF
1777,Duncan Robinson,670061,670061,sa874105,CHC,SP,SP
1778,Durbin Feltman,664687,664687,sa3007959,BOS,RP,RP
1779,Dusten Knight,643400,643400,16537,TB,RP,RP
1780,Dustin Beggs,657511,657511,sa829242,FA,SP,SP
1781,Dustin Fowler,641583,17098,17098,FA,OF,OF
1782,Dustin Garneau,572863,9433,9433,DET,C,C
1783,Dustin Harris,687957,687957,sa3010279,TEX,1B,1B
1784,Dustin May,669160,669160,19716,LAD,SP,SP
1785,Dustin McGowan,430661,8600,,TB,RP,RP
1786,Dustin Peterson,640460,640460,15189,PHI,3b,3b
1787,Dustin Saenz,685010,685010,sa3017610,WSH,SP,SP
1788,Dustin Skelton,670236,670236,sa3011327,FA,C,C
1789,Dusty Isaacs,595260,595260,sa550364,TOR,RP,RP
1790,Dwayne Matos,684228,684228,sa3009508,SD,SP,SP
1791,Dwight Smith Jr.,596105,13473,13473,FA,OF,OF
1792,Dylan Bundy,605164,12917,12917,MIN,SP,SP
1793,Dylan Carlson,666185,666185,20126,STL,OF,OF
1794,Dylan Cease,656302,656302,18525,CHW,SP,SP
1795,Dylan Coleman,669395,669395,22276,KC,RP,RP
1796,Dylan Covey,592229,592229,14825,BOS,RP,RP
1797,Dylan Cozens,622226,622226,15115,FA,,
1798,Dylan Davis,595929,595929,sa709037,FA,OF,OF
1799,Dylan Dodd,689266,689266,sa3017684,ATL,SP,SP
1800,Dylan File,668766,668766,sa3004197,MIL,RP,RP
1801,Dylan Floro,571670,13394,13394,MIA,RP,RP
1802,Dylan Hall,689876,689876,sa3015008,NYM,SP,SP
1803,Dylan King,663717,663717,sa3009924,LAA,SP,SP
1804,Dylan Lee,669276,669276,19996,ATL,RP,RP
1805,Dylan Moore,664238,664238,18042,SEA,2B/OF,2B/3B/ OF
1806,Dylan Myers,670169,670169,sa918356,FA,SP,SP
1807,Dylan Rosa,676748,676748,sa3004285,DET,OF,OF
1808,Dylan Shockley,686758,686758,sa1170874,PIT,C,C
1809,Dylan Smith,681916,681916,sa3018113,DET,SP,SP
1810,Dylan Spacke,686679,686679,sa3010812,BOS,RP,RP
1811,Dylan Spain,688125,688125,sa3017134,ATL,RP,RP
1812,Dylan Thompson,657043,657043,sa829545,TB,SP,SP
1813,Dyron Campos,684495,684495,sa3008937,NYM,OF,OF
1814,Easton Lucas,687922,687922,sa1159925,BAL,RP,RP
1815,Easton McGee,668834,668834,sa917971,TB,SP,SP
1816,Eddie Butler,572750,13453,13453,FA,RP,RP
1817,Eddie Rosario,592696,12155,12155,ATL,OF,OF
1818,Eddinson Paulino,682796,682796,sa3009538,BOS,SS,SS
