Season,Name,Team,PA,HR,SB,K%,BB%,BABIP,ISO,HR/FB,FB%,wRC+,SwStr%,O-Swing%,Swing%,Contact%,maxEV,Barrel%,playerid,seasonct,seasonid
2015,Brad Miller,SEA,497,11,13,20.30%,9.50%,0.307,0.144,10.30%,31.40%,105,11.20%,29.80%,48.20%,76.70%,113.4,4.30%,12775,3,12775s3
2015,Cory Spangenberg,SDP,345,4,9,21.70%,8.10%,0.344,0.129,7.50%,24.50%,105,9.70%,31.70%,46.20%,79.00%,110.6,1.30%,12294,1,12294s1
2015,Asdrubal Cabrera,TBR,551,15,6,19.40%,6.50%,0.306,0.164,8.70%,43.60%,104,10.90%,36.80%,53.40%,79.50%,106.7,4.90%,4962,9,4962s9
2015,John Ryan Murphy,NYY,172,3,0,25.00%,7.00%,0.357,0.129,8.80%,29.60%,100,8.70%,29.40%,48.40%,81.90%,108.8,5.20%,10346,1,10346s1
2015,David Murphy,- - -,391,10,0,12.50%,5.10%,0.3,0.139,9.70%,32.50%,101,6.20%,33.70%,46.10%,86.50%,109.5,2.80%,6035,9,6035s9
2015,Tyler Collins,DET,207,4,2,20.80%,6.30%,0.324,0.151,7.10%,37.80%,99,10.40%,35.70%,52.70%,80.30%,109,5.30%,12723,1,12723s1
2015,Preston Tucker,HOU,323,13,0,21.10%,6.20%,0.274,0.193,15.70%,35.80%,104,12.00%,30.40%,50.20%,76.10%,112.1,5.20%,13633,1,13633s1
2015,C.J. Cron,LAA,404,16,3,20.30%,4.20%,0.293,0.177,14.40%,37.10%,104,10.10%,39.40%,50.80%,80.10%,113.9,8.00%,12546,2,12546s2
2015,Martin Prado,MIA,551,9,1,12.30%,6.70%,0.313,0.106,6.80%,30.00%,102,4.30%,26.40%,39.70%,89.20%,109.7,2.00%,3312,8,3312s8
2015,Billy Burns,OAK,555,5,26,14.60%,4.70%,0.339,0.098,4.10%,28.10%,102,8.30%,37.70%,57.90%,85.70%,104.8,0.00%,12701,1,12701s1
2015,Kole Calhoun,LAA,686,26,4,23.90%,6.60%,0.304,0.167,15.70%,35.40%,103,12.80%,31.80%,49.10%,73.90%,108.9,6.40%,11200,3,11200s3
2015,Delino DeShields,TEX,492,2,25,20.50%,10.80%,0.334,0.113,1.90%,33.70%,95,8.20%,19.70%,37.60%,78.20%,108.4,1.20%,11379,1,11379s1
2015,Evan Gattis,HOU,604,27,0,19.70%,5.00%,0.264,0.217,16.00%,37.40%,103,11.60%,36.90%,50.80%,77.00%,112.3,5.50%,11003,3,11003s3
2015,Marlon Byrd,- - -,544,23,2,26.70%,5.30%,0.297,0.206,17.30%,36.30%,100,17.20%,43.90%,60.50%,71.40%,108.8,7.90%,950,10,950s10
2015,Steven Souza Jr.,TBR,426,16,12,33.80%,10.80%,0.318,0.174,20.50%,34.70%,102,13.90%,27.50%,46.20%,69.80%,113.2,9.50%,5667,1,5667s1
2015,Steve Clevenger,BAL,105,2,0,12.40%,3.80%,0.314,0.139,7.10%,31.80%,98,6.60%,34.90%,52.70%,87.20%,105.9,2.30%,9542,2,9542s2
2015,Eddie Rosario,MIN,474,13,11,24.90%,3.20%,0.332,0.192,9.60%,40.60%,97,14.50%,45.50%,58.90%,75.10%,106.2,5.00%,12155,1,12155s1
2015,Ben Revere,- - -,634,2,31,10.10%,5.00%,0.338,0.071,2.00%,18.90%,98,4.10%,28.90%,41.80%,90.10%,111.4,0.00%,4712,5,4712s5
2015,Carlos Gomez,- - -,477,12,17,21.20%,6.50%,0.307,0.154,9.70%,38.00%,98,12.80%,37.70%,54.90%,76.60%,111.7,4.70%,4881,9,4881s9
2015,Brandon Phillips,CIN,623,12,23,10.90%,4.30%,0.315,0.1,7.60%,30.30%,97,9.50%,37.80%,54.20%,82.50%,108.2,1.90%,791,10,791s10
2015,Jose Iglesias,DET,454,2,11,9.70%,5.50%,0.33,0.07,2.40%,23.20%,97,4.30%,35.10%,45.70%,90.50%,108.6,0.00%,10231,2,10231s2
2015,Anthony Rendon,WSN,355,5,1,19.70%,10.10%,0.321,0.1,6.20%,33.30%,97,5.30%,17.00%,37.20%,85.80%,108.3,4.90%,12861,3,12861s3
2015,Jimmy Paredes,BAL,384,10,4,28.90%,4.90%,0.369,0.14,14.30%,27.80%,97,19.90%,43.00%,57.90%,65.60%,113.8,5.10%,5481,3,5481s3
2015,Josh Hamilton,TEX,182,8,0,28.60%,5.50%,0.313,0.188,21.10%,31.70%,93,18.20%,39.20%,52.80%,65.40%,112.3,5.80%,1875,9,1875s9
2015,Aaron Hicks,MIN,390,11,13,16.90%,8.70%,0.285,0.142,11.10%,35.40%,96,8.70%,24.10%,44.50%,80.40%,107.8,2.80%,5297,3,5297s3
2015,Josh Harrison,PIT,449,4,10,15.80%,4.20%,0.336,0.103,3.40%,33.50%,98,9.80%,38.40%,54.20%,81.80%,104.7,1.40%,8202,4,8202s4
2015,Jonathan Lucroy,MIL,415,7,1,15.40%,8.70%,0.297,0.127,7.60%,29.40%,95,5.90%,27.40%,43.40%,86.30%,110.3,3.50%,7870,6,7870s6
2015,Jorge Soler,CHC,404,10,3,30.00%,7.90%,0.361,0.137,13.50%,29.80%,95,15.40%,32.80%,48.20%,67.80%,116.2,9.30%,14221,1,14221s1
2015,Jake Lamb,ARI,390,6,3,24.90%,9.20%,0.344,0.123,7.20%,32.40%,91,9.80%,25.80%,42.30%,76.60%,109.3,5.50%,13329,2,13329s2
2015,Abraham Almonte,- - -,258,5,7,20.20%,8.10%,0.299,0.159,9.60%,30.60%,95,10.70%,28.70%,46.40%,76.90%,110.1,5.90%,5486,2,5486s2
2015,Blake Swihart,BOS,309,5,4,24.90%,5.80%,0.359,0.118,8.60%,27.60%,93,9.70%,31.90%,46.90%,79.40%,111.2,2.80%,13176,1,13176s1
2015,Mark Reynolds,STL,432,13,2,28.00%,10.20%,0.3,0.168,12.50%,39.50%,98,13.80%,29.70%,46.40%,70.10%,114.1,8.40%,7619,9,7619s9
2015,Billy Butler,OAK,601,15,0,16.80%,8.70%,0.282,0.139,10.80%,31.50%,98,7.90%,29.50%,45.00%,82.40%,110,7.00%,7399,9,7399s9
2015,Christian Colon,KCR,119,0,3,14.30%,9.20%,0.344,0.047,0.00%,28.90%,94,6.30%,32.50%,42.60%,85.10%,107.5,0.00%,11145,1,11145s1
2015,Marcus Semien,OAK,601,15,11,22.00%,7.00%,0.312,0.147,9.10%,38.80%,97,9.00%,25.30%,43.80%,79.40%,106.9,3.80%,12533,2,12533s2
2015,Nick Castellanos,DET,595,15,0,25.50%,6.60%,0.322,0.164,9.20%,40.40%,94,13.90%,34.20%,49.70%,71.90%,111.6,7.20%,11737,2,11737s2
2015,Geovany Soto,CHW,210,9,0,30.00%,10.00%,0.278,0.187,18.40%,39.80%,96,10.90%,21.40%,38.20%,71.60%,108.1,6.40%,3707,7,3707s7
2015,Joe Mauer,MIN,666,10,2,16.80%,10.10%,0.309,0.115,10.30%,20.20%,93,6.20%,27.10%,41.00%,84.60%,107.6,3.30%,1857,10,1857s10
2015,Darin Ruf,PHI,297,12,1,23.20%,7.10%,0.268,0.179,16.90%,35.10%,95,12.00%,31.30%,48.20%,75.10%,110.8,6.40%,9929,3,9929s3
2015,Kevin Pillar,TOR,628,12,25,13.50%,4.50%,0.306,0.121,6.60%,36.70%,94,8.50%,40.10%,50.80%,83.20%,112.4,1.80%,12434,3,12434s3
2015,Danny Espinosa,WSN,412,13,5,25.70%,8.00%,0.299,0.169,14.10%,36.80%,93,14.10%,38.20%,53.70%,73.30%,109,6.00%,9219,6,9219s6
2015,Kolten Wong,STL,613,11,15,15.50%,5.90%,0.296,0.124,7.20%,32.80%,96,8.90%,35.00%,50.20%,82.20%,110.5,2.80%,12532,2,12532s2
2015,Kevin Kiermaier,TBR,535,10,18,17.80%,4.50%,0.306,0.156,8.40%,29.30%,97,9.60%,32.80%,50.70%,81.00%,112.2,2.40%,11038,2,11038s2
2015,Jay Bruce,CIN,649,26,9,22.30%,8.90%,0.251,0.209,13.30%,44.20%,93,11.00%,31.80%,48.40%,76.90%,111.4,7.90%,9892,8,9892s8
2015,Derek Norris,SDP,557,14,4,23.50%,6.30%,0.31,0.153,8.90%,41.00%,98,9.20%,26.30%,45.00%,79.60%,112.1,1.80%,6867,4,6867s4
2015,Aramis Ramirez,- - -,516,17,1,13.20%,6.00%,0.253,0.177,9.60%,43.20%,93,8.80%,36.60%,53.30%,83.40%,108.6,4.60%,1002,10,1002s10
2015,Jeff Francoeur,PHI,343,13,0,22.40%,3.80%,0.297,0.175,14.10%,36.50%,93,13.00%,45.20%,56.10%,76.80%,108,4.00%,4792,9,4792s9
2015,Steve Pearce,BAL,325,15,1,21.20%,7.10%,0.232,0.204,14.30%,46.50%,93,9.90%,27.60%,47.40%,79.00%,108.3,5.30%,9957,7,9957s7
2015,Brandon Moss,- - -,526,19,0,28.10%,9.30%,0.285,0.181,12.50%,47.10%,93,13.80%,32.60%,49.60%,71.90%,113.7,11.40%,4467,6,4467s6
2015,Hanley Ramirez,BOS,430,19,6,16.50%,4.90%,0.257,0.177,19.20%,29.60%,90,9.10%,33.30%,50.00%,81.80%,116.6,6.90%,8001,10,8001s10
2015,Ryan Howard,PHI,503,23,0,27.40%,5.40%,0.272,0.214,18.90%,36.70%,93,16.60%,38.40%,54.70%,69.70%,110.7,11.10%,2154,10,2154s10
2015,Cameron Maybin,ATL,555,10,23,18.40%,8.10%,0.316,0.103,12.30%,20.00%,93,8.00%,26.70%,43.40%,81.40%,109.7,2.20%,5223,6,5223s6
2015,Yasmany Tomas,ARI,426,9,5,25.80%,4.00%,0.354,0.128,13.00%,23.20%,87,15.10%,41.40%,56.90%,73.50%,112.6,3.40%,17171,1,17171s1
2015,Melky Cabrera,CHW,683,12,3,12.90%,5.90%,0.297,0.121,7.30%,29.90%,94,5.60%,34.00%,46.80%,88.10%,111,2.20%,4022,10,4022s10
2015,Chase Headley,NYY,642,11,0,21.00%,7.90%,0.317,0.11,8.10%,30.40%,92,8.60%,24.70%,42.80%,80.00%,109.9,4.50%,4720,8,4720s8
2015,Michael Cuddyer,NYM,408,10,2,21.60%,5.90%,0.312,0.132,11.60%,29.50%,97,11.40%,36.90%,51.40%,77.80%,110.4,4.50%,1534,10,1534s10
2015,JB Shuck,CHW,165,0,7,9.70%,9.70%,0.295,0.084,0.00%,25.00%,93,5.50%,24.70%,41.70%,86.90%,107.2,0.00%,6677,3,6677s3
2015,Cesar Hernandez,PHI,452,1,19,19.00%,8.80%,0.342,0.077,1.50%,21.90%,92,9.40%,27.10%,46.00%,79.50%,107.2,1.20%,10556,3,10556s3
2015,Brett Lawrie,OAK,602,16,5,23.90%,4.70%,0.32,0.148,11.60%,32.70%,94,11.90%,35.40%,48.80%,75.50%,112.4,4.90%,5247,5,5247s5
2015,Jed Lowrie,HOU,263,9,1,16.30%,10.60%,0.233,0.178,10.80%,43.90%,95,6.50%,23.80%,45.20%,85.30%,105.8,2.60%,4418,7,4418s7
2015,Scott Van Slyke,LAD,253,6,3,24.50%,9.10%,0.299,0.144,8.70%,42.30%,95,12.70%,27.90%,46.80%,72.60%,108.5,5.50%,4365,3,4365s3
2015,Carl Crawford,LAD,193,4,10,21.20%,5.20%,0.324,0.138,8.70%,32.90%,95,11.00%,38.10%,51.70%,78.60%,108.4,6.30%,1201,10,1201s10
2015,Dustin Ackley,- - -,264,10,2,17.00%,6.80%,0.241,0.197,12.70%,40.30%,94,5.60%,23.90%,41.00%,86.40%,109.6,5.00%,10099,5,10099s5
2015,Joey Gallo,TEX,123,6,3,46.30%,12.20%,0.356,0.213,31.60%,37.30%,87,22.60%,30.30%,49.20%,52.90%,115,15.70%,14128,1,14128s1
2015,Austin Jackson,- - -,527,9,17,23.90%,5.50%,0.342,0.118,10.10%,24.60%,94,8.90%,26.60%,44.00%,79.80%,109.1,3.50%,9848,6,9848s6
2015,Ezequiel Carrera,TOR,192,3,2,23.40%,5.70%,0.349,0.099,11.10%,22.50%,90,11.10%,29.40%,43.80%,74.60%,106.9,3.70%,9048,3,9048s3
2015,Gregory Polanco,PIT,652,9,27,18.60%,8.40%,0.308,0.125,5.50%,34.90%,92,8.00%,30.60%,44.10%,81.60%,115.6,4.00%,12907,2,12907s2
2015,Torii Hunter,MIN,567,22,2,18.50%,6.20%,0.258,0.169,15.40%,34.30%,89,11.30%,36.70%,53.40%,78.90%,108.1,4.80%,731,10,731s10
2015,Anthony Gose,DET,535,5,23,27.10%,8.40%,0.352,0.113,6.20%,25.20%,89,12.10%,29.70%,48.20%,74.90%,110.3,1.80%,5097,4,5097s4
2015,Addison Russell,CHC,523,13,4,28.50%,8.00%,0.324,0.147,9.80%,40.70%,90,13.70%,30.30%,47.90%,71.30%,109.2,4.60%,14106,1,14106s1
2015,Wilmer Flores,NYM,510,16,0,12.40%,3.70%,0.273,0.145,10.30%,37.10%,95,6.20%,31.40%,48.80%,87.10%,110,1.90%,5827,3,5827s3
2015,Wilin Rosario,COL,242,6,2,23.10%,3.30%,0.329,0.147,13.30%,25.60%,75,13.60%,39.30%,54.20%,74.70%,113.8,4.00%,8002,4,8002s4
2015,Paulo Orlando,KCR,251,7,3,21.10%,2.00%,0.291,0.195,11.10%,34.20%,89,11.00%,37.00%,53.00%,79.10%,112.8,5.20%,8628,1,8628s1
2015,Johnny Giavotella,LAA,502,4,2,11.80%,6.40%,0.301,0.104,3.30%,30.50%,93,6.00%,27.40%,45.30%,86.70%,110.7,1.00%,6740,3,6740s3
2015,Ruben Tejada,NYM,407,3,2,17.20%,9.30%,0.315,0.089,3.20%,32.50%,94,9.70%,29.20%,50.70%,80.50%,103.9,1.70%,5519,6,5519s6
2015,Didi Gregorius,NYY,578,9,5,14.70%,5.70%,0.297,0.105,6.00%,34.10%,89,10.60%,36.30%,51.50%,79.50%,107.2,1.10%,6012,3,6012s3
2015,Miguel Rojas,MIA,157,1,0,10.20%,7.00%,0.307,0.085,3.80%,20.80%,92,7.80%,33.30%,50.00%,84.20%,107.4,0.00%,7802,2,7802s2
2015,Chris Denorfia,CHC,231,3,0,24.20%,6.50%,0.351,0.104,7.90%,24.50%,89,12.20%,34.70%,47.20%,74.00%,110.3,3.80%,4400,7,4400s7
2015,Jarrod Dyson,KCR,225,2,26,16.40%,6.20%,0.296,0.13,5.70%,22.70%,88,6.70%,24.20%,44.40%,85.20%,105.3,0.60%,4866,4,4866s4
2015,Grady Sizemore,- - -,296,6,3,20.30%,6.80%,0.303,0.128,8.20%,34.10%,91,9.10%,32.50%,49.10%,81.40%,107.4,3.70%,2197,8,2197s8
2015,Marcell Ozuna,MIA,494,10,2,22.30%,6.10%,0.32,0.124,9.30%,30.80%,92,11.70%,33.30%,47.70%,75.30%,114.5,5.40%,10324,3,10324s3
2015,Caleb Joseph,BAL,355,11,0,20.30%,7.60%,0.269,0.159,10.30%,43.10%,88,10.00%,32.30%,47.90%,79.10%,108.3,5.10%,7087,2,7087s2
2015,Jedd Gyorko,SDP,458,16,0,23.40%,5.90%,0.29,0.15,13.70%,36.70%,93,11.30%,31.20%,48.80%,76.80%,109.3,5.60%,10816,3,10816s3
2015,Ivan De Jesus,CIN,222,4,0,24.80%,8.60%,0.315,0.129,10.30%,26.50%,88,8.40%,24.80%,42.80%,80.20%,102.9,2.00%,9886,1,9886s1
2015,Ryan Hanigan,BOS,201,2,0,19.40%,10.00%,0.306,0.08,6.30%,23.50%,85,6.00%,23.00%,42.10%,85.70%,106.4,0.70%,4952,7,4952s7
2015,Jose Reyes,- - -,519,7,24,11.90%,5.00%,0.301,0.104,4.70%,35.90%,81,7.50%,34.70%,49.80%,85.00%,108.4,0.20%,1736,10,1736s10
2015,Salvador Perez,KCR,553,21,1,14.80%,2.40%,0.27,0.166,12.40%,37.40%,87,9.00%,42.50%,54.10%,83.20%,110.9,4.60%,7304,5,7304s5
2015,Jayson Werth,WSN,378,12,0,22.20%,10.10%,0.253,0.163,10.80%,43.90%,87,8.30%,24.90%,37.90%,78.20%,112.7,7.50%,1327,9,1327s9
2015,Tim Beckham,TBR,223,9,3,30.90%,5.80%,0.279,0.207,21.40%,30.90%,91,15.60%,32.10%,49.50%,68.50%,109.5,5.80%,7949,1,7949s1
2015,Shane Peterson,MIL,226,2,0,24.30%,8.80%,0.345,0.095,6.50%,21.10%,85,10.60%,28.20%,46.10%,76.90%,107,2.60%,7423,1,7423s1
2015,Dilson Herrera,NYM,103,3,2,22.30%,10.70%,0.25,0.156,9.70%,46.30%,91,7.70%,17.90%,41.40%,81.40%,106.9,3.00%,14335,1,14335s1
2015,J.T. Realmuto,MIA,467,10,8,15.00%,4.10%,0.285,0.147,7.90%,33.90%,89,6.90%,34.10%,50.10%,86.10%,109.6,4.00%,11739,1,11739s1
2015,Cody Asche,PHI,456,12,1,24.30%,5.70%,0.304,0.151,9.90%,39.00%,86,11.00%,30.40%,48.50%,77.20%,109,5.70%,11997,3,11997s3
2015,Logan Morrison,SEA,511,17,8,15.90%,9.20%,0.238,0.158,11.60%,39.00%,90,8.60%,30.00%,48.30%,82.00%,113.6,6.10%,9205,6,9205s6
2015,Adeiny Hechavarria,MIA,499,5,7,15.60%,4.60%,0.325,0.094,4.50%,28.60%,89,8.80%,34.60%,51.90%,82.80%,107.1,1.00%,10459,4,10459s4
2015,James McCann,DET,425,7,0,21.20%,3.80%,0.325,0.122,8.40%,27.00%,84,12.20%,39.00%,52.10%,76.60%,108.3,3.50%,12859,1,12859s1
2015,Ryan Goins,TOR,428,5,2,19.40%,9.10%,0.304,0.104,6.10%,27.90%,85,7.50%,29.60%,42.40%,82.30%,106.5,2.30%,9807,3,9807s3
2015,Alex Guerrero,LAD,230,11,1,24.80%,3.00%,0.261,0.201,17.20%,39.00%,90,14.30%,40.90%,59.20%,75.80%,107,6.70%,15670,1,15670s1
2015,Dioner Navarro,TOR,192,5,0,15.10%,8.90%,0.262,0.129,8.30%,41.10%,84,7.90%,26.20%,43.00%,81.60%,107.3,4.10%,3179,9,3179s9
2015,Elian Herrera,MIL,277,7,3,26.00%,6.50%,0.307,0.152,10.00%,37.80%,83,11.40%,31.80%,51.70%,77.80%,107,2.10%,5432,3,5432s3
2015,Will Venable,- - -,390,6,16,24.10%,9.50%,0.317,0.106,11.10%,21.60%,87,10.10%,30.30%,44.80%,77.40%,115.2,2.30%,211,8,211s8
2015,Avisail Garcia,CHW,601,13,7,23.50%,6.00%,0.32,0.108,11.70%,26.70%,86,17.30%,45.20%,59.10%,70.50%,116.1,4.30%,5760,3,5760s3
2015,Chris Parmelee,BAL,102,4,0,25.50%,3.90%,0.254,0.216,9.80%,58.60%,83,7.70%,35.90%,48.70%,84.20%,108.8,5.60%,2554,4,2554s4
2015,Brayan Pena,CIN,367,0,2,9.30%,7.90%,0.303,0.051,0.00%,26.70%,83,4.10%,25.40%,43.30%,90.50%,104.9,0.30%,3231,7,3231s7
2015,James Loney,TBR,388,4,2,8.80%,5.90%,0.298,0.078,3.70%,33.00%,87,5.90%,30.80%,48.50%,87.70%,109.7,0.90%,4556,10,4556s10
2015,Ian Desmond,WSN,641,19,13,29.20%,7.00%,0.307,0.151,15.40%,31.00%,83,13.20%,34.10%,49.50%,73.30%,114.4,6.40%,6885,6,6885s6
2015,Jacoby Ellsbury,NYY,501,7,21,17.20%,7.00%,0.301,0.088,6.20%,30.60%,83,7.40%,30.30%,48.10%,84.60%,108.6,2.90%,4727,8,4727s8
2015,Desmond Jennings,TBR,108,1,5,15.70%,7.40%,0.309,0.072,5.00%,24.40%,87,7.20%,22.30%,44.10%,83.70%,109.3,1.20%,1965,5,1965s5
2015,Jonny Gomes,- - -,262,7,1,30.90%,11.80%,0.293,0.133,10.80%,44.20%,84,9.80%,19.90%,34.60%,71.70%,107.5,4.10%,1845,10,1845s10
2015,Andrew Susac,SFG,148,3,0,29.10%,9.50%,0.299,0.15,9.70%,34.40%,87,12.70%,23.60%,44.40%,71.40%,109.8,5.60%,13132,1,13132s1
2015,Alex Avila,DET,219,4,0,30.10%,18.30%,0.278,0.096,11.40%,31.50%,82,13.60%,16.60%,39.90%,66.00%,109,8.80%,7476,6,7476s6
2015,Jerry Sands,CLE,133,4,0,27.10%,6.80%,0.298,0.154,12.90%,35.20%,81,12.10%,29.30%,44.50%,72.70%,110.3,5.70%,4016,2,4016s2
2015,Travis Snider,- - -,265,4,1,24.90%,9.80%,0.305,0.118,7.40%,31.60%,82,11.60%,29.70%,47.40%,75.50%,110.1,2.90%,2830,7,2830s7
2015,Dalton Pompey,TOR,103,2,5,22.30%,6.80%,0.275,0.149,7.70%,40.00%,82,14.10%,31.40%,50.50%,72.10%,108,2.80%,12797,1,12797s1
2015,Elvis Andrus,TEX,661,7,25,11.80%,7.00%,0.283,0.099,4.30%,31.80%,78,5.80%,25.80%,42.60%,86.30%,109.8,1.30%,8709,7,8709s7
2015,Michael Morse,- - -,256,5,0,29.70%,9.00%,0.324,0.105,18.50%,17.60%,84,14.10%,31.00%,49.10%,71.30%,115.6,8.50%,3035,6,3035s6
2015,Cameron Rupp,PHI,299,9,0,23.70%,8.00%,0.281,0.141,11.80%,38.20%,81,12.00%,28.60%,49.20%,75.20%,110.4,6.00%,11146,1,11146s1
2015,Chris Stewart,PIT,172,0,0,16.90%,3.50%,0.348,0.05,0.00%,23.80%,83,6.80%,30.50%,42.50%,84.00%,102.9,0.00%,3878,5,3878s5
2015,Andrelton Simmons,ATL,583,4,5,8.20%,6.70%,0.285,0.073,3.70%,22.40%,81,4.90%,28.30%,46.00%,89.30%,108.9,0.80%,10847,4,10847s4
2015,Drew Stubbs,- - -,140,5,5,42.90%,10.00%,0.328,0.187,16.10%,50.00%,67,14.60%,19.40%,40.60%,63.80%,108.8,6.20%,9328,7,9328s7
2015,Scooter Gennett,MIL,391,6,1,17.40%,3.10%,0.309,0.117,6.70%,29.80%,78,8.90%,43.30%,56.40%,83.90%,103.6,0.70%,10339,3,10339s3
2015,Starlin Castro,CHC,578,11,5,15.70%,3.60%,0.298,0.11,8.30%,28.90%,79,8.60%,35.50%,49.10%,82.30%,113.2,3.90%,4579,6,4579s6
2015,Jake Marisnick,HOU,372,9,24,28.20%,4.80%,0.31,0.147,10.20%,38.40%,83,13.50%,32.40%,51.00%,73.60%,110.8,5.30%,11339,3,11339s3
2015,Ike Davis,OAK,239,3,0,18.40%,9.60%,0.272,0.121,6.30%,27.90%,82,7.40%,26.50%,43.50%,83.00%,110.4,5.20%,8433,6,8433s6
2015,Tyler Flowers,CHW,361,9,0,28.80%,5.80%,0.32,0.118,11.00%,36.00%,81,13.70%,29.50%,50.00%,72.60%,114.2,4.80%,9134,5,9134s5
2015,Lonnie Chisenhall,CLE,362,7,4,19.10%,6.40%,0.288,0.126,6.60%,39.80%,78,8.70%,39.50%,53.20%,83.40%,108.9,3.30%,7571,5,7571s5
2015,Pablo Sandoval,BOS,505,10,0,14.50%,5.00%,0.27,0.121,7.80%,32.30%,76,10.20%,47.80%,58.80%,82.70%,114,4.50%,5409,8,5409s8
2015,Brandon Barnes,COL,281,2,4,23.80%,7.50%,0.332,0.09,3.40%,31.20%,64,14.40%,35.20%,51.60%,71.80%,108.3,1.10%,629,4,629s4
2015,Yadier Molina,STL,530,4,3,11.10%,6.00%,0.295,0.08,2.90%,32.00%,81,7.90%,36.40%,54.30%,85.20%,105.1,1.80%,7007,10,7007s10
2015,Jace Peterson,ATL,597,6,12,20.10%,9.40%,0.296,0.097,4.70%,31.80%,79,8.80%,27.70%,42.90%,79.50%,110,3.10%,12325,1,12325s1
2015,Victor Martinez,DET,485,11,0,10.70%,6.40%,0.253,0.12,7.20%,38.70%,77,6.00%,33.60%,48.10%,87.40%,108.9,3.00%,393,9,393s9
2015,Max Muncy,OAK,112,3,0,27.70%,8.00%,0.261,0.186,7.70%,54.90%,80,9.60%,20.30%,41.00%,76.60%,108.3,4.20%,13301,1,13301s1
2015,Nick Swisher,- - -,260,6,0,20.80%,13.50%,0.228,0.123,11.50%,31.00%,77,10.20%,23.70%,41.90%,75.70%,106,2.40%,4599,10,4599s10
2015,Carlos Perez,LAA,283,4,2,17.30%,6.70%,0.292,0.096,4.90%,38.20%,81,7.20%,28.70%,45.40%,84.20%,106.4,0.90%,10642,1,10642s1
2015,Eury Perez,ATL,133,0,3,17.30%,5.30%,0.333,0.034,0.00%,16.90%,77,9.90%,34.80%,48.40%,79.30%,107.9,1.00%,10299,1,10299s1
2015,Adam Rosales,TEX,125,3,4,24.00%,8.00%,0.284,0.114,10.00%,35.70%,73,10.00%,22.70%,40.70%,75.40%,105,4.80%,9682,6,9682s6
2015,Jake Smolinski,- - -,192,6,1,20.30%,9.90%,0.208,0.175,11.50%,39.70%,76,8.30%,29.40%,44.80%,81.40%,110.4,3.80%,5408,1,5408s1
2015,Tucker Barnhart,CIN,274,3,0,16.40%,9.10%,0.294,0.074,5.50%,27.90%,76,7.10%,31.60%,50.00%,85.50%,104.1,0.50%,10200,1,10200s1
2015,Jesus Montero,SEA,116,5,0,27.60%,3.40%,0.267,0.188,17.90%,35.00%,81,16.90%,47.60%,60.10%,71.70%,112.8,7.50%,5514,3,5514s3
2015,Stephen Drew,NYY,428,17,0,16.60%,8.60%,0.201,0.18,11.60%,46.60%,76,6.00%,24.30%,41.30%,85.50%,107.2,2.80%,4251,10,4251s10
2015,Jason Castro,HOU,375,11,0,30.70%,8.80%,0.28,0.154,12.80%,38.20%,80,14.60%,27.80%,47.30%,69.00%,109.5,4.00%,8722,5,8722s5
2015,Matt Adams,STL,186,5,1,22.00%,5.40%,0.285,0.137,9.60%,38.80%,79,11.70%,39.50%,52.50%,77.60%,110.1,5.90%,9393,3,9393s3
2015,Freddy Galvis,PHI,603,7,10,17.10%,5.00%,0.309,0.081,4.30%,36.90%,76,8.90%,39.20%,50.40%,82.40%,104,1.70%,6609,4,6609s4
2015,Adam LaRoche,CHW,484,12,0,27.50%,10.10%,0.269,0.133,10.30%,39.50%,77,10.80%,26.40%,43.10%,74.90%,109.2,7.40%,1904,10,1904s10
2015,Rusney Castillo,BOS,289,5,4,18.70%,4.50%,0.298,0.106,9.80%,23.30%,73,11.70%,35.80%,51.90%,77.40%,108.2,2.30%,17016,1,17016s1
2015,Kirk Nieuwenhuis,- - -,141,4,2,34.80%,7.10%,0.28,0.18,14.30%,35.90%,80,12.90%,27.00%,45.00%,71.20%,109.1,7.60%,6400,4,6400s4
2015,Jimmy Rollins,LAD,563,13,12,15.30%,7.80%,0.246,0.133,7.30%,42.60%,80,7.40%,25.60%,44.70%,83.50%,115.5,2.50%,971,10,971s10
2015,Yan Gomes,CLE,389,12,0,26.70%,3.30%,0.285,0.16,11.30%,40.00%,74,10.70%,37.40%,52.10%,79.50%,107.7,6.40%,9627,4,9627s4
2015,Skip Schumaker,CIN,268,1,2,19.00%,8.60%,0.301,0.094,2.40%,21.60%,75,8.50%,31.30%,48.30%,82.20%,105.3,0.50%,3704,9,3704s9
2015,Sean Rodriguez,PIT,240,4,2,26.30%,2.10%,0.325,0.116,8.00%,31.80%,77,15.60%,36.80%,54.20%,71.20%,111.7,5.40%,6589,7,6589s7
2015,Aaron Hill,ARI,353,6,7,15.30%,8.80%,0.253,0.115,5.90%,38.20%,70,6.90%,24.00%,43.60%,84.20%,105.1,1.90%,6104,10,6104s10
2015,Chris Iannetta,LAA,317,10,0,26.20%,12.90%,0.225,0.147,10.90%,47.90%,78,12.40%,20.30%,43.00%,71.00%,112.8,6.30%,8267,9,8267s9
2015,Juan Lagares,NYM,465,6,7,18.70%,3.40%,0.308,0.1,5.50%,31.00%,79,9.50%,36.20%,50.00%,80.90%,112.7,1.40%,5384,3,5384s3
2015,Erick Aybar,LAA,638,3,15,11.40%,3.90%,0.3,0.069,2.30%,26.40%,78,6.20%,38.00%,51.30%,87.80%,108.1,0.70%,4082,9,4082s9
