idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
sa3007009-AA-NYM,Hayden Senger,NYM,25,AA,121,99,0.306,0.143,0.151,0.083,0.712,0.343,0.238,0.331,0.381,0.062,2,7,1,1,0,0.478,0.313,0.209,0.478,0.313,0.209,2022-06-03,0.21445517849501275
sa3007012-AA-TOR,John Aiello,TOR,25,AA,76,127,0.303,0.206,0.162,0.079,0.832,0.381,0.279,0.347,0.485,0.214,3,5,0,1,0,0.311,0.511,0.178,0.311,0.511,0.178,2022-06-03,0.29642367410216897
sa3007013-A+-TEX,Scott Kapers,TEX,25,A+,66,121,0.409,0.267,0.146,0.076,0.852,0.379,0.267,0.318,0.533,0.278,5,1,0,0,0,0.529,0.206,0.265,0.529,0.206,0.265,2022-06-03,0.33479568254632774
sa3007016-A-TBR,Michael Berglund,TBR,24,A,82,128,0.22,0.079,0.112,0.207,0.753,0.356,0.254,0.42,0.333,0.0,0,3,1,3,0,0.4,0.356,0.244,0.4,0.356,0.244,2022-06-03,0.15506778125983484
sa3007016-AA-TBR,Michael Berglund,TBR,24,AA,4,27,0.5,0.0,0.059,0.0,0.5,0.5,0.25,0.25,0.25,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3007020-A-DET,Kingston Liniak,DET,22,A,80,57,0.238,0.06,0.122,0.162,0.496,0.208,0.149,0.288,0.209,0.0,0,4,0,0,3,0.311,0.422,0.267,0.311,0.422,0.267,2022-06-03,0.09352592739155732
sa3007023-A+-MIL,Alex Hall,MIL,23,A+,23,98,0.217,0.05,0.195,0.087,0.698,0.375,0.3,0.348,0.35,0.0,0,1,0,0,0,0.5,0.312,0.188,0.5,0.312,0.188,2022-06-03,0.11555452155923959
sa3007030-AA-SFG,Frankie Tostado,SFG,24,AA,181,143,0.215,0.196,0.195,0.055,0.894,0.39,0.327,0.37,0.524,0.149,7,10,1,2,2,0.364,0.419,0.217,0.364,0.419,0.217,2022-06-03,0.31459790273468013
sa3007031-A+-MIA,Davis Bradshaw,MIA,24,A+,134,121,0.134,0.085,0.098,0.075,0.766,0.35,0.305,0.376,0.39,0.04,1,3,2,4,5,0.248,0.584,0.168,0.248,0.584,0.168,2022-06-03,0.186491339939651
sa3007034-A+-NYY,Everson Pereira,NYY,21,A+,181,106,0.276,0.097,0.187,0.138,0.734,0.379,0.266,0.37,0.364,0.087,2,3,3,10,5,0.228,0.545,0.228,0.228,0.545,0.228,2022-06-03,0.1718891682534746
sa3007044-AAA-ATL,Greyson Jenista,ATL,25,AAA,139,107,0.331,0.2,0.172,0.122,0.78,0.333,0.242,0.338,0.442,0.375,6,6,0,0,2,0.216,0.486,0.297,0.216,0.486,0.297,2022-06-03,0.2715635677162559
sa3007047-AA-TBR,Grant Witherspoon,TBR,25,AA,152,139,0.204,0.204,0.108,0.079,0.921,0.392,0.328,0.388,0.533,0.143,5,9,2,10,3,0.337,0.529,0.135,0.337,0.529,0.135,2022-06-03,0.32814754462865103
sa3007050-A+-COL,Mateo Gil,COL,21,A+,1,-100,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3007053-AAA-TBR,Niko Hulsizer,TBR,25,AAA,33,73,0.424,0.143,0.207,0.152,0.624,0.308,0.179,0.303,0.321,0.25,1,1,0,2,1,0.286,0.429,0.286,0.286,0.429,0.286,2022-06-03,0.18600843243461265
sa3007053-AA-TBR,Niko Hulsizer,TBR,25,AA,36,94,0.444,0.212,0.199,0.083,0.76,0.4,0.242,0.306,0.455,0.5,2,1,0,2,0,0.25,0.5,0.25,0.25,0.5,0.25,2022-06-03,0.27231145950140245
sa3007054-AA-ATL,Andrew Moritz,ATL,25,AA,107,70,0.262,0.056,0.093,0.112,0.619,0.328,0.233,0.33,0.289,0.0,0,5,0,1,0,0.361,0.41,0.23,0.361,0.41,0.23,2022-06-03,0.10672811021251212
sa3007054-A+-ATL,Andrew Moritz,ATL,25,A+,27,156,0.074,0.062,0.042,0.333,0.831,0.267,0.25,0.519,0.312,0.0,0,1,0,1,1,0.357,0.286,0.357,0.357,0.286,0.357,2022-06-03,0.1397385261892194
sa3007065-A+-MIN,Willie Joe Garry Jr.,MIN,22,A+,118,96,0.339,0.186,0.115,0.153,0.69,0.304,0.186,0.319,0.371,0.037,1,7,4,6,3,0.491,0.455,0.055,0.491,0.455,0.055,2022-06-03,0.2481061372537781
sa3007068-A-CHW,Keegan Fish,CHW,22,A,17,108,0.235,0.0,0.068,0.235,0.643,0.333,0.231,0.412,0.231,0.0,0,0,0,1,0,0.444,0.556,0.0,0.444,0.556,0.0,2022-06-03,0.0
sa3007068-A+-CHW,Keegan Fish,CHW,22,A+,44,2,0.432,0.053,0.165,0.114,0.336,0.158,0.079,0.205,0.132,0.0,0,2,0,0,0,0.632,0.263,0.105,0.632,0.263,0.105,2022-06-03,0.06508690865986272
sa3007069-AA-BAL,Greg Cullen,BAL,25,AA,17,61,0.294,0.0,0.068,0.235,0.444,0.143,0.091,0.353,0.091,0.0,0,0,0,0,0,0.429,0.429,0.143,0.429,0.429,0.143,2022-06-03,0.0
sa3007069-AAA-BAL,Greg Cullen,BAL,25,AAA,18,10,0.333,0.188,0.083,0.056,0.417,0.0,0.062,0.167,0.25,0.2,1,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.188
sa3007070-AA-ATL,Justin Dean,ATL,25,AA,31,69,0.258,0.148,0.089,0.032,0.661,0.3,0.222,0.29,0.37,0.0,0,2,1,2,0,0.45,0.45,0.1,0.45,0.45,0.1,2022-06-03,0.22057248209220973
sa3007077-A+-ATL,Rusber Estrada,ATL,27,A+,12,14,0.167,0.0,0.146,0.167,0.35,0.125,0.1,0.25,0.1,0.0,0,0,0,0,0,0.571,0.286,0.143,0.571,0.286,0.143,2022-06-03,0.0
sa3007077-A-ATL,Rusber Estrada,ATL,27,A,51,158,0.255,0.2,0.134,0.196,0.906,0.385,0.275,0.431,0.475,0.1,1,5,0,0,1,0.37,0.37,0.259,0.37,0.37,0.259,2022-06-03,0.3046700764909056
sa3007078-AAA-TBR,Jordan Qsar,TBR,26,AAA,20,316,0.2,0.722,0.145,0.1,1.667,0.455,0.444,0.5,1.167,0.75,3,2,1,1,1,0.286,0.286,0.429,0.286,0.286,0.429,2022-06-03,0.8067981168578255
sa3007282-A+-LAD,Kekai Rios,LAD,25,A+,77,104,0.221,0.156,0.106,0.169,0.697,0.244,0.203,0.338,0.359,0.095,2,4,0,0,0,0.457,0.37,0.174,0.457,0.37,0.174,2022-06-03,0.22216310988106466
sa3007291-A-SFG,Abdiel Layer,SFG,23,A,126,100,0.341,0.231,0.162,0.103,0.777,0.323,0.231,0.315,0.463,0.179,5,8,1,3,2,0.418,0.388,0.194,0.418,0.388,0.194,2022-06-03,0.30071228613136125
sa3007298-A-PHI,Rixon Wingrove,PHI,22,A,31,21,0.419,0.037,0.221,0.097,0.374,0.214,0.111,0.226,0.148,0.0,0,1,0,0,0,0.273,0.455,0.273,0.273,0.455,0.273,2022-06-03,0.051036121607066616
sa3007299-A-SFG,Yorlis Rodriguez,SFG,22,A,158,84,0.272,0.148,0.196,0.051,0.7,0.333,0.255,0.297,0.403,0.077,4,8,1,1,0,0.515,0.317,0.168,0.515,0.317,0.168,2022-06-03,0.22584197889458374
sa3007301-AA-MIN,DaShawn Keirsey Jr.,MIN,25,AA,144,76,0.271,0.096,0.161,0.111,0.669,0.337,0.24,0.333,0.336,0.067,1,9,0,15,2,0.172,0.598,0.23,0.172,0.598,0.23,2022-06-03,0.16230805704732007
sa3007312-AA-LAD,James Outman,LAD,25,AA,218,141,0.303,0.279,0.118,0.133,0.967,0.387,0.29,0.399,0.568,0.293,12,13,1,5,2,0.353,0.336,0.31,0.353,0.336,0.31,2022-06-03,0.37589007226063953
sa3007326-A-TBR,Gionti Turner,TBR,21,A,95,45,0.347,0.012,0.177,0.084,0.466,0.294,0.181,0.274,0.193,0.0,0,1,0,4,1,0.489,0.362,0.149,0.489,0.362,0.149,2022-06-03,0.02462496179353835
sa3007331-A-TBR,Dawson Dimon,TBR,23,A,48,42,0.354,0.073,0.119,0.125,0.47,0.24,0.146,0.25,0.22,0.0,0,1,1,0,0,0.304,0.565,0.13,0.304,0.565,0.13,2022-06-03,0.10316681510953561
sa3007502-AA-PHI,Matt Kroon,PHI,25,AA,6,-34,0.5,0.0,0.241,0.167,0.167,0.0,0.0,0.167,0.0,0.0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa3007505-AAA-TBR,Ruben Cardenas,TBR,24,AAA,130,28,0.338,0.101,0.204,0.077,0.484,0.24,0.16,0.223,0.261,0.026,1,5,2,4,2,0.52,0.387,0.093,0.52,0.387,0.093,2022-06-03,0.138663191752684
sa3007510-AA-KCR,Tyler Cropley,KCR,26,AA,9,0,0.111,0.0,0.091,0.0,0.347,0.143,0.125,0.222,0.125,0.0,0,0,0,0,0,0.429,0.286,0.286,0.429,0.286,0.286,2022-06-03,0.0
sa3007511-AA-OAK,Max Schuemann,OAK,25,AA,208,128,0.236,0.12,0.116,0.125,0.861,0.415,0.313,0.427,0.434,0.073,3,7,2,15,3,0.342,0.425,0.233,0.342,0.425,0.233,2022-06-03,0.22260209508241194
sa3007512-AAA-PIT,Travis Swaggerty,PIT,24,AAA,145,107,0.29,0.133,0.139,0.11,0.76,0.386,0.273,0.354,0.406,0.12,3,4,2,5,2,0.291,0.477,0.233,0.291,0.477,0.233,2022-06-03,0.2161409458746219
sa3007513-A+-STL,Ramon Mendoza,STL,21,A+,7,-40,0.571,0.0,0.25,0.143,0.143,0.0,0.0,0.143,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3007515-AA-OAK,Devin Foyle,OAK,25,AA,121,91,0.174,0.115,0.09,0.116,0.721,0.296,0.25,0.355,0.365,0.065,2,6,0,0,0,0.373,0.41,0.217,0.373,0.41,0.217,2022-06-03,0.19858125242617336
sa3007516-AA-OAK,Jonah Bride,OAK,26,AA,87,147,0.126,0.288,0.033,0.126,1.005,0.317,0.315,0.402,0.603,0.19,4,9,0,0,0,0.328,0.469,0.203,0.328,0.469,0.203,2022-06-03,0.4178867487023085
sa3007519-AA-PHI,Logan O'Hoppe,PHI,22,AA,173,166,0.15,0.26,0.086,0.121,0.972,0.315,0.301,0.41,0.562,0.167,9,9,1,4,1,0.474,0.395,0.132,0.474,0.395,0.132,2022-06-03,0.37992881241269155
sa3007633-AA-PIT,Brendt Citta,PIT,25,AA,83,102,0.277,0.189,0.156,0.084,0.746,0.32,0.243,0.313,0.432,0.1,2,4,2,1,0,0.4,0.42,0.18,0.4,0.42,0.18,2022-06-03,0.26857408856956333
sa3007633-AAA-PIT,Brendt Citta,PIT,25,AAA,25,101,0.32,0.238,0.112,0.12,0.749,0.25,0.19,0.32,0.429,0.25,1,2,0,0,0,0.308,0.538,0.154,0.308,0.538,0.154,2022-06-03,0.29552913680414694
sa3007635-A+-DET,Jon Rosoff,DET,27,A+,15,83,0.067,0.133,0.138,0.0,0.667,0.286,0.267,0.267,0.4,0.0,0,2,0,0,0,0.429,0.429,0.143,0.429,0.429,0.143,2022-06-03,0.2508621856842986
sa3007639-A-TBR,Nick Schnell,TBR,22,A,12,205,0.167,0.2,0.176,0.167,1.1,0.5,0.4,0.5,0.6,0.0,0,2,0,1,2,0.25,0.5,0.25,0.25,0.5,0.25,2022-06-03,0.377190114680655
sa3007643-A+-BAL,Terrin Vavra,BAL,25,A+,11,78,0.091,0.222,0.027,0.091,0.717,0.222,0.222,0.273,0.444,0.0,0,2,0,0,0,0.333,0.556,0.111,0.333,0.556,0.111,2022-06-03,0.31844396385686946
sa3007643-AAA-BAL,Terrin Vavra,BAL,25,AAA,63,140,0.111,0.096,0.072,0.159,0.859,0.378,0.327,0.435,0.423,0.0,0,3,1,1,0,0.318,0.364,0.318,0.318,0.364,0.318,2022-06-03,0.22157530695948452
sa3007743-A+-COL,Grant Lavigne,COL,22,A+,176,142,0.227,0.155,0.139,0.148,0.828,0.368,0.284,0.389,0.439,0.088,3,10,2,2,2,0.327,0.481,0.192,0.327,0.481,0.192,2022-06-03,0.25587233055070585
sa3007745-AA-BOS,Brandon Howlett,BOS,22,AA,87,38,0.483,0.039,0.148,0.115,0.472,0.371,0.169,0.264,0.208,0.0,0,1,1,0,0,0.229,0.6,0.171,0.229,0.6,0.171,2022-06-03,0.059827694936176054
sa3007747-AA-NYY,Mickey Gasper,NYY,26,AA,57,137,0.246,0.106,0.053,0.14,0.825,0.406,0.298,0.421,0.404,0.062,1,2,0,0,1,0.5,0.25,0.25,0.5,0.25,0.25,2022-06-03,0.19849034956914471
sa3007822-AA-BOS,Elih Marrero,BOS,25,AA,104,65,0.308,0.057,0.109,0.144,0.561,0.304,0.193,0.311,0.25,0.0,0,5,0,7,2,0.255,0.582,0.164,0.255,0.582,0.164,2022-06-03,0.09713588127737788
sa3007823-AA-SDP,Connor Kaiser,SDP,25,AA,70,54,0.271,0.15,0.119,0.1,0.609,0.225,0.183,0.275,0.333,0.182,2,3,0,4,0,0.268,0.341,0.39,0.268,0.341,0.39,2022-06-03,0.20159571400220752
sa3007869-AA-BAL,Cody Roberts,BAL,26,AA,99,93,0.283,0.152,0.124,0.061,0.705,0.328,0.25,0.303,0.402,0.091,3,5,0,0,0,0.516,0.297,0.188,0.516,0.297,0.188,2022-06-03,0.22676553664335447
sa3007870-AA-SDP,Connor Hollis,SDP,27,AA,197,133,0.203,0.156,0.109,0.162,0.891,0.379,0.306,0.429,0.462,0.147,5,8,1,10,6,0.283,0.467,0.25,0.283,0.467,0.25,2022-06-03,0.26806223249176464
sa3007871-A+-CHC,Jake Slaughter,CHC,25,A+,84,120,0.262,0.178,0.14,0.119,0.77,0.312,0.247,0.345,0.425,0.125,3,4,0,8,0,0.471,0.373,0.157,0.471,0.373,0.157,2022-06-03,0.2575750027073427
sa3007875-A-NYY,Ryder Green,NYY,22,A,23,99,0.304,0.143,0.173,0.087,0.685,0.308,0.238,0.304,0.381,0.333,1,0,0,1,1,0.231,0.538,0.231,0.231,0.538,0.231,2022-06-03,0.20703180075364344
sa3007877-A+-PIT,Jack Herman,PIT,22,A+,113,80,0.31,0.108,0.152,0.088,0.653,0.328,0.235,0.31,0.343,0.107,3,2,0,0,1,0.418,0.403,0.179,0.418,0.403,0.179,2022-06-03,0.16786837674914654
sa3007976-AAA-CHC,Levi Jordan,CHC,26,AAA,20,119,0.1,0.333,0.06,0.1,0.856,0.143,0.222,0.3,0.556,1.0,2,0,0,1,0,0.133,0.6,0.267,0.133,0.6,0.267,2022-06-03,0.39625575342743447
sa3007976-AA-CHC,Levi Jordan,CHC,26,AA,101,185,0.109,0.318,0.092,0.119,1.116,0.348,0.353,0.446,0.671,0.222,6,7,1,1,2,0.365,0.432,0.203,0.365,0.432,0.203,2022-06-03,0.46704075247083365
sa3008003-AAA-HOU,Alex McKenna,HOU,24,AAA,177,59,0.328,0.082,0.128,0.09,0.609,0.337,0.222,0.305,0.304,0.08,2,7,0,4,3,0.25,0.53,0.22,0.25,0.53,0.22,2022-06-03,0.1330900686499499
sa3008006-A-MIL,Arbert Cipion,MIL,22,A,151,144,0.205,0.185,0.146,0.113,0.868,0.358,0.292,0.391,0.477,0.129,4,6,3,9,4,0.33,0.426,0.245,0.33,0.426,0.245,2022-06-03,0.29495901630064053
sa3008007-A+-WSN,Onix Vega,WSN,23,A+,82,140,0.122,0.108,0.049,0.183,0.839,0.333,0.292,0.439,0.4,0.053,1,4,0,1,1,0.345,0.473,0.182,0.345,0.473,0.182,2022-06-03,0.217393401852211
sa3008032-A+-LAA,Jordyn Adams,LAA,22,A+,158,103,0.184,0.073,0.079,0.082,0.68,0.327,0.263,0.344,0.336,0.0,0,6,2,11,1,0.262,0.563,0.175,0.262,0.563,0.175,2022-06-03,0.14749757386766096
sa3008051-AA-NYY,Josh Breaux,NYY,24,AA,129,108,0.287,0.284,0.206,0.093,0.778,0.214,0.207,0.287,0.491,0.214,9,6,0,0,0,0.538,0.385,0.077,0.538,0.385,0.077,2022-06-03,0.3398846628329442
sa3008079-AA-NYM,Carlos Cortes,NYM,25,AA,34,125,0.324,0.2,0.12,0.118,0.82,0.389,0.267,0.353,0.467,0.091,1,3,0,0,0,0.579,0.263,0.158,0.579,0.263,0.158,2022-06-03,0.28602322559047294
sa3008107-AA-HOU,Cesar Salazar,HOU,26,AA,93,84,0.226,0.169,0.125,0.043,0.758,0.317,0.277,0.312,0.446,0.111,3,5,0,1,0,0.409,0.303,0.288,0.409,0.303,0.288,2022-06-03,0.25756085312369265
sa3008107-AAA-HOU,Cesar Salazar,HOU,26,AAA,34,37,0.206,0.0,0.11,0.088,0.501,0.261,0.207,0.294,0.207,0.0,0,0,0,0,0,0.435,0.391,0.174,0.435,0.391,0.174,2022-06-03,0.0
sa3008113-AA-STL,Malcom Nunez,STL,21,AA,164,89,0.177,0.167,0.103,0.189,0.717,0.214,0.197,0.354,0.364,0.179,5,7,0,1,1,0.272,0.505,0.223,0.272,0.505,0.223,2022-06-03,0.23397202584980875
sa3008144-A-TEX,Xavier Valentin,TEX,21,A,3,-100,0.667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2022-06-03,0.0
sa3008180-A-PIT,Grant Koch,PIT,25,A,11,68,0.091,0.1,0.026,0.091,0.573,0.222,0.2,0.273,0.3,0.0,0,1,0,0,0,0.333,0.444,0.222,0.333,0.444,0.222,2022-06-03,0.17366060417301996
sa3008183-AA-COL,Jimmy Herron,COL,25,AA,124,136,0.169,0.232,0.098,0.153,0.847,0.236,0.232,0.382,0.465,0.162,6,5,0,3,1,0.493,0.307,0.2,0.493,0.307,0.2,2022-06-03,0.315148217579251
sa3008184-A-CHC,Cole Roederer,CHC,22,A,20,214,0.1,0.133,0.059,0.2,1.15,0.5,0.467,0.55,0.6,0.0,0,2,0,2,0,0.286,0.286,0.429,0.286,0.286,0.429,2022-06-03,0.33121788529942686
sa3008184-AA-CHC,Cole Roederer,CHC,22,AA,9,-28,0.222,0.125,0.154,0.0,0.361,0.143,0.125,0.111,0.25,0.0,0,1,0,0,0,0.714,0.286,0.0,0.714,0.286,0.0,2022-06-03,0.15912131052468304
sa3008239-AA-COL,Ezequiel Tovar,COL,20,AA,202,166,0.218,0.258,0.145,0.099,0.98,0.379,0.32,0.401,0.579,0.208,10,10,3,16,1,0.366,0.397,0.237,0.366,0.397,0.237,2022-06-03,0.37778933607243165
sa3008246-A+-TBR,Beau Brundage,TBR,25,A+,111,71,0.306,0.173,0.147,0.045,0.655,0.294,0.221,0.261,0.394,0.167,3,5,2,3,1,0.257,0.543,0.2,0.257,0.543,0.2,2022-06-03,0.23786934868541978
sa3008247-AA-CLE,Bo Naylor,CLE,22,AA,156,138,0.205,0.167,0.069,0.205,0.842,0.322,0.258,0.417,0.425,0.079,3,7,2,9,1,0.422,0.4,0.178,0.422,0.4,0.178,2022-06-03,0.26241874221622113
sa3008249-A+-CLE,Korey Holland,CLE,22,A+,89,26,0.404,0.107,0.18,0.045,0.455,0.255,0.155,0.193,0.262,0.056,1,4,1,1,0,0.4,0.4,0.2,0.4,0.4,0.2,2022-06-03,0.14011460734967984
sa3008250-A+-MIN,Charles Mack,MIN,22,A+,77,74,0.325,0.13,0.178,0.104,0.619,0.302,0.203,0.286,0.333,0.059,1,6,0,0,1,0.405,0.429,0.167,0.405,0.429,0.167,2022-06-03,0.18647780226263821
sa3008251-AA-TEX,Jax Biggers,TEX,25,AA,7,81,0.143,0.0,0.077,0.429,0.429,0.0,0.0,0.429,0.0,0.0,0,0,0,0,0,0.333,0.667,0.0,0.333,0.667,0.0,2022-06-03,0.0
sa3008279-A+-CHC,Caleb Knight,CHC,26,A+,53,120,0.17,0.098,0.112,0.113,0.713,0.258,0.22,0.396,0.317,0.062,1,1,0,0,2,0.516,0.355,0.129,0.516,0.355,0.129,2022-06-03,0.16575608262820898
sa3008280-AAA-MIN,Michael Helman,MIN,26,AAA,15,41,0.2,0.077,0.1,0.133,0.497,0.2,0.154,0.267,0.231,0.0,0,1,0,0,0,0.556,0.333,0.111,0.556,0.333,0.111,2022-06-03,0.11828897860037918
sa3008280-AA-MIN,Michael Helman,MIN,26,AA,166,113,0.193,0.194,0.084,0.127,0.84,0.318,0.278,0.367,0.472,0.154,6,6,2,10,0,0.348,0.42,0.232,0.348,0.42,0.232,2022-06-03,0.2956667903515342
sa3008294-AAA-MIL,Brice Turang,MIL,22,AAA,209,90,0.22,0.104,0.079,0.072,0.706,0.345,0.276,0.325,0.38,0.094,3,9,1,7,1,0.224,0.552,0.224,0.224,0.552,0.224,2022-06-03,0.18675898418022213
sa3008306-AAA-TEX,Steele Walker,TEX,25,AAA,81,136,0.111,0.2,0.087,0.099,0.922,0.328,0.314,0.407,0.514,0.13,3,5,0,2,3,0.39,0.339,0.271,0.39,0.339,0.271,2022-06-03,0.33379276048214085
sa3008341-A+-CHC,Edmond Americaan,CHC,25,A+,29,48,0.414,0.071,0.132,0.034,0.527,0.375,0.214,0.241,0.286,0.0,0,2,0,2,0,0.125,0.688,0.188,0.125,0.688,0.188,2022-06-03,0.1104787008085638
sa3008365-A+-TBR,Ronny Simon,TBR,22,A+,133,124,0.256,0.23,0.163,0.053,0.858,0.357,0.295,0.333,0.525,0.24,6,4,3,16,2,0.281,0.506,0.213,0.281,0.506,0.213,2022-06-03,0.32943340594908266
sa3008378-A-PHI,Albert Jerez,PHI,21,A,10,39,0.4,0.111,0.184,0.0,0.533,0.333,0.222,0.2,0.333,0.0,0,1,0,0,0,0.333,0.5,0.167,0.333,0.5,0.167,2022-06-03,0.15655145100063356
sa3008391-AA-OAK,JJ Schwarz,OAK,26,AA,32,109,0.156,0.148,0.101,0.125,0.819,0.318,0.296,0.375,0.444,0.125,1,1,0,0,0,0.348,0.435,0.217,0.348,0.435,0.217,2022-06-03,0.25266732813105425
sa3008391-AAA-OAK,JJ Schwarz,OAK,26,AAA,34,55,0.324,0.103,0.124,0.118,0.604,0.278,0.207,0.294,0.31,0.1,1,0,0,0,0,0.526,0.211,0.263,0.526,0.211,0.263,2022-06-03,0.14968318007159237
sa3008427-A+-NYY,Charlie Ruegger,NYY,24,A+,1,-100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3008469-A-CHC,Juan Mora,CHC,22,A,113,138,0.177,0.184,0.087,0.08,0.855,0.342,0.296,0.375,0.48,0.15,3,7,1,1,0,0.278,0.528,0.194,0.278,0.528,0.194,2022-06-03,0.29742144845110213
sa3008602-AA-MIA,Victor Victor Mesa,MIA,25,AA,142,32,0.155,0.04,0.095,0.056,0.487,0.216,0.185,0.261,0.226,0.03,1,2,0,12,1,0.337,0.49,0.173,0.337,0.49,0.173,2022-06-03,0.07625486422684377
sa3008740-A-NYM,Cesar Berbesi,NYM,22,A,25,114,0.2,0.222,0.127,0.28,0.693,0.083,0.111,0.36,0.333,0.2,1,1,0,2,0,0.385,0.538,0.077,0.385,0.538,0.077,2022-06-03,0.24786826330576658
sa3008742-A-LAD,Diego Cartaya,LAD,20,A,163,149,0.27,0.29,0.154,0.141,0.955,0.321,0.26,0.405,0.55,0.231,9,9,1,0,0,0.459,0.306,0.235,0.459,0.306,0.235,2022-06-03,0.378534167443989
sa3008745-A+-SEA,Noelvi Marte,SEA,20,A+,201,112,0.234,0.126,0.108,0.109,0.717,0.315,0.247,0.343,0.374,0.091,4,10,0,5,2,0.361,0.41,0.23,0.361,0.41,0.23,2022-06-03,0.20340958802687467
sa3008746-A-NYY,Antonio Gomez,NYY,20,A,108,77,0.296,0.095,0.148,0.111,0.591,0.279,0.2,0.296,0.295,0.111,2,1,1,1,2,0.295,0.607,0.098,0.295,0.607,0.098,2022-06-03,0.14433262537764527
sa3008747-A-DET,Jose De La Cruz,DET,20,A,113,114,0.354,0.217,0.195,0.044,0.754,0.333,0.245,0.292,0.462,0.3,6,3,1,1,3,0.312,0.453,0.234,0.312,0.453,0.234,2022-06-03,0.28505278443982046
sa3008754-A+-TBR,Alejandro Pie,TBR,20,A+,15,-18,0.4,0.067,0.353,0.0,0.333,0.222,0.133,0.133,0.2,0.0,0,1,0,1,0,0.125,0.75,0.125,0.125,0.75,0.125,2022-06-03,0.08952218932655692
sa3008759-A-COL,Juan Guerrero,COL,20,A,167,106,0.162,0.163,0.134,0.078,0.779,0.299,0.272,0.343,0.435,0.1,5,7,1,5,3,0.427,0.427,0.145,0.427,0.427,0.145,2022-06-03,0.2621789367356045
sa3008761-A-COL,Warming Bernabel,COL,20,A,190,136,0.137,0.176,0.121,0.1,0.892,0.35,0.321,0.395,0.497,0.089,5,14,0,11,4,0.403,0.432,0.165,0.403,0.432,0.165,2022-06-03,0.30506241968302367
sa3008765-A+-TEX,Luisangel Acuna,TEX,20,A+,72,171,0.278,0.322,0.113,0.181,1.027,0.353,0.288,0.417,0.61,0.714,5,4,0,8,1,0.194,0.667,0.139,0.194,0.667,0.139,2022-06-03,0.4175859114986914
sa3008771-A+-HOU,Cristian Gonzalez,HOU,20,A+,179,44,0.33,0.085,0.185,0.073,0.53,0.286,0.194,0.251,0.279,0.059,2,6,1,0,0,0.321,0.5,0.179,0.321,0.5,0.179,2022-06-03,0.12799204578778703
sa3008782-A-WSN,Yoander Rivero,WSN,20,A,102,94,0.245,0.049,0.079,0.176,0.631,0.31,0.22,0.363,0.268,0.0,0,2,1,1,1,0.228,0.561,0.211,0.228,0.561,0.211,2022-06-03,0.09570714872169521
sa3008787-A-SEA,Jonatan Clase,SEA,20,A,172,90,0.302,0.137,0.171,0.093,0.705,0.347,0.242,0.326,0.379,0.075,3,6,3,18,3,0.417,0.375,0.208,0.417,0.375,0.208,2022-06-03,0.2090903256359145
sa3008790-A-LAA,Darwin Moreno,LAA,20,A,11,-63,0.636,0.0,0.304,0.091,0.1,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa3008792-AA-ARI,Dairon Cuevas,ARI,20,AA,10,9,0.4,0.0,0.258,0.0,0.444,0.4,0.222,0.222,0.222,0.0,0,0,0,1,0,0.2,0.8,0.0,0.2,0.8,0.0,2022-06-03,0.0
sa3008807-A-BAL,Elio Prado,BAL,20,A,37,129,0.216,0.0,0.084,0.108,0.755,0.435,0.323,0.432,0.323,0.0,0,0,0,1,0,0.304,0.478,0.217,0.304,0.478,0.217,2022-06-03,0.0
sa3008808-A-BAL,Noelberth Romero,BAL,20,A,137,105,0.168,0.168,0.126,0.073,0.738,0.283,0.256,0.314,0.424,0.093,4,7,1,6,2,0.434,0.414,0.152,0.434,0.414,0.152,2022-06-03,0.2607360503874194
sa3008824-A-COL,Aiverson Rodriguez,COL,20,A,68,106,0.206,0.237,0.119,0.118,0.798,0.273,0.237,0.324,0.475,0.1,2,6,1,0,0,0.455,0.432,0.114,0.455,0.432,0.114,2022-06-03,0.324445910323953
sa3008834-A-KCR,Wilmin Candelario,KCR,20,A,89,69,0.393,0.066,0.21,0.135,0.553,0.341,0.184,0.303,0.25,0.0,0,3,1,10,2,0.282,0.487,0.231,0.282,0.487,0.231,2022-06-03,0.10285304603362
