idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
sa3015117-A-PHI,Yhoswar Garcia,PHI,20,A,146,82,0.24,0.103,0.141,0.096,0.613,0.275,0.206,0.303,0.31,0.038,1,4,3,29,6,0.299,0.529,0.172,0.299,0.529,0.172,2022-06-03,0.16305757152305264
sa3015127-A-TEX,Alejandro Osuna,TEX,19,A,167,159,0.156,0.187,0.095,0.138,0.925,0.352,0.317,0.422,0.504,0.15,6,6,1,14,8,0.37,0.407,0.222,0.37,0.407,0.222,2022-06-03,0.3117335488754283
sa3015137-AA-CHW,Yoelqui Cespedes,CHW,24,AA,165,94,0.273,0.215,0.195,0.018,0.772,0.321,0.266,0.291,0.481,0.19,8,10,0,5,3,0.368,0.474,0.158,0.368,0.474,0.158,2022-06-03,0.29856948152619156
sa3015173-A-BAL,Roberto Martinez,BAL,19,A,12,170,0.167,0.333,0.163,0.083,0.972,0.167,0.222,0.417,0.556,1.0,1,0,0,0,1,0.167,0.667,0.167,0.167,0.667,0.167,2022-06-03,0.39450633969740156
sa3015176-A-CIN,Yerlin Confidan,CIN,19,A,57,134,0.263,0.16,0.125,0.123,0.808,0.382,0.28,0.368,0.44,0.125,1,3,1,1,1,0.242,0.576,0.182,0.242,0.576,0.182,2022-06-03,0.25523413867738937
sa873984-AAA-ARI,C.J. Chatham,ARI,27,AAA,12,-23,0.25,0.0,0.2,0.0,0.333,0.222,0.167,0.167,0.167,0.0,0,0,0,0,0,0.222,0.556,0.222,0.222,0.556,0.222,2022-06-03,0.0
sa3015178-A-CHW,Wilfred Veras,CHW,19,A,175,108,0.28,0.131,0.207,0.086,0.742,0.359,0.268,0.343,0.399,0.129,4,6,1,2,0,0.292,0.481,0.226,0.292,0.481,0.226,2022-06-03,0.20977089702416335
sa3015187-A-NYM,Junior Tilien,NYM,19,A,62,146,0.21,0.339,0.183,0.048,0.884,0.225,0.254,0.29,0.593,0.333,6,2,0,0,0,0.391,0.457,0.152,0.391,0.457,0.152,2022-06-03,0.41266196444614095
sa3015193-A-STL,Jeremy Rivas,STL,19,A,182,89,0.209,0.043,0.146,0.066,0.643,0.349,0.274,0.326,0.317,0.0,0,7,0,5,2,0.238,0.516,0.246,0.238,0.516,0.246,2022-06-03,0.09994110800339931
sa3015196-A-TOR,Victor Mesia,TOR,19,A,50,-42,0.34,0.0,0.214,0.06,0.184,0.1,0.064,0.12,0.064,0.0,0,0,0,0,0,0.259,0.704,0.037,0.259,0.704,0.037,2022-06-03,0.0
sa3015199-A-MIN,Kala'i Rosario,MIN,19,A,146,83,0.37,0.174,0.197,0.055,0.638,0.293,0.197,0.267,0.371,0.154,4,7,2,4,0,0.351,0.459,0.189,0.351,0.459,0.189,2022-06-03,0.226920547655999
sa3015293-A-BOS,Miguel Ugueto,BOS,19,A,97,105,0.175,0.1,0.087,0.041,0.741,0.368,0.311,0.33,0.411,0.0,0,7,1,3,1,0.329,0.438,0.233,0.329,0.438,0.233,2022-06-03,0.20090131605670847
sa3015296-A-TOR,Adriel Sotolongo,TOR,24,A,137,91,0.285,0.129,0.178,0.088,0.654,0.305,0.226,0.299,0.355,0.125,3,7,0,0,0,0.316,0.395,0.289,0.316,0.395,0.289,2022-06-03,0.193522270024821
sa3015337-A-BOS,Jose Garcia,BOS,24,A,50,87,0.24,0.093,0.155,0.1,0.646,0.29,0.233,0.32,0.326,0.067,1,1,0,0,0,0.484,0.258,0.258,0.484,0.258,0.258,2022-06-03,0.15382398913209858
sa3015354-A-BAL,Brayan Hernandez,BAL,20,A,74,-5,0.365,0.082,0.245,0.014,0.341,0.178,0.123,0.135,0.205,0.077,1,3,0,0,0,0.295,0.591,0.114,0.295,0.591,0.114,2022-06-03,0.10441775947506986
sa3015376-A-PIT,Tsung-Che Cheng,PIT,20,A,156,109,0.237,0.15,0.108,0.096,0.734,0.333,0.257,0.327,0.407,0.091,2,9,3,9,1,0.234,0.511,0.255,0.234,0.511,0.255,2022-06-03,0.2369178403374509
sa3015407-A-MIL,Jeferson Quero,MIL,19,A,160,87,0.219,0.125,0.135,0.088,0.661,0.294,0.236,0.3,0.361,0.057,2,10,1,3,0,0.347,0.455,0.198,0.347,0.455,0.198,2022-06-03,0.1998492586520503
sa3015542-A-TOR,Adrian Pinto,TOR,19,A,127,114,0.189,0.095,0.097,0.11,0.711,0.312,0.248,0.368,0.343,0.036,1,3,2,14,7,0.359,0.436,0.205,0.359,0.436,0.205,2022-06-03,0.17320698365218357
sa3015601-A+-SEA,Axel Sanchez,SEA,19,A+,25,50,0.28,0.04,0.169,0.0,0.52,0.333,0.24,0.24,0.28,0.0,0,1,0,0,0,0.176,0.471,0.353,0.176,0.471,0.353,2022-06-03,0.08038632187916042
sa3015673-A-NYM,Kevin Villavicencio,NYM,18,A,84,62,0.298,0.108,0.224,0.012,0.575,0.316,0.229,0.238,0.337,0.059,1,6,0,1,2,0.315,0.426,0.259,0.315,0.426,0.259,2022-06-03,0.16770185918684558
sa3015688-A-PHI,Felix Reyes,PHI,21,A,54,54,0.333,0.122,0.262,0.093,0.526,0.233,0.163,0.241,0.286,0.125,1,1,1,1,1,0.381,0.476,0.143,0.381,0.476,0.143,2022-06-03,0.16253745298013494
sa3015802-A+-MIL,Jadher Areinamo,MIL,18,A+,23,-44,0.348,0.043,0.118,0.0,0.217,0.133,0.087,0.087,0.13,0.0,0,1,0,0,0,0.467,0.4,0.133,0.467,0.4,0.133,2022-06-03,0.054768192203820884
sa3016076-A-BAL,Luis Valdez,BAL,22,A,181,81,0.21,0.075,0.118,0.099,0.615,0.283,0.225,0.315,0.3,0.077,2,2,2,24,4,0.222,0.624,0.154,0.222,0.624,0.154,2022-06-03,0.1336377074151308
sa3016786-A+-DET,Mike Rothenberg,DET,23,A+,52,46,0.346,0.102,0.187,0.058,0.516,0.267,0.184,0.231,0.286,0.091,1,2,0,0,0,0.355,0.548,0.097,0.355,0.548,0.097,2022-06-03,0.14338749847797833
sa3016805-A+-TBR,Tanner Murray,TBR,22,A+,154,79,0.201,0.126,0.135,0.032,0.67,0.297,0.252,0.292,0.378,0.103,3,7,1,4,3,0.261,0.523,0.216,0.261,0.523,0.216,2022-06-03,0.20615786058861782
sa3016806-A+-SEA,Colin Davis,SEA,23,A+,11,178,0.364,0.1,0.037,0.091,0.955,0.667,0.4,0.455,0.5,0.0,0,1,0,2,0,0.333,0.167,0.5,0.333,0.167,0.5,2022-06-03,0.20772999172223924
sa3016806-A-SEA,Colin Davis,SEA,23,A,108,84,0.25,0.096,0.115,0.12,0.663,0.318,0.234,0.333,0.33,0.033,1,6,0,5,1,0.484,0.419,0.097,0.484,0.419,0.097,2022-06-03,0.1623668186874176
sa3016823-A-CIN,Blake Dunn,CIN,23,A,66,144,0.258,0.208,0.089,0.152,0.837,0.324,0.245,0.385,0.453,0.182,2,3,1,10,0,0.314,0.429,0.257,0.314,0.429,0.257,2022-06-03,0.29546213984653896
sa3016852-AAA-SFG,Max Wright,SFG,24,AAA,1,454,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2022-06-03,0.0
sa3016852-A-SFG,Max Wright,SFG,24,A,80,78,0.312,0.05,0.114,0.2,0.562,0.257,0.15,0.362,0.2,0.0,0,3,0,0,0,0.457,0.429,0.114,0.457,0.429,0.114,2022-06-03,0.08028005949035924
sa3016854-A+-MIA,Tanner Allen,MIA,24,A+,142,88,0.162,0.145,0.114,0.056,0.67,0.271,0.237,0.289,0.382,0.043,2,9,2,2,0,0.435,0.398,0.167,0.435,0.398,0.167,2022-06-03,0.2307978059322617
sa3016857-A+-LAA,Steven Rivas,LAA,23,A+,111,70,0.414,0.124,0.237,0.054,0.586,0.351,0.21,0.252,0.333,0.154,2,7,0,3,1,0.236,0.509,0.255,0.236,0.509,0.255,2022-06-03,0.17221540848891173
sa3016858-A+-SEA,Charlie Welch,SEA,22,A+,98,154,0.296,0.299,0.092,0.204,0.884,0.238,0.208,0.378,0.506,0.24,6,3,1,0,0,0.532,0.213,0.255,0.532,0.213,0.255,2022-06-03,0.3599649555947888
sa3016859-A+-SEA,James Parker,SEA,22,A+,136,83,0.294,0.138,0.163,0.088,0.621,0.275,0.203,0.279,0.341,0.1,3,8,0,4,0,0.385,0.333,0.282,0.385,0.333,0.282,2022-06-03,0.19566307218462733
sa3016860-A+-SEA,Cole Barr,SEA,24,A+,98,122,0.327,0.171,0.123,0.163,0.736,0.286,0.197,0.367,0.368,0.231,3,2,1,6,0,0.295,0.455,0.25,0.295,0.455,0.25,2022-06-03,0.2298213966894503
sa3016862-A-LAA,Myles Emmerson,LAA,24,A,110,131,0.164,0.121,0.087,0.091,0.855,0.392,0.333,0.4,0.455,0.118,2,6,0,1,1,0.224,0.618,0.158,0.224,0.618,0.158,2022-06-03,0.24143740260357194
sa3016869-A+-BOS,Tyler McDonough,BOS,23,A+,201,108,0.274,0.172,0.143,0.104,0.761,0.327,0.247,0.342,0.42,0.143,6,8,2,10,3,0.353,0.462,0.185,0.353,0.462,0.185,2022-06-03,0.25183643884406975
sa3016870-A-SDP,James Wood,SDP,19,A,65,171,0.169,0.26,0.066,0.215,1.022,0.333,0.3,0.462,0.56,0.214,3,4,0,4,3,0.359,0.513,0.128,0.359,0.513,0.128,2022-06-03,0.3804043122930823
sa3016873-A-LAA,Carson Matthews,LAA,22,A,81,76,0.333,0.119,0.132,0.136,0.619,0.263,0.179,0.321,0.299,0.105,2,2,0,2,2,0.487,0.359,0.154,0.487,0.359,0.154,2022-06-03,0.1646436188001459
sa3016926-A-TEX,Abimelec Ortiz,TEX,20,A,117,62,0.368,0.104,0.166,0.068,0.557,0.283,0.189,0.265,0.292,0.12,3,2,0,3,0,0.403,0.387,0.21,0.403,0.387,0.21,2022-06-03,0.14535613542813045
sa3016927-A-STL,Osvaldo Tovalin,STL,22,A,194,125,0.155,0.126,0.128,0.082,0.78,0.338,0.293,0.361,0.42,0.079,3,9,2,0,0,0.266,0.469,0.266,0.266,0.469,0.266,2022-06-03,0.2323114761067819
sa3016950-AAA-SEA,Ben Ramirez,SEA,23,AAA,22,91,0.364,0.136,0.167,0.0,0.773,0.462,0.318,0.318,0.455,0.5,1,0,0,0,0,0.143,0.571,0.286,0.143,0.571,0.286,2022-06-03,0.21625784782894691
sa3016951-A+-ARI,Ryan Bliss,ARI,22,A+,175,37,0.309,0.053,0.167,0.109,0.435,0.204,0.14,0.241,0.193,0.025,1,3,1,7,7,0.412,0.454,0.134,0.412,0.454,0.134,2022-06-03,0.07734898516493369
sa3016952-A-ARI,Channy Ortiz,ARI,23,A,66,48,0.318,0.111,0.156,0.106,0.513,0.206,0.13,0.273,0.241,0.0,0,4,1,1,1,0.394,0.424,0.182,0.394,0.424,0.182,2022-06-03,0.14665696413651333
sa3016952-AAA-ARI,Channy Ortiz,ARI,23,AAA,12,-71,0.167,0.0,0.051,0.0,0.167,0.1,0.083,0.083,0.083,0.0,0,0,0,0,0,0.4,0.3,0.3,0.4,0.3,0.3,2022-06-03,0.0
sa3016954-A+-ARI,Shane Muntz,ARI,23,A+,16,-5,0.188,0.0,0.109,0.062,0.264,0.091,0.077,0.188,0.077,0.0,0,0,0,1,0,0.364,0.545,0.091,0.364,0.545,0.091,2022-06-03,0.0
sa3016956-A-DET,Chris Meyers,DET,23,A,66,162,0.106,0.281,0.089,0.136,0.94,0.277,0.281,0.379,0.561,0.188,3,3,2,3,0,0.348,0.478,0.174,0.348,0.478,0.174,2022-06-03,0.4007508313904759
sa3016956-A+-DET,Chris Meyers,DET,23,A+,80,114,0.3,0.153,0.162,0.088,0.754,0.37,0.264,0.338,0.417,0.222,2,3,1,0,1,0.196,0.543,0.261,0.196,0.543,0.261,2022-06-03,0.23395293596979486
sa3016958-A-DET,Austin Schultz,DET,22,A,46,21,0.283,0.025,0.155,0.065,0.397,0.214,0.15,0.222,0.175,0.0,0,1,0,3,0,0.25,0.607,0.143,0.25,0.607,0.143,2022-06-03,0.04255798330647576
sa3016959-A+-ARI,Caleb Roberts,ARI,22,A+,166,103,0.271,0.097,0.123,0.175,0.654,0.287,0.201,0.355,0.299,0.071,2,7,0,6,2,0.322,0.483,0.195,0.322,0.483,0.195,2022-06-03,0.15264154189282195
sa3016961-A+-SDP,Corey Rosier,SDP,22,A+,199,110,0.186,0.112,0.089,0.171,0.704,0.273,0.224,0.369,0.335,0.077,3,3,3,18,4,0.32,0.525,0.156,0.32,0.525,0.156,2022-06-03,0.18484400545322652
sa3016962-A+-LAA,Christian Molfetta,LAA,25,A+,58,23,0.31,0.059,0.134,0.052,0.387,0.156,0.118,0.211,0.176,0.059,1,0,0,0,1,0.567,0.4,0.033,0.567,0.4,0.033,2022-06-03,0.0782373488374133
sa3016963-A-ARI,Jacen Roberson,ARI,22,A,125,91,0.336,0.162,0.092,0.192,0.698,0.273,0.192,0.344,0.354,0.267,4,4,0,2,2,0.268,0.518,0.214,0.268,0.518,0.214,2022-06-03,0.2154077767449935
sa3016964-A-NYY,Grant Richardson,NYY,22,A,122,85,0.393,0.087,0.191,0.115,0.611,0.364,0.204,0.32,0.291,0.05,1,4,1,4,0,0.364,0.309,0.327,0.364,0.309,0.327,2022-06-03,0.13280419661938134
sa3016967-A+-DET,Austin Murr,DET,23,A+,167,72,0.162,0.082,0.064,0.12,0.587,0.25,0.205,0.299,0.288,0.0,0,12,0,4,0,0.314,0.492,0.195,0.314,0.492,0.195,2022-06-03,0.143706927543641
sa3016968-A-NYY,Kyle Battle,NYY,24,A,30,153,0.2,0.222,0.118,0.067,0.885,0.35,0.296,0.367,0.519,0.1,1,3,0,3,0,0.476,0.286,0.238,0.476,0.286,0.238,2022-06-03,0.33549635808193823
sa3016970-A+-ARI,Tim Tawa,ARI,23,A+,179,142,0.151,0.17,0.094,0.128,0.831,0.306,0.281,0.38,0.451,0.13,6,6,1,5,3,0.365,0.5,0.135,0.365,0.5,0.135,2022-06-03,0.2763117542366658
sa3016973-A+-NYY,Trey Sweeney,NYY,22,A+,148,73,0.291,0.167,0.114,0.074,0.641,0.247,0.197,0.277,0.364,0.125,5,5,1,6,3,0.46,0.391,0.149,0.46,0.391,0.149,2022-06-03,0.2228211774371841
sa3016975-A+-DET,Ben Malgeri,DET,22,A+,157,125,0.293,0.116,0.097,0.115,0.761,0.383,0.256,0.389,0.372,0.118,2,7,1,2,1,0.207,0.561,0.232,0.207,0.561,0.232,2022-06-03,0.19339766473153971
sa3016976-A-NYY,Benjamin Cowles,NYY,22,A,102,110,0.402,0.189,0.215,0.078,0.725,0.356,0.222,0.314,0.411,0.308,4,3,1,3,1,0.265,0.469,0.265,0.265,0.469,0.265,2022-06-03,0.24891691581543432
sa3016977-A-STL,Aaron McKeithan,STL,22,A,73,99,0.233,0.049,0.108,0.123,0.651,0.318,0.246,0.356,0.295,0.077,1,0,0,0,0,0.295,0.455,0.25,0.295,0.455,0.25,2022-06-03,0.09914875367944921
sa3017000-A-STL,Wade Stauss,STL,23,A,98,77,0.418,0.025,0.2,0.102,0.549,0.395,0.19,0.333,0.215,0.0,0,2,0,0,0,0.474,0.395,0.132,0.474,0.395,0.132,2022-06-03,0.04734726060177095
sa3017016-A+-BAL,Jacob Teter,BAL,23,A+,134,112,0.291,0.181,0.092,0.104,0.792,0.355,0.267,0.343,0.448,0.222,4,9,0,1,0,0.225,0.512,0.262,0.225,0.512,0.262,2022-06-03,0.2650524991864857
sa3017017-A-CIN,Jack Rogers,CIN,23,A,28,138,0.5,0.2,0.19,0.107,0.837,0.636,0.28,0.357,0.48,0.0,0,3,1,0,1,0.273,0.364,0.364,0.273,0.364,0.364,2022-06-03,0.27726182609275357
sa3017018-A+-BAL,Colton Cowser,BAL,22,A+,192,116,0.307,0.132,0.093,0.188,0.759,0.37,0.237,0.391,0.368,0.087,2,10,2,13,1,0.25,0.533,0.217,0.25,0.533,0.217,2022-06-03,0.2070170038384318
sa3017021-A+-BAL,Billy Cook,BAL,23,A+,151,81,0.338,0.183,0.177,0.119,0.67,0.26,0.183,0.305,0.365,0.111,4,5,3,12,3,0.468,0.377,0.156,0.468,0.377,0.156,2022-06-03,0.23563465608052142
sa3017022-A-STL,Joshua Baez,STL,19,A,1,-100,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3017040-A+-HOU,Chad Stevens,HOU,23,A+,148,128,0.311,0.221,0.153,0.054,0.859,0.386,0.294,0.345,0.515,0.235,8,6,0,5,2,0.382,0.416,0.202,0.382,0.416,0.202,2022-06-03,0.3119358039640707
sa3017041-A+-CHW,Adam Hackenberg,CHW,22,A+,144,110,0.215,0.18,0.141,0.083,0.781,0.304,0.266,0.336,0.445,0.194,6,5,0,1,0,0.323,0.469,0.208,0.323,0.469,0.208,2022-06-03,0.26914603471211107
sa3017042-AA-PIT,Henry Davis,PIT,22,AA,8,235,0.0,0.6,0.091,0.125,1.3,0.0,0.2,0.5,0.8,1.0,1,0,0,0,0,0.2,0.6,0.2,0.2,0.6,0.2,2022-06-03,0.6
sa3017043-A+-CIN,Michael Trautwein,CIN,22,A+,19,-2,0.421,0.0,0.19,0.158,0.273,0.125,0.062,0.211,0.062,0.0,0,0,0,0,0,0.375,0.625,0.0,0.375,0.625,0.0,2022-06-03,0.0
sa3017045-A+-MIL,Wes Clarke,MIL,22,A+,160,116,0.2,0.174,0.126,0.219,0.732,0.207,0.19,0.369,0.364,0.096,5,6,0,0,0,0.578,0.267,0.156,0.578,0.267,0.156,2022-06-03,0.23537446665050177
sa3017048-A+-HOU,Michael Sandle,HOU,23,A+,192,123,0.25,0.199,0.127,0.078,0.828,0.35,0.275,0.354,0.474,0.13,6,14,1,6,2,0.38,0.471,0.149,0.38,0.471,0.149,2022-06-03,0.29499027877008865
sa3017053-A-CIN,Ruben Ibarra,CIN,23,A,144,108,0.257,0.133,0.143,0.118,0.714,0.296,0.233,0.347,0.367,0.143,4,4,0,2,1,0.333,0.393,0.274,0.333,0.393,0.274,2022-06-03,0.20189015607289468
sa3017078-A+-TOR,Riley Tirotta,TOR,23,A+,152,91,0.329,0.142,0.14,0.118,0.653,0.309,0.209,0.303,0.351,0.094,3,8,1,7,3,0.405,0.443,0.152,0.405,0.443,0.152,2022-06-03,0.2012336952526556
sa3017079-A+-HOU,Will Wagner,HOU,23,A+,186,124,0.199,0.132,0.083,0.172,0.802,0.33,0.272,0.398,0.404,0.095,4,6,1,3,1,0.375,0.357,0.268,0.375,0.357,0.268,2022-06-03,0.22417536120498321
sa3017081-AA-NYM,Wyatt Young,NYM,22,AA,80,49,0.238,0.056,0.075,0.062,0.544,0.291,0.222,0.266,0.278,0.0,0,2,1,1,0,0.365,0.519,0.115,0.365,0.519,0.115,2022-06-03,0.10363760042336596
sa3017081-AAA-NYM,Wyatt Young,NYM,22,AAA,84,147,0.155,0.085,0.064,0.131,0.882,0.421,0.352,0.446,0.437,0.062,1,3,0,2,0,0.276,0.431,0.293,0.276,0.431,0.293,2022-06-03,0.203116704795543
sa3017082-A-NYM,Justin Guerrera,NYM,22,A,134,107,0.358,0.19,0.143,0.119,0.71,0.302,0.207,0.313,0.397,0.152,5,5,1,0,0,0.493,0.328,0.179,0.493,0.328,0.179,2022-06-03,0.24846321592197582
sa3017108-A-CIN,Hayden Jones,CIN,22,A,107,53,0.327,0.071,0.179,0.065,0.525,0.297,0.202,0.252,0.273,0.038,1,4,0,2,0,0.406,0.391,0.203,0.406,0.391,0.203,2022-06-03,0.11227164306445728
sa3017111-A+-KCR,Dillan Shrum,KCR,24,A+,124,156,0.298,0.278,0.11,0.169,0.921,0.321,0.247,0.395,0.526,0.176,6,7,1,0,0,0.557,0.295,0.148,0.557,0.295,0.148,2022-06-03,0.35935347385213023
sa3017112-AA-KCR,Parker Bates,KCR,24,AA,4,-1,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,2,0,1.0,0.0,0.0,1.0,0.0,0.0,2022-06-03,0.0
sa3017116-A+-CHW,Shawn Goosenberg,CHW,22,A+,77,108,0.39,0.183,0.175,0.065,0.775,0.421,0.268,0.325,0.451,0.188,3,4,0,3,0,0.421,0.395,0.184,0.421,0.395,0.184,2022-06-03,0.2566637484505649
sa3017152-A+-BAL,Donta' Williams,BAL,23,A+,166,100,0.241,0.119,0.098,0.163,0.705,0.298,0.224,0.361,0.343,0.071,2,6,2,13,1,0.298,0.511,0.191,0.298,0.511,0.191,2022-06-03,0.18866219169009496
sa3017155-A+-COL,Robby Martin Jr.,COL,22,A+,121,39,0.364,0.122,0.171,0.041,0.485,0.232,0.165,0.198,0.287,0.136,3,3,1,3,1,0.314,0.557,0.129,0.314,0.557,0.129,2022-06-03,0.15850145280264874
sa3017156-A+-BAL,Connor Pavolony,BAL,22,A+,99,68,0.293,0.079,0.097,0.202,0.55,0.213,0.145,0.327,0.224,0.045,1,3,0,0,1,0.489,0.378,0.133,0.489,0.378,0.133,2022-06-03,0.11266503059242146
sa3017161-A+-COL,Benjamin Sems,COL,24,A+,98,66,0.367,0.138,0.149,0.061,0.554,0.229,0.161,0.255,0.299,0.167,3,1,1,2,1,0.367,0.531,0.102,0.367,0.531,0.102,2022-06-03,0.175663553324816
sa3017163-A-PIT,Wyatt Hendrie,PIT,23,A,82,92,0.329,0.086,0.137,0.098,0.629,0.333,0.214,0.329,0.3,0.059,1,3,0,1,0,0.415,0.366,0.22,0.415,0.366,0.22,2022-06-03,0.1374308508944329
sa3017164-A-COL,Braxton Fulford,COL,23,A,162,97,0.179,0.089,0.133,0.074,0.725,0.345,0.288,0.348,0.377,0.05,2,7,0,3,2,0.345,0.44,0.216,0.345,0.44,0.216,2022-06-03,0.17711379630808283
sa3017166-A-TOR,Juan Gonzalez,TOR,21,A,36,46,0.417,0.033,0.139,0.111,0.444,0.267,0.133,0.278,0.167,0.0,0,1,0,0,1,0.267,0.4,0.333,0.267,0.4,0.333,2022-06-03,0.04985652295468386
sa3017167-A-TEX,Cameron Cauley,TEX,19,A,79,54,0.278,0.043,0.119,0.114,0.507,0.271,0.186,0.278,0.229,0.0,0,1,1,10,0,0.348,0.565,0.087,0.348,0.565,0.087,2022-06-03,0.0760711860793999
sa3017169-A-COL,Benny Montgomery,COL,19,A,64,95,0.312,0.167,0.23,0.047,0.746,0.368,0.267,0.312,0.433,0.286,2,2,1,3,0,0.184,0.579,0.237,0.184,0.579,0.237,2022-06-03,0.24685260229535735
sa3017171-A-TEX,Ian Moller,TEX,19,A,48,59,0.208,0.028,0.073,0.188,0.479,0.179,0.139,0.312,0.167,0.0,0,1,0,4,0,0.593,0.222,0.185,0.593,0.222,0.185,2022-06-03,0.047575017088833146
sa3017173-A-COL,Hunter Goodman,COL,22,A,197,125,0.274,0.285,0.187,0.056,0.889,0.316,0.274,0.33,0.559,0.236,13,10,1,1,1,0.44,0.432,0.128,0.44,0.432,0.128,2022-06-03,0.3710290296678468
sa3017174-A+-TOR,Garrett Spain,TOR,21,A+,89,88,0.315,0.09,0.218,0.112,0.622,0.327,0.218,0.315,0.308,0.062,1,4,0,4,0,0.327,0.51,0.163,0.327,0.51,0.163,2022-06-03,0.143957037046478
sa3017176-A+-BAL,Collin Burns,BAL,22,A+,122,112,0.148,0.083,0.085,0.098,0.757,0.356,0.296,0.377,0.38,0.0,0,9,0,7,2,0.184,0.575,0.241,0.184,0.575,0.241,2022-06-03,0.18099676989121644
sa3017181-A-BAL,Trendon Craig,BAL,21,A,78,84,0.359,0.113,0.167,0.167,0.608,0.273,0.161,0.333,0.274,0.2,1,2,1,2,1,0.152,0.727,0.121,0.152,0.727,0.121,2022-06-03,0.15563251555933527
sa3017183-A-ATL,Caleb Durbin,ATL,22,A,175,134,0.103,0.134,0.06,0.12,0.815,0.304,0.282,0.4,0.415,0.049,2,11,1,17,1,0.333,0.496,0.171,0.333,0.496,0.171,2022-06-03,0.24706744027918498
sa3017193-A+-PHI,Jason Ruffcorn,PHI,23,A+,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,,,,2022-06-03,0.0
sa3017214-A+-NYM,Rowdey Jordan,NYM,23,A+,172,112,0.198,0.156,0.087,0.14,0.769,0.315,0.252,0.36,0.408,0.061,2,13,2,6,2,0.292,0.451,0.257,0.292,0.451,0.257,2022-06-03,0.24909879654687228
sa3017215-A-HOU,Quincy Hamilton,HOU,24,A,160,148,0.169,0.194,0.073,0.125,0.885,0.324,0.291,0.4,0.485,0.158,6,8,0,8,0,0.362,0.448,0.19,0.362,0.448,0.19,2022-06-03,0.3050665566171352
sa3017220-A-BAL,Ryan Higgins,BAL,22,A,150,79,0.3,0.124,0.147,0.12,0.61,0.268,0.186,0.3,0.31,0.054,2,6,2,4,2,0.446,0.422,0.133,0.446,0.422,0.133,2022-06-03,0.17665009894868705
sa3017221-A-ATL,Adam Zebrowski,ATL,21,A,145,109,0.234,0.167,0.135,0.159,0.728,0.265,0.217,0.345,0.383,0.125,4,6,1,2,0,0.372,0.442,0.186,0.372,0.442,0.186,2022-06-03,0.23821133320179985
sa3017281-A+-OAK,Drew Swift,OAK,23,A+,92,118,0.217,0.09,0.079,0.141,0.739,0.351,0.269,0.38,0.359,0.056,1,2,1,5,1,0.31,0.431,0.259,0.31,0.431,0.259,2022-06-03,0.1700962243567015
sa3017283-A-OAK,CJ Rodriguez,OAK,21,A,144,101,0.215,0.066,0.084,0.125,0.722,0.359,0.281,0.375,0.347,0.03,1,5,0,0,0,0.367,0.389,0.244,0.367,0.389,0.244,2022-06-03,0.13776750951757147
sa3017287-A-CHC,BJ Murray Jr.,CHC,22,A,126,164,0.206,0.186,0.102,0.143,0.937,0.392,0.314,0.437,0.5,0.115,3,10,0,0,0,0.347,0.453,0.2,0.347,0.453,0.2,2022-06-03,0.3068710094523546
sa3017289-A-CHC,Liam Spence,CHC,24,A,85,59,0.259,0.045,0.117,0.165,0.498,0.217,0.152,0.301,0.197,0.0,0,3,0,2,0,0.333,0.511,0.156,0.333,0.511,0.156,2022-06-03,0.07287894745366538
sa3017291-A-CHC,Peter Matt,CHC,24,A,83,77,0.277,0.108,0.125,0.084,0.627,0.294,0.23,0.289,0.338,0.167,2,2,0,0,0,0.245,0.551,0.204,0.245,0.551,0.204,2022-06-03,0.16690293493926772
sa3017292-A+-OAK,Jonny Butler,OAK,23,A+,72,98,0.208,0.094,0.096,0.097,0.693,0.34,0.266,0.333,0.359,0.0,0,4,1,2,0,0.417,0.438,0.146,0.417,0.438,0.146,2022-06-03,0.17495310145630177
sa3017293-AA-OAK,Brett Harris,OAK,24,AA,27,241,0.037,0.348,0.031,0.111,1.365,0.476,0.478,0.538,0.826,0.125,1,5,0,0,0,0.364,0.364,0.273,0.364,0.364,0.273,2022-06-03,0.587465963452922
sa3017295-A-CHC,James Triantos,CHC,19,A,194,117,0.155,0.087,0.075,0.098,0.755,0.352,0.297,0.371,0.384,0.029,1,8,2,8,0,0.243,0.514,0.243,0.243,0.514,0.243,2022-06-03,0.18343505450938685
sa3017301-A+-CHW,Gil Luna,CHW,22,A+,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,,,,2022-06-03,0.0
sa3017322-A+-LAA,Straton Podaras,LAA,24,A+,85,111,0.282,0.152,0.119,0.165,0.686,0.225,0.182,0.353,0.333,0.2,3,1,0,5,1,0.385,0.513,0.103,0.385,0.513,0.103,2022-06-03,0.20218100679168904
