idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa3010165-A-SFG,Dilan Rosario,SFG,21,A,145,76,0.331,0.075,0.132,0.145,0.617,0.324,0.208,0.333,0.283,0.087,2,1,1,3,3,0.324,0.479,0.197,2022-06-01
sa3010335-A-ARI,Glenallen Hill Jr.,ARI,21,A,112,32,0.446,0.084,0.247,0.116,0.461,0.227,0.126,0.25,0.211,0.087,2,0,1,1,2,0.511,0.356,0.133,2022-06-01
sa3010338-A-SDP,Pierce Jones,SDP,21,A,93,42,0.215,0.091,0.117,0.097,0.506,0.175,0.143,0.272,0.234,0.03,1,4,0,10,1,0.6,0.345,0.055,2022-06-01
sa3010598-A-ARI,Oscar Santos,ARI,21,A,100,54,0.42,0.083,0.198,0.15,0.54,0.31,0.167,0.29,0.25,0.071,1,4,0,0,0,0.333,0.452,0.214,2022-06-01
sa3010636-A-SFG,Garrett Frechette,SFG,21,A,137,85,0.255,0.132,0.19,0.08,0.696,0.326,0.248,0.316,0.38,0.057,2,4,3,0,1,0.407,0.488,0.105,2022-06-01
sa3010694-A-DET,Riley Greene,DET,21,A,7,132,0.0,0.0,0.0,0.143,0.762,0.333,0.333,0.429,0.333,0.0,0,0,0,1,1,0.0,0.667,0.333,2022-06-01
sa3010706-A-MIN,Keoni Cavaco,MIN,21,A,136,83,0.382,0.141,0.233,0.051,0.647,0.382,0.234,0.272,0.375,0.04,1,9,3,1,0,0.352,0.437,0.211,2022-06-01
sa3010720-A-ATL,Stephen Paolini,ATL,21,A,173,61,0.283,0.072,0.114,0.116,0.545,0.272,0.19,0.283,0.261,0.027,1,8,0,6,2,0.363,0.48,0.157,2022-06-01
sa3010876-A-NYM,William Lugo,NYM,20,A,163,118,0.301,0.15,0.189,0.08,0.752,0.379,0.265,0.337,0.415,0.097,3,11,1,0,0,0.323,0.396,0.281,2022-06-01
sa3010905-A-PHI,Micah Yonamine,PHI,21,A,84,90,0.262,0.059,0.103,0.167,0.61,0.283,0.206,0.345,0.265,0.067,1,1,0,1,0,0.341,0.455,0.205,2022-06-01
sa3011114-A-NYM,Fernando Villalobos,NYM,20,A,17,93,0.412,0.214,0.215,0.176,0.651,0.167,0.143,0.294,0.357,0.25,1,0,0,0,0,0.571,0.143,0.286,2022-06-01
sa3011267-A-PIT,Jase Bowen,PIT,21,A,183,111,0.29,0.153,0.174,0.109,0.722,0.31,0.236,0.333,0.389,0.162,6,6,0,7,2,0.356,0.481,0.163,2022-06-01
sa3011309-A-BAL,Darell Hernaiz,BAL,20,A,138,134,0.159,0.228,0.099,0.058,0.852,0.303,0.283,0.341,0.512,0.143,6,7,2,9,0,0.42,0.41,0.17,2022-06-01
sa3011350-A-MIA,Cameron Barstad,MIA,21,A,97,66,0.443,0.085,0.178,0.124,0.545,0.35,0.171,0.289,0.256,0.0,0,7,0,0,0,0.105,0.553,0.342,2022-06-01
sa3011560-A-SDP,Jared Alvarez-Lopez,SDP,21,A,127,86,0.283,0.082,0.137,0.102,0.669,0.365,0.245,0.341,0.327,0.0,0,5,2,1,0,0.284,0.486,0.23,2022-06-01
sa3011717-A-TOR,Dasan Brown,TOR,20,A,84,117,0.321,0.167,0.147,0.095,0.74,0.349,0.236,0.337,0.403,0.222,2,6,0,6,3,0.22,0.585,0.195,2022-06-01
sa3011743-A-TEX,Nick Lockhart,TEX,21,A,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa3011821-A-TBR,Willy Vasquez,TBR,20,A,175,59,0.303,0.104,0.156,0.057,0.564,0.297,0.209,0.251,0.313,0.027,1,6,4,8,0,0.356,0.51,0.135,2022-06-01
sa3014537-A-BOS,Blaze Jordan,BOS,19,A,180,99,0.183,0.15,0.166,0.056,0.713,0.303,0.257,0.306,0.407,0.073,3,14,1,1,0,0.315,0.469,0.215,2022-06-01
sa3014679-A-CHC,Kevin Made,CHC,19,A,96,135,0.24,0.129,0.126,0.083,0.832,0.41,0.318,0.385,0.447,0.118,2,5,0,0,0,0.274,0.371,0.355,2022-06-01
sa3014681-A-CIN,Michel Triana,CIN,22,A,169,64,0.32,0.088,0.179,0.089,0.551,0.277,0.189,0.274,0.277,0.057,2,7,0,4,2,0.372,0.404,0.223,2022-06-01
sa3014683-A-DET,Roberto Campos,DET,19,A,174,93,0.241,0.127,0.154,0.08,0.678,0.313,0.247,0.305,0.373,0.13,3,5,3,0,2,0.204,0.513,0.283,2022-06-01
sa3014686-A-KCR,Erick Pena,KCR,19,A,141,42,0.418,0.15,0.193,0.085,0.504,0.2,0.142,0.213,0.291,0.122,5,2,1,1,2,0.603,0.279,0.118,2022-06-01
sa3014688-A-LAA,Adrian Placencia,LAA,19,A,118,113,0.331,0.105,0.183,0.169,0.762,0.429,0.263,0.393,0.368,0.056,1,5,1,3,2,0.316,0.351,0.333,2022-06-01
sa3014690-A-MIA,Jose Salas,MIA,19,A,166,94,0.235,0.116,0.136,0.084,0.663,0.299,0.233,0.313,0.349,0.059,2,7,2,9,1,0.318,0.411,0.271,2022-06-01
sa3014692-A-MIL,Hedbert Perez,MIL,19,A,158,77,0.329,0.156,0.208,0.07,0.633,0.297,0.211,0.266,0.367,0.114,4,9,1,6,2,0.389,0.378,0.233,2022-06-01
sa3014693-A-MIN,Emmanuel Rodriguez,MIN,19,A,175,183,0.28,0.231,0.107,0.28,0.968,0.364,0.256,0.48,0.488,0.25,7,5,1,10,4,0.4,0.286,0.314,2022-06-01
sa3014695-A-NYM,Alex Ramirez,NYM,19,A,190,134,0.221,0.153,0.163,0.042,0.822,0.396,0.316,0.353,0.469,0.071,3,10,4,5,6,0.313,0.41,0.276,2022-06-01
sa3014696-A-NYY,Jasson Dominguez,NYY,19,A,178,131,0.32,0.184,0.166,0.096,0.804,0.392,0.272,0.348,0.456,0.238,5,12,1,7,2,0.208,0.545,0.248,2022-06-01
sa3014697-A-OAK,Robert Puason,OAK,19,A,156,49,0.321,0.049,0.176,0.051,0.546,0.337,0.222,0.276,0.271,0.0,0,7,0,4,4,0.222,0.6,0.178,2022-06-01
sa3014702-A-CHC,Reginald Preciado,CHC,19,A,125,63,0.416,0.103,0.223,0.048,0.577,0.365,0.216,0.258,0.319,0.154,2,6,0,1,0,0.206,0.508,0.286,2022-06-01
sa3014707-A-SFG,Aeverson Arteaga,SFG,19,A,184,112,0.321,0.183,0.154,0.071,0.81,0.404,0.284,0.342,0.467,0.118,6,9,2,3,1,0.477,0.252,0.271,2022-06-01
sa3014715-A-TOR,Estiven Machado,TOR,19,A,116,102,0.259,0.086,0.129,0.086,0.689,0.373,0.267,0.336,0.352,0.0,0,7,1,2,2,0.137,0.603,0.26,2022-06-01
sa3014831-A-SEA,Brett Rodriguez,SEA,24,A,143,98,0.378,0.092,0.158,0.133,0.702,0.429,0.244,0.366,0.336,0.074,2,5,0,12,3,0.435,0.435,0.129,2022-06-01
sa3014880-A-SEA,Ty Duvall,SEA,24,A,59,129,0.203,0.075,0.113,0.271,0.758,0.286,0.225,0.458,0.3,0.077,1,0,0,0,0,0.448,0.448,0.103,2022-06-01
sa3014889-A-CIN,Gus Steiger,CIN,23,A,137,111,0.234,0.074,0.095,0.095,0.721,0.389,0.287,0.36,0.361,0.0,0,7,1,12,3,0.149,0.609,0.241,2022-06-01
sa3014892-A-HOU,Cody Orr,HOU,23,A,132,97,0.288,0.071,0.172,0.106,0.661,0.351,0.241,0.348,0.312,0.038,1,3,1,10,3,0.371,0.343,0.286,2022-06-01
sa3014985-A-OAK,Cooper Uhl,OAK,24,A,33,50,0.333,0.115,0.127,0.152,0.512,0.143,0.115,0.281,0.231,0.333,1,0,0,0,1,0.2,0.733,0.067,2022-06-01
sa3015014-A-COL,AJ Lewis,COL,24,A,11,93,0.273,0.333,0.111,0.091,0.828,0.167,0.222,0.273,0.556,0.25,1,0,0,0,1,0.667,0.333,0.0,2022-06-01
sa3015088-A-CLE,Joe Donovan,CLE,23,A,82,73,0.28,0.125,0.141,0.073,0.6,0.265,0.194,0.28,0.319,0.056,1,4,1,1,0,0.383,0.426,0.191,2022-06-01
sa3015117-A-PHI,Yhoswar Garcia,PHI,20,A,146,82,0.24,0.103,0.141,0.096,0.613,0.275,0.206,0.303,0.31,0.038,1,4,3,29,6,0.299,0.529,0.172,2022-06-01
sa3015143-A-TEX,Brady Smith,TEX,23,A,41,92,0.439,0.143,0.141,0.146,0.66,0.375,0.2,0.317,0.343,0.167,1,2,0,0,0,0.353,0.588,0.059,2022-06-01
sa3015164-A-ATL,Brian Klein,ATL,24,A,85,70,0.212,0.091,0.133,0.071,0.594,0.283,0.221,0.282,0.312,0.0,0,5,1,1,1,0.367,0.333,0.3,2022-06-01
sa3015169-A-ARI,Juan Corniel,ARI,19,A,16,125,0.25,0.083,0.107,0.25,0.771,0.375,0.25,0.438,0.333,0.0,0,1,0,0,0,0.25,0.5,0.25,2022-06-01
sa3015173-A-BAL,Roberto Martinez,BAL,19,A,5,268,0.2,0.6,0.143,0.0,1.4,0.333,0.4,0.4,1.0,1.0,1,0,0,0,1,0.333,0.333,0.333,2022-06-01
sa3015176-A-CIN,Yerlin Confidan,CIN,19,A,57,134,0.263,0.16,0.125,0.123,0.808,0.382,0.28,0.368,0.44,0.125,1,3,1,1,1,0.242,0.576,0.182,2022-06-01
sa3015178-A-CHW,Wilfred Veras,CHW,19,A,167,112,0.275,0.138,0.207,0.09,0.754,0.357,0.269,0.347,0.407,0.133,4,6,1,2,0,0.297,0.485,0.218,2022-06-01
sa3015179-A-DET,Manuel Sequera,DET,19,A,176,85,0.222,0.156,0.166,0.04,0.65,0.268,0.228,0.267,0.383,0.109,5,11,0,0,2,0.374,0.333,0.293,2022-06-01
sa3015187-A-NYM,Junior Tilien,NYM,19,A,58,129,0.224,0.309,0.186,0.052,0.821,0.216,0.236,0.276,0.545,0.294,5,2,0,0,0,0.405,0.429,0.167,2022-06-01
sa3015188-A-NYM,Vincent Perozo,NYM,19,A,8,16,0.5,0.0,0.258,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,2022-06-01
sa3015190-A-SFG,Adrian Sugastey,SFG,19,A,165,85,0.188,0.11,0.145,0.091,0.677,0.286,0.24,0.327,0.349,0.067,3,7,0,0,0,0.395,0.412,0.193,2022-06-01
sa3015192-A-STL,Jake Burns,STL,19,A,7,394,0.286,0.6,0.118,0.286,1.914,1.0,0.6,0.714,1.2,0.0,0,3,0,0,0,0.667,0.0,0.333,2022-06-01
sa3015195-A-TOR,Angel Del Rosario,TOR,19,A,66,44,0.394,0.052,0.168,0.076,0.464,0.281,0.155,0.258,0.207,0.0,0,3,0,11,1,0.419,0.419,0.161,2022-06-01
sa3015196-A-TOR,Victor Mesia,TOR,19,A,50,-42,0.34,0.0,0.214,0.06,0.184,0.1,0.064,0.12,0.064,0.0,0,0,0,0,0,0.259,0.704,0.037,2022-06-01
sa3015199-A-MIN,Kala'i Rosario,MIN,19,A,137,87,0.387,0.187,0.199,0.058,0.652,0.299,0.195,0.27,0.382,0.16,4,7,2,4,0,0.379,0.439,0.182,2022-06-01
sa3015202-A-TEX,Yosy Galan,TEX,21,A,128,127,0.336,0.207,0.183,0.125,0.811,0.355,0.252,0.352,0.459,0.2,6,3,1,7,1,0.462,0.415,0.123,2022-06-01
sa3015231-A-CIN,Andruw Salcedo,CIN,19,A,31,46,0.355,0.0,0.157,0.161,0.444,0.267,0.154,0.29,0.154,0.0,0,0,0,0,0,0.2,0.6,0.2,2022-06-01
sa3015239-A-LAA,Edgar Quero,LAA,19,A,169,100,0.225,0.101,0.11,0.13,0.717,0.32,0.246,0.369,0.348,0.056,2,6,1,2,1,0.353,0.471,0.176,2022-06-01
sa3015353-A-MIL,Jheremy Vargas,MIL,19,A,152,86,0.224,0.062,0.138,0.138,0.615,0.287,0.217,0.336,0.279,0.029,1,5,0,4,3,0.37,0.457,0.174,2022-06-01
sa3015354-A-BAL,Brayan Hernandez,BAL,20,A,74,-5,0.365,0.082,0.245,0.014,0.341,0.178,0.123,0.135,0.205,0.077,1,3,0,0,0,0.295,0.591,0.114,2022-06-01
