idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa3015182-A-LAD,Yeiner Fernandez,LAD,19,A,172,80,0.128,0.093,0.127,0.105,0.652,0.26,0.233,0.326,0.327,0.049,2,6,1,0,0,0.333,0.423,0.244,2022-06-01
sa3015193-A-STL,Jeremy Rivas,STL,19,A,177,88,0.203,0.044,0.143,0.062,0.643,0.346,0.275,0.324,0.319,0.0,0,7,0,5,2,0.234,0.524,0.242,2022-06-01
sa3015201-A-ATL,Antonio Barranca,ATL,20,A,35,67,0.457,0.143,0.191,0.171,0.536,0.182,0.107,0.286,0.25,0.2,1,1,0,0,0,0.417,0.25,0.333,2022-06-01
sa3015232-A-CLE,Luis Durango,CLE,19,A,149,66,0.154,0.024,0.099,0.128,0.529,0.235,0.192,0.313,0.216,0.0,0,3,0,13,6,0.204,0.633,0.163,2022-06-01
sa3015236-A-ARI,Jean Walters,ARI,20,A,150,31,0.24,0.037,0.151,0.067,0.472,0.25,0.185,0.25,0.222,0.0,0,3,1,1,0,0.333,0.535,0.131,2022-06-01
sa3015293-A-BOS,Miguel Ugueto,BOS,19,A,97,105,0.175,0.1,0.087,0.041,0.741,0.368,0.311,0.33,0.411,0.0,0,7,1,3,1,0.329,0.438,0.233,2022-06-01
sa3015296-A-TOR,Adriel Sotolongo,TOR,24,A,128,95,0.281,0.139,0.178,0.094,0.67,0.303,0.226,0.305,0.365,0.13,3,7,0,0,0,0.329,0.4,0.271,2022-06-01
sa3015337-A-BOS,Jose Garcia,BOS,24,A,50,88,0.24,0.093,0.155,0.1,0.646,0.29,0.233,0.32,0.326,0.067,1,1,0,0,0,0.484,0.258,0.258,2022-06-01
sa3015407-A-MIL,Jeferson Quero,MIL,19,A,156,78,0.224,0.1,0.131,0.09,0.623,0.292,0.229,0.295,0.329,0.029,1,9,1,3,0,0.347,0.455,0.198,2022-06-01
sa3015542-A-TOR,Adrian Pinto,TOR,19,A,118,121,0.195,0.104,0.103,0.119,0.733,0.319,0.25,0.379,0.354,0.04,1,3,2,14,6,0.352,0.437,0.211,2022-06-01
sa3015622-A-TBR,Edwin Barragan,TBR,18,A,14,180,0.071,0.25,0.042,0.071,1.012,0.3,0.333,0.429,0.583,0.5,1,0,0,1,0,0.2,0.7,0.1,2022-06-01
sa3015648-A-COL,Yanquiel Fernandez,COL,19,A,160,96,0.25,0.169,0.182,0.1,0.74,0.32,0.246,0.325,0.415,0.079,3,13,1,4,1,0.376,0.455,0.168,2022-06-01
sa3015673-A-NYM,Kevin Villavicencio,NYM,18,A,76,56,0.303,0.12,0.223,0.013,0.557,0.294,0.213,0.224,0.333,0.067,1,6,0,1,2,0.312,0.458,0.229,2022-06-01
sa3015688-A-PHI,Felix Reyes,PHI,21,A,54,54,0.333,0.122,0.262,0.093,0.526,0.233,0.163,0.241,0.286,0.125,1,1,1,1,1,0.381,0.476,0.143,2022-06-01
sa3015727-A-MIL,Hendry Mendez,MIL,18,A,165,106,0.2,0.085,0.068,0.2,0.676,0.271,0.215,0.376,0.3,0.125,2,3,1,3,3,0.176,0.67,0.154,2022-06-01
sa3015874-A-HOU,Leosdany Molina,HOU,22,A,194,77,0.196,0.098,0.131,0.072,0.61,0.256,0.218,0.294,0.316,0.085,4,5,0,10,2,0.359,0.458,0.183,2022-06-01
sa3016786-A-DET,Mike Rothenberg,DET,23,A,54,120,0.222,0.122,0.128,0.204,0.706,0.25,0.195,0.389,0.317,0.111,1,2,0,0,0,0.321,0.536,0.143,2022-06-01
sa3016829-A-SDP,Jackson Merrill,SDP,19,A,63,161,0.127,0.125,0.051,0.095,0.969,0.447,0.393,0.452,0.518,0.167,1,4,0,4,2,0.133,0.711,0.156,2022-06-01
sa3016861-A-MIA,Zach Zubia,MIA,24,A,142,142,0.268,0.152,0.092,0.254,0.794,0.302,0.219,0.423,0.371,0.211,4,4,0,0,0,0.297,0.453,0.25,2022-06-01
sa3016864-A-LAA,Quentin Selma,LAA,24,A,98,75,0.235,0.182,0.136,0.071,0.676,0.266,0.216,0.278,0.398,0.091,2,6,2,0,1,0.344,0.453,0.203,2022-06-01
sa3016870-A-SDP,James Wood,SDP,19,A,65,170,0.169,0.26,0.066,0.215,1.022,0.333,0.3,0.462,0.56,0.214,3,4,0,4,3,0.359,0.513,0.128,2022-06-01
sa3016926-A-TEX,Abimelec Ortiz,TEX,20,A,110,64,0.364,0.11,0.166,0.064,0.564,0.281,0.19,0.264,0.3,0.125,3,2,0,3,0,0.407,0.39,0.203,2022-06-01
sa3016927-A-STL,Osvaldo Tovalin,STL,22,A,188,130,0.144,0.13,0.121,0.08,0.799,0.343,0.302,0.367,0.432,0.081,3,9,2,0,0,0.262,0.468,0.27,2022-06-01
sa3016956-A-DET,Chris Meyers,DET,23,A,66,162,0.106,0.281,0.089,0.136,0.94,0.277,0.281,0.379,0.561,0.188,3,3,2,3,0,0.348,0.478,0.174,2022-06-01
sa3016958-A-DET,Austin Schultz,DET,22,A,42,33,0.31,0.027,0.16,0.071,0.433,0.25,0.162,0.244,0.189,0.0,0,1,0,3,0,0.208,0.625,0.167,2022-06-01
sa3016974-A-NYY,Ben Rice,NYY,23,A,40,44,0.175,0.056,0.125,0.05,0.472,0.207,0.167,0.25,0.222,0.0,0,2,0,0,0,0.222,0.593,0.185,2022-06-01
sa3016976-A-NYY,Benjamin Cowles,NYY,22,A,97,112,0.402,0.195,0.213,0.062,0.735,0.364,0.23,0.309,0.425,0.308,4,3,1,3,1,0.271,0.479,0.25,2022-06-01
sa3017000-A-STL,Wade Stauss,STL,23,A,98,77,0.418,0.025,0.2,0.102,0.549,0.395,0.19,0.333,0.215,0.0,0,2,0,0,0,0.474,0.395,0.132,2022-06-01
sa3017046-A-MIL,Zack Raabe,MIL,22,A,123,131,0.179,0.093,0.074,0.171,0.786,0.351,0.278,0.415,0.371,0.0,0,9,0,3,0,0.32,0.373,0.307,2022-06-01
sa3017050-A-HOU,Joey Loperfido,HOU,23,A,170,132,0.206,0.144,0.118,0.112,0.821,0.358,0.295,0.382,0.438,0.114,4,9,0,9,8,0.312,0.473,0.214,2022-06-01
sa3017053-A-CIN,Ruben Ibarra,CIN,23,A,139,101,0.259,0.129,0.144,0.122,0.692,0.282,0.224,0.338,0.353,0.148,4,3,0,2,1,0.333,0.407,0.259,2022-06-01
sa3017080-A-ATL,Cal Conley,ATL,22,A,194,83,0.175,0.161,0.116,0.062,0.657,0.235,0.218,0.277,0.379,0.107,6,6,2,16,2,0.412,0.412,0.176,2022-06-01
sa3017108-A-CIN,Hayden Jones,CIN,22,A,103,55,0.32,0.073,0.183,0.058,0.534,0.302,0.208,0.252,0.281,0.038,1,4,0,2,0,0.413,0.381,0.206,2022-06-01
sa3017121-A-LAD,Austin Gauthier,LAD,23,A,152,122,0.237,0.092,0.083,0.197,0.774,0.366,0.261,0.421,0.353,0.042,1,6,1,4,1,0.304,0.468,0.228,2022-06-01
sa3017163-A-PIT,Wyatt Hendrie,PIT,23,A,82,92,0.329,0.086,0.137,0.098,0.629,0.333,0.214,0.329,0.3,0.059,1,3,0,1,0,0.415,0.366,0.22,2022-06-01
sa3017164-A-COL,Braxton Fulford,COL,23,A,158,94,0.184,0.084,0.135,0.07,0.715,0.345,0.287,0.344,0.371,0.051,2,6,0,3,2,0.345,0.442,0.212,2022-06-01
sa3017165-A-COL,Zach Kokoska,COL,23,A,114,72,0.219,0.152,0.126,0.07,0.642,0.229,0.202,0.288,0.354,0.105,4,3,0,3,1,0.521,0.37,0.11,2022-06-01
sa3017166-A-TOR,Juan Gonzalez,TOR,21,A,33,60,0.394,0.037,0.152,0.121,0.488,0.286,0.148,0.303,0.185,0.0,0,1,0,0,1,0.286,0.429,0.286,2022-06-01
sa3017167-A-TEX,Cameron Cauley,TEX,19,A,71,35,0.268,0.016,0.107,0.113,0.428,0.227,0.159,0.254,0.175,0.0,0,1,0,8,0,0.333,0.595,0.071,2022-06-01
sa3017170-A-CHW,Colson Montgomery,CHW,20,A,130,139,0.223,0.178,0.101,0.138,0.85,0.351,0.28,0.392,0.458,0.111,3,8,1,0,0,0.351,0.442,0.208,2022-06-01
sa3017283-A-OAK,CJ Rodriguez,OAK,21,A,135,102,0.215,0.071,0.084,0.133,0.726,0.353,0.277,0.378,0.348,0.032,1,5,0,0,0,0.373,0.373,0.253,2022-06-01
sa3017323-A-STL,Elijah Cabell,STL,23,A,59,63,0.475,0.064,0.234,0.186,0.497,0.278,0.128,0.305,0.191,0.333,1,0,0,0,0,0.158,0.632,0.211,2022-06-01
sa3017324-A-OAK,Nick Brueser,OAK,23,A,104,90,0.404,0.151,0.201,0.144,0.685,0.341,0.198,0.337,0.349,0.176,3,4,0,1,0,0.395,0.419,0.186,2022-06-01
sa3017326-A-TOR,Damiano Palmegiani,TOR,22,A,170,135,0.229,0.25,0.1,0.124,0.826,0.25,0.229,0.347,0.479,0.167,8,9,1,0,0,0.495,0.33,0.175,2022-06-01
sa3017331-A-TBR,Dru Baker,TBR,22,A,115,175,0.183,0.155,0.09,0.139,0.976,0.438,0.361,0.461,0.515,0.143,3,2,2,17,3,0.288,0.575,0.137,2022-06-01
sa3017339-A-KCR,Carter Jensen,KCR,18,A,167,76,0.281,0.154,0.107,0.132,0.609,0.209,0.168,0.287,0.322,0.122,5,5,1,2,0,0.432,0.347,0.221,2022-06-01
sa3017341-A-PHI,Freylin Minyety,PHI,22,A,46,39,0.196,0.0,0.057,0.065,0.451,0.242,0.19,0.261,0.19,0.0,0,0,0,1,2,0.276,0.517,0.207,2022-06-01
sa3017373-A-MIA,Kyler Castillo,MIA,24,A,91,183,0.143,0.114,0.064,0.176,0.952,0.411,0.343,0.495,0.457,0.062,1,3,1,1,1,0.281,0.316,0.404,2022-06-01
sa3017376-A-HOU,Tyler Whitaker,HOU,19,A,191,35,0.382,0.086,0.161,0.058,0.466,0.248,0.16,0.22,0.246,0.079,3,4,1,4,2,0.376,0.475,0.149,2022-06-01
sa3017395-A-CIN,Justice Thompson,CIN,21,A,39,86,0.436,0.029,0.162,0.103,0.619,0.5,0.257,0.333,0.286,0.0,0,1,0,3,1,0.333,0.389,0.278,2022-06-01
sa3017397-A-PIT,Brenden Dixon,PIT,21,A,158,124,0.291,0.174,0.112,0.152,0.77,0.329,0.235,0.361,0.409,0.121,4,7,2,2,0,0.398,0.386,0.217,2022-06-01
sa3017401-A-PIT,Mike Jarvis,PIT,24,A,117,94,0.171,0.123,0.094,0.077,0.666,0.282,0.236,0.308,0.358,0.033,1,4,3,7,3,0.357,0.381,0.262,2022-06-01
sa3017511-A-TEX,Tucker Mitchell,TEX,21,A,99,105,0.323,0.169,0.155,0.101,0.707,0.292,0.205,0.333,0.373,0.167,3,3,1,3,1,0.367,0.449,0.184,2022-06-01
sa3017512-A-MIN,Noah Miller,MIN,19,A,182,139,0.247,0.107,0.094,0.17,0.801,0.392,0.282,0.412,0.389,0.067,2,6,2,13,2,0.309,0.412,0.278,2022-06-01
sa3017553-A-WSN,Steven Williams,WSN,23,A,90,95,0.189,0.041,0.085,0.167,0.65,0.31,0.243,0.367,0.284,0.0,0,3,0,0,0,0.357,0.429,0.214,2022-06-01
sa3017561-A-MIN,Kyler Fedko,MIN,22,A,109,156,0.202,0.148,0.094,0.156,0.888,0.388,0.318,0.422,0.466,0.133,2,5,1,4,1,0.246,0.393,0.361,2022-06-01
sa3017562-A-BAL,Creed Willems,BAL,19,A,85,41,0.259,0.101,0.122,0.035,0.489,0.214,0.165,0.224,0.266,0.032,1,1,2,0,0,0.544,0.316,0.14,2022-06-01
sa3017622-A-SDP,Justin Farmer,SDP,23,A,193,97,0.275,0.124,0.107,0.181,0.698,0.281,0.209,0.365,0.333,0.114,5,4,0,15,2,0.454,0.412,0.134,2022-06-01
sa3017624-A-MIN,Noah Cardenas,MIN,22,A,131,134,0.183,0.149,0.07,0.183,0.783,0.276,0.238,0.397,0.386,0.13,3,4,1,4,1,0.324,0.408,0.268,2022-06-01
sa3017626-A-SEA,Edwin Arroyo,SEA,18,A,198,137,0.222,0.229,0.13,0.091,0.91,0.358,0.303,0.379,0.531,0.173,9,7,3,8,1,0.403,0.403,0.194,2022-06-01
sa3017697-A-WSN,T.J. White,WSN,18,A,95,65,0.442,0.129,0.176,0.095,0.584,0.341,0.188,0.266,0.318,0.182,2,5,0,1,1,0.268,0.561,0.171,2022-06-01
sa3017734-A-CLE,Jake Fox,CLE,19,A,180,112,0.222,0.058,0.074,0.178,0.697,0.324,0.245,0.394,0.302,0.033,1,5,0,10,1,0.294,0.451,0.255,2022-06-01
sa3017757-A-MIN,Jake Rucker,MIN,22,A,178,103,0.208,0.115,0.089,0.135,0.687,0.292,0.23,0.343,0.345,0.026,1,8,3,10,5,0.371,0.419,0.21,2022-06-01
sa3017795-A-TBR,Carson Williams,TBR,19,A,177,160,0.345,0.258,0.155,0.13,0.952,0.465,0.298,0.395,0.556,0.179,5,10,7,13,4,0.318,0.352,0.33,2022-06-01
sa3017796-A-CHW,Nick Thornquist,CHW,24,A,32,110,0.281,0.042,0.11,0.25,0.656,0.333,0.208,0.406,0.25,0.0,0,1,0,0,0,0.643,0.143,0.214,2022-06-01
sa3017797-A-CHW,Colby Smelley,CHW,22,A,133,121,0.248,0.159,0.125,0.098,0.777,0.342,0.257,0.361,0.416,0.057,2,10,1,0,0,0.438,0.375,0.188,2022-06-01
sa3017863-A-PHI,Hao Yu Lee,PHI,19,A,187,145,0.176,0.189,0.094,0.123,0.857,0.317,0.283,0.385,0.472,0.179,7,7,1,8,6,0.333,0.462,0.205,2022-06-01
sa3017902-A-MIN,Ernie Yake,MIN,24,A,41,71,0.146,0.0,0.093,0.073,0.574,0.29,0.257,0.317,0.257,0.0,0,0,0,4,2,0.36,0.36,0.28,2022-06-01
sa3018101-A-HOU,Jaxon Hallmark,HOU,23,A,102,64,0.412,0.047,0.152,0.157,0.527,0.341,0.176,0.304,0.224,0.0,0,2,1,9,2,0.349,0.419,0.233,2022-06-01
sa3018124-A-CIN,Joe Deluca,CIN,26,A,8,59,0.25,0.143,0.207,0.125,0.536,0.2,0.143,0.25,0.286,0.0,0,1,0,0,0,0.4,0.6,0.0,2022-06-01
sa3018212-A-KCR,Kyle Hayes,KCR,24,A,7,29,0.286,0.0,0.121,0.286,0.286,0.0,0.0,0.286,0.0,0.0,0,0,0,1,0,0.667,0.333,0.0,2022-06-01
sa3018215-A-TOR,Roque Salinas,TOR,19,A,85,59,0.071,0.062,0.1,0.024,0.555,0.25,0.235,0.259,0.296,0.0,0,5,0,0,0,0.324,0.5,0.176,2022-06-01
sa3018245-A-LAD,Gaige Howard,LAD,24,A,26,131,0.077,0.091,0.038,0.154,0.832,0.35,0.318,0.423,0.409,0.0,0,2,0,1,0,0.1,0.5,0.4,2022-06-01
sa829844-A-SFG,Riley Mahan,SFG,26,A,30,122,0.267,0.074,0.126,0.067,0.807,0.474,0.333,0.4,0.407,0.0,0,2,0,1,0,0.211,0.526,0.263,2022-06-01
sa917116-A-NYM,Raul Beracierta,NYM,23,A,107,109,0.243,0.109,0.158,0.056,0.723,0.361,0.287,0.327,0.396,0.158,3,2,0,0,1,0.257,0.514,0.23,2022-06-01
sa917196-A-MIL,Jose Sibrian,MIL,23,A,73,95,0.137,0.092,0.112,0.055,0.667,0.291,0.246,0.329,0.338,0.0,0,6,0,0,0,0.37,0.444,0.185,2022-06-01
sa917296-A-NYM,Gregory Guerrero,NYM,23,A,8,-31,0.5,0.0,0.25,0.0,0.25,0.25,0.125,0.125,0.125,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-06-01
sa917463-A-TBR,Luis Leon,TBR,23,A,121,111,0.198,0.147,0.093,0.124,0.749,0.295,0.255,0.347,0.402,0.12,3,4,1,0,0,0.316,0.418,0.266,2022-06-01
sa917737-A-LAD,Marco Hernandez,LAD,24,A,8,92,0.25,0.0,0.077,0.0,0.661,0.4,0.286,0.375,0.286,0.0,0,0,0,0,0,0.2,0.6,0.2,2022-06-01
sa924858-A-ATL,Braulio Vasquez,ATL,23,A,101,111,0.218,0.118,0.115,0.129,0.725,0.323,0.247,0.36,0.365,0.048,1,5,1,11,3,0.35,0.483,0.167,2022-06-01
