idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa829343-AA-CIN,Isiah Gilliam,CIN,25,AA,179,126,0.318,0.205,0.147,0.112,0.868,0.409,0.288,0.374,0.494,0.175,7,9,1,7,1,0.404,0.343,0.253,2022-06-01
sa829375-AA-PHI,Josh Ockimey,PHI,26,AA,184,140,0.266,0.188,0.118,0.217,0.851,0.337,0.25,0.413,0.438,0.167,6,9,0,2,0,0.383,0.404,0.213,2022-06-01
sa829382-AA-WSN,K.J. Harrison,WSN,25,AA,137,78,0.248,0.16,0.154,0.088,0.654,0.247,0.21,0.285,0.37,0.091,4,7,0,1,0,0.506,0.345,0.149,2022-06-01
sa829494-AA-SDP,Michael Cantu,SDP,26,AA,4,141,0.5,0.0,0.1,0.25,0.833,1.0,0.333,0.5,0.333,0.0,0,0,0,0,0,0.0,0.0,1.0,2022-06-01
sa829697-AA-MIA,Bubba Hollins,MIA,26,AA,62,29,0.21,0.017,0.164,0.048,0.482,0.267,0.207,0.258,0.224,0.0,0,1,0,0,0,0.357,0.476,0.167,2022-06-01
sa829783-AA-NYM,Quinn Brodey,NYM,26,AA,25,54,0.36,0.125,0.158,0.0,0.573,0.333,0.208,0.24,0.333,0.0,0,3,0,1,0,0.4,0.467,0.133,2022-06-01
sa829787-AA-MIN,Andrew Bechtold,MIN,26,AA,149,96,0.255,0.2,0.113,0.154,0.766,0.268,0.224,0.342,0.424,0.214,6,7,0,1,0,0.322,0.494,0.184,2022-06-01
sa872783-AA-BAL,Cristopher Cespedes,BAL,24,AA,18,-27,0.222,0.0,0.145,0.111,0.229,0.083,0.062,0.167,0.062,0.0,0,0,0,0,0,0.417,0.417,0.167,2022-06-01
sa872817-AA-SDP,Yorman Rodriguez,SDP,24,AA,178,108,0.191,0.17,0.108,0.056,0.833,0.359,0.315,0.348,0.485,0.143,6,10,0,2,0,0.316,0.406,0.278,2022-06-01
sa873307-AA-ARI,Leandro Cedeno,ARI,23,AA,160,131,0.188,0.255,0.142,0.081,0.934,0.33,0.31,0.369,0.566,0.27,10,7,0,0,0,0.319,0.457,0.224,2022-06-01
sa874791-AA-LAD,Chris Betts,LAD,25,AA,17,25,0.353,0.25,0.182,0.059,0.551,0.111,0.125,0.176,0.375,0.111,1,1,0,0,0,0.9,0.1,0.0,2022-06-01
sa875016-AA-ATL,Jalen Miller,ATL,25,AA,113,125,0.292,0.216,0.168,0.142,0.856,0.367,0.268,0.372,0.485,0.143,4,9,0,0,0,0.438,0.406,0.156,2022-06-01
sa875022-AA-LAA,Trey Cabbage,LAA,25,AA,136,179,0.346,0.336,0.187,0.147,1.098,0.474,0.327,0.434,0.664,0.556,10,6,1,10,2,0.269,0.418,0.313,2022-06-01
sa875163-AA-STL,Moises Gomez,STL,23,AA,171,162,0.31,0.395,0.171,0.088,1.096,0.373,0.316,0.386,0.711,0.415,17,9,0,5,1,0.414,0.242,0.343,2022-06-01
sa875753-AA-NYY,James Nelson,NYY,24,AA,8,66,0.25,0.0,0.114,0.25,0.375,0.0,0.0,0.375,0.0,0.0,0,0,0,0,0,0.333,0.667,0.0,2022-06-01
sa875884-AA-CHC,Delvin Zinn,CHC,25,AA,33,-50,0.212,0.034,0.151,0.061,0.19,0.043,0.034,0.121,0.069,0.0,0,1,0,0,1,0.429,0.476,0.095,2022-06-01
sa876060-AA-MIA,Griffin Conine,MIA,24,AA,159,121,0.371,0.214,0.181,0.101,0.851,0.427,0.279,0.358,0.493,0.269,7,5,2,0,0,0.321,0.457,0.222,2022-06-01
sa876814-AA-TEX,Nash Knight,TEX,29,AA,8,-45,0.375,0.0,0.091,0.0,0.25,0.2,0.125,0.125,0.125,0.0,0,0,0,0,0,0.6,0.4,0.0,2022-06-01
sa877337-AA-WSN,Gilbert Lara,WSN,24,AA,76,35,0.355,0.125,0.229,0.013,0.502,0.233,0.167,0.211,0.292,0.154,2,1,1,0,0,0.295,0.568,0.136,2022-06-01
sa877500-AA-NYY,Rodolfo Duran,NYY,24,AA,50,136,0.2,0.267,0.092,0.1,0.873,0.281,0.267,0.34,0.533,0.25,3,3,0,0,0,0.343,0.486,0.171,2022-06-01
sa915590-AA-LAD,Justin Yurchak,LAD,25,AA,139,71,0.151,0.042,0.073,0.137,0.617,0.278,0.229,0.345,0.271,0.0,0,5,0,1,0,0.216,0.474,0.309,2022-06-01
sa915673-AA-NYM,Jeremy Vasquez,NYM,25,AA,143,86,0.161,0.134,0.082,0.091,0.67,0.255,0.228,0.308,0.362,0.073,3,8,0,0,0,0.39,0.495,0.114,2022-06-01
sa917030-AA-SDP,Esteury Ruiz,SDP,23,AA,218,174,0.174,0.26,0.105,0.138,1.078,0.4,0.343,0.474,0.604,0.151,8,16,2,33,5,0.408,0.269,0.323,2022-06-01
sa917039-AA-KCR,Seuly Matias,KCR,23,AA,158,89,0.342,0.236,0.203,0.082,0.775,0.309,0.236,0.304,0.471,0.195,8,5,2,0,0,0.471,0.345,0.184,2022-06-01
sa917068-AA-COL,Daniel Montano,COL,23,AA,4,333,0.25,0.0,0.083,0.0,1.5,1.0,0.75,0.75,0.75,0.0,0,0,0,1,0,0.0,0.667,0.333,2022-06-01
sa917074-AA-BOS,Pedro Castellanos,BOS,24,AA,170,87,0.229,0.195,0.131,0.029,0.705,0.267,0.239,0.271,0.434,0.119,7,8,1,0,0,0.484,0.393,0.123,2022-06-01
sa917182-AA-ARI,Eduardo Diaz,ARI,24,AA,174,81,0.333,0.171,0.184,0.034,0.732,0.373,0.262,0.299,0.433,0.139,5,9,2,6,4,0.346,0.452,0.202,2022-06-01
sa917184-AA-DET,Jose King,DET,23,AA,13,-76,0.615,0.0,0.271,0.077,0.077,0.0,0.0,0.077,0.0,0.0,0,0,0,0,0,0.75,0.0,0.25,2022-06-01
sa917288-AA-HOU,Enmanuel Valdez,HOU,23,AA,186,175,0.237,0.29,0.104,0.156,1.109,0.447,0.361,0.457,0.652,0.256,10,15,0,4,2,0.351,0.351,0.297,2022-06-01
sa917292-AA-HOU,Ronaldo Urdaneta,HOU,23,AA,8,-58,0.625,0.0,0.194,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,2022-06-01
sa917637-AA-MIL,Harold Chirino,MIL,24,AA,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa917824-AA-SDP,Juan Fernandez,SDP,23,AA,87,94,0.149,0.038,0.094,0.046,0.743,0.391,0.338,0.368,0.375,0.0,0,3,0,2,0,0.29,0.435,0.275,2022-06-01
sa917934-AA-SEA,Joe Rizzo,SEA,24,AA,193,71,0.187,0.174,0.119,0.073,0.689,0.261,0.23,0.285,0.404,0.074,5,16,0,0,0,0.476,0.343,0.182,2022-06-01
sa917935-AA-STL,Delvin Perez,STL,23,AA,138,52,0.232,0.034,0.097,0.123,0.549,0.276,0.203,0.312,0.237,0.0,0,4,0,11,0,0.282,0.541,0.176,2022-06-01
sa917936-AA-BOS,Hudson Potts,BOS,23,AA,104,73,0.356,0.258,0.166,0.106,0.649,0.16,0.151,0.24,0.409,0.194,6,6,0,0,0,0.554,0.286,0.161,2022-06-01
sa917968-AA-MIA,Thomas Jones,MIA,24,AA,59,36,0.475,0.16,0.178,0.102,0.517,0.19,0.12,0.237,0.28,0.167,2,2,0,1,1,0.522,0.304,0.174,2022-06-01
sa918086-AA-CHW,Luis Curbelo,CHW,24,AA,34,-32,0.588,0.091,0.285,0.029,0.299,0.167,0.091,0.118,0.182,0.167,1,0,0,0,0,0.462,0.462,0.077,2022-06-01
sa918408-AA-STL,Todd Lott,STL,24,AA,102,48,0.304,0.09,0.144,0.069,0.554,0.25,0.18,0.284,0.27,0.091,2,2,0,0,1,0.386,0.404,0.211,2022-06-01
sa918471-AA-CIN,Chuckie Robinson,CIN,27,AA,107,99,0.234,0.111,0.112,0.065,0.75,0.375,0.293,0.346,0.404,0.125,2,5,0,4,2,0.222,0.597,0.181,2022-06-01
sa918639-AA-TOR,Ryan Gold,TOR,24,AA,68,71,0.265,0.121,0.13,0.118,0.604,0.25,0.19,0.294,0.31,0.05,1,4,0,0,0,0.488,0.293,0.22,2022-06-01
sa918686-AA-SFG,Brandon Martorano,SFG,24,AA,144,131,0.299,0.262,0.169,0.097,0.856,0.325,0.254,0.34,0.516,0.171,7,8,2,3,0,0.494,0.325,0.181,2022-06-01
sa918808-AA-MIN,Matt Wallner,MIN,24,AA,175,125,0.349,0.266,0.187,0.16,0.907,0.365,0.259,0.383,0.524,0.294,10,8,0,4,3,0.41,0.313,0.277,2022-06-01
sa918840-AA-CHW,Craig Dedelow,CHW,27,AA,182,115,0.407,0.268,0.182,0.126,0.837,0.333,0.229,0.341,0.497,0.324,12,5,0,3,2,0.457,0.346,0.198,2022-06-01
sa918911-AA-SFG,Armani Smith,SFG,23,AA,35,108,0.257,0.065,0.167,0.086,0.726,0.409,0.29,0.371,0.355,0.0,0,2,0,0,0,0.364,0.409,0.227,2022-06-01
sa920180-AA-PHI,Jhailyn Ortiz,PHI,23,AA,170,101,0.365,0.209,0.201,0.088,0.744,0.325,0.229,0.306,0.438,0.195,8,8,0,3,1,0.477,0.267,0.256,2022-06-01
sa920278-AA-ATL,Yariel Gonzalez,ATL,28,AA,115,83,0.174,0.198,0.167,0.061,0.721,0.244,0.236,0.287,0.434,0.125,5,6,0,2,0,0.46,0.402,0.138,2022-06-01
sa922180-AA-WSN,Alfredo Rodriguez,WSN,28,AA,9,-46,0.222,0.0,0.233,0.0,0.222,0.143,0.111,0.111,0.111,0.0,0,0,0,0,0,0.143,0.857,0.0,2022-06-01
sa923363-AA-NYY,Saul Torres,NYY,23,AA,7,-42,0.429,0.0,0.167,0.0,0.143,0.0,0.0,0.143,0.0,0.0,0,0,0,0,0,0.333,0.667,0.0,2022-06-01
sa969045-AA-LAA,Kevin Maitan,LAA,22,AA,153,70,0.294,0.08,0.187,0.098,0.628,0.333,0.234,0.314,0.314,0.087,2,5,0,1,1,0.256,0.522,0.222,2022-06-01
