Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Jose Colina","COL","DSL",18,3,8,12,5,5,0,0,0,1,2,1,0,0,2,1,1,0,0,0,0.625,12,0.08333333,0,1,0.625,0.66666667,0.625,1.29166667,0,0.559523830357143,0.55555556,0.0035740172024816275,4.240868252517378,2.523799222709334,0.6149227023124695,246.98297965291917,0.55555556,5,0.33333333,0.55555556,0.11111111,0,0,0.22222222,0.33333333,0.44444444,0,6,9,15,"sa3016651"
"Carlos Sanchez","ARI","DSL",18,19,45,48,5,4,1,0,0,4,2,3,0,11,0,0,0,1,2,1,0.11111111,48,0.0625,0.22916667,0.27272727,0.11111111,0.16666667,0.13333333,0.3,0.02222222,5.984116238128698,0.14705882,-0.10597352377953939,-0.7763591743520841,-7.644635293584262,0.16013973951339722,-11.303552170509931,0.14705882,1.54545455,0.09677419,0.5483871,0.35483871,0,0,0.4375,0.25,0.3125,0.35897436,16,62,78,"sa3016652"
"Carlos Sanchez","ARI","DSL",18,1,4,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0.25,4,0,0.5,0,0.25,0.25,0.25,0.5,0,7.5,0.5,0.20044675513054244,0.21620384487796668,-0.35615249839138147,0.24655458331108093,37.77434240406805,0.5,2,0,1,0,0,0,0,0,1,0.66666667,1,8,9,"sa3016652"
"Luis Suisbel","SEA","DSL",19,38,118,141,27,15,7,1,4,18,17,15,0,37,8,0,0,2,3,1,0.22881356,141,0.10638298,0.26241135,0.40540541,0.22881356,0.35460993,0.40677966,0.76138959,0.1779661,5.763398078930379,0.2987013,0.10787579586030915,22.29939132797375,2.1238302277292287,0.3746547741247407,110.52674677634361,0.2987013,0.67567568,0.20512821,0.32051282,0.47435897,0.35135135,0.10810811,0.4691358,0.19753086,0.33333333,0.38931298,70,192,262,"sa3016717"
"Joanfran Rojas","CHC","CPX",20,8,12,15,1,0,1,0,0,4,1,3,0,4,0,0,0,0,1,0,0.08333333,15,0.2,0.26666667,0.75,0.08333333,0.26666667,0.16666667,0.43333334,0.08333334,7.0619652460748235,0.125,0.1910784044303,0.8376722203120417,-1.2254047228470617,0.239405357837677,40.603052789167876,0.125,0.5,0,0.33333333,0.66666667,0.5,0,0.375,0.25,0.375,0.20588235,14,20,34,"sa3016718"
"Edward Duran","MIA","DSL",18,35,127,145,29,18,10,1,0,18,11,15,0,20,3,0,0,1,3,1,0.22834646,145,0.10344828,0.13793103,0.75,0.22834646,0.32413793,0.32283465,0.64697258,0.09448819,5.697557974735552,0.27102804,0.10698229155968875,17.307991498090846,-3.4399259454230253,0.32692671849809846,83.42037963671193,0.27102804,1.58064516,0.2,0.49,0.31,0.29032258,0,0.50485437,0.17475728,0.32038835,0.21008403,76,162,238,"sa3016719"
"Rayne Doncon","LAD","CPX",18,45,180,191,45,22,16,1,6,23,30,10,0,33,0,1,1,5,5,1,0.25,191,0.05235602,0.17277487,0.3030303,0.25,0.28795812,0.45,0.73795812,0.2,5.708435602698766,0.27464789,0.42064836621284485,25.15230045501783,-1.1175459545414217,0.3318657856337063,95.74589840717623,0.27464789,1.33962264,0.13888889,0.49305556,0.36805556,0.24528302,0.11320755,0.52702703,0.16891892,0.30405405,0.27213115,53,252,305,"sa3016720"
"Eddy Isturiz","CIN","DSL",18,17,52,53,15,11,3,0,1,9,9,1,0,19,0,0,0,0,1,1,0.28846154,53,0.01886792,0.35849057,0.05263158,0.28846154,0.30188679,0.40384615,0.70573294,0.11538461,4.3736884239892015,0.4375,-0.3037397660082206,6.7016417862219635,-0.882079762096899,0.335639699450079,88.36877440084234,0.4375,1.2,0.29032258,0.38709677,0.32258065,0.3,0.1,0.27272727,0.27272727,0.45454545,0.51960784,12,90,102,"sa3016721"
"Carlos Jorge","CIN","CPX",18,36,106,138,28,14,7,2,5,28,17,23,0,40,5,3,3,1,25,4,0.26415094,138,0.16666667,0.28985507,0.575,0.26415094,0.40875912,0.50943396,0.91819308,0.24528302,9.696341064988628,0.359375,2.938345971517265,28.026404182001578,9.046096304937825,0.41891315731689005,147.66042976504792,0.359375,0.85185185,0.21875,0.359375,0.421875,0.18518519,0.18518519,0.3030303,0.10606061,0.59090909,0.27457627,107,188,295,"sa3016722"
"Francis De Leon","NYM","CPX",18,17,42,50,4,4,0,0,0,8,2,4,0,22,3,1,1,1,3,1,0.0952381,50,0.08,0.44,0.18181818,0.0952381,0.22,0.0952381,0.3152381,0,6.545454552595041,0.19047619,0.12062309973407537,0.5155696768661857,-6.172958086023677,0.18711032032966612,7.7082684731718505,0.19047619,2,0.16666667,0.55555556,0.27777778,0.6,0,0.45,0.2,0.35,0.42105263,15,80,95,"sa3016723"
"Brahian Silva","PHI","DSL",19,25,40,60,10,7,2,0,1,10,6,14,0,12,4,1,1,1,2,1,0.25,60,0.23333333,0.2,1.16666667,0.25,0.47457627,0.375,0.84957627,0.125,4.278633409448585,0.32142857,-0.09793198507395573,12.81985069864479,4.2345055496045685,0.44296511351051976,149.32248472361016,0.32142857,1.3,0.17857143,0.46428571,0.35714286,0.2,0.1,0.5,0.3,0.2,0.22137405,64,67,131,"sa3016753"
"Ramiro Altagracia","NYY","DSL",18,39,131,163,25,17,7,0,1,18,17,27,1,46,3,2,2,2,15,2,0.19083969,163,0.16564417,0.28220859,0.58695652,0.19083969,0.33742331,0.26717557,0.60459888,0.07633588,5.861760972708023,0.27906977,2.0023490540334024,18.255797168670604,-5.067723819555332,0.31786169203711145,78.27204639422327,0.27906977,1.34482759,0.19047619,0.46428571,0.3452381,0.24137931,0.03448276,0.51724138,0.22988506,0.25287356,0.34745763,129,225,354,"sa3016778"
"Frederick Bencosme","BAL","A",19,49,176,204,60,50,7,1,2,21,21,26,0,22,1,1,1,4,6,5,0.34090909,204,0.12745098,0.10784314,1.18181818,0.34090909,0.42647059,0.42613636,0.85260695,0.08522727,3.7707337246826644,0.37908497,-1.9363199230283499,38.06946362405779,11.665641082820917,0.40601667498841004,144.18163720272617,0.37908497,1.5625,0.19607843,0.49019608,0.31372549,0.27083333,0.04166667,0.4516129,0.22580645,0.32258065,0.0494186,277,411,688,"sa3016779"
"Frederick Bencosme","BAL","CPX",19,2,8,9,3,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0.375,9,0,0,0,0.375,0.44444444,0.625,1.06944444,0.25,5.142857142857142,0.375,-0.0021581127075478435,2.259361465592071,1.0554264682718961,0.4913693732685513,187.66473859644893,0.375,0.33333333,0.42857143,0.14285714,0.42857143,0,0,0.75,0.125,0.125,0,1,9,10,"sa3016779"
"Mike Rothenberg","DET","A",23,42,141,160,32,23,6,0,3,14,16,17,0,50,2,0,0,1,0,1,0.22695035,160,0.10625,0.3125,0.34,0.22695035,0.31875,0.33333333,0.65208333,0.10638298,1.434257626815782,0.32954545,-0.6709498427808285,17.322514787209755,-1.3585893959872652,0.31235181391239164,92.72746737738731,0.32954545,1.51851852,0.24444444,0.45555556,0.3,0.11111111,0.11111111,0.51648352,0.1978022,0.28571429,0.16903633,231,402,633,"sa3016786"
"Mike Rothenberg","DET","A+",23,14,49,52,9,6,2,0,1,2,4,3,0,18,0,0,0,2,0,0,0.18367347,52,0.05769231,0.34615385,0.16666667,0.18367347,0.23076923,0.28571429,0.51648352,0.10204082,0.142857142857143,0.26666667,-0.0724386116489768,2.704322431571531,-3.7531435449051385,0.23764715974147504,41.8790039532979,0.26666667,1.54545455,0.09677419,0.5483871,0.35483871,0.27272727,0.09090909,0.67741935,0.09677419,0.22580645,0.18719212,65,138,203,"sa3016786"
"Cesar Aguasvivas","BAL","DSL",19,35,85,103,16,12,4,0,0,10,2,15,0,36,3,0,0,4,6,0,0.18823529,103,0.14563107,0.34951456,0.41666667,0.18823529,0.33009709,0.23529412,0.56539121,0.04705883,5.574716635911891,0.32653061,1.2134025823906995,10.664222618257728,-4.073953220927985,0.30744810301123315,72.35781914003087,0.32653061,2.75,0.30232558,0.51162791,0.18604651,0.375,0,0.58695652,0.13043478,0.2826087,0.42788462,61,147,208,"sa3016787"
"Rajean Anza","SFG","CPX",19,23,63,68,10,7,2,0,1,4,5,5,0,21,0,0,0,0,3,0,0.15873016,68,0.07352941,0.30882353,0.23809524,0.15873016,0.22058824,0.23809524,0.45868348,0.07936508,4.902460443986861,0.2195122,0.5643136147409678,2.8341702462006704,-6.518445229453931,0.2221356533906039,30.303504442989016,0.2195122,0.8,0.1,0.4,0.5,0.4,0.05,0.52380952,0.23809524,0.23809524,0.33846154,24,106,130,"sa3016789"
"Alejandro Hernandez","SDP","A",22,7,9,11,2,2,0,0,0,3,1,2,0,1,0,0,0,1,0,0,0.22222222,11,0.18181818,0.09090909,2,0.22222222,0.36363636,0.22222222,0.58585858,0,2.642857142857143,0.25,-0.02186603471636772,1.1964041223292101,-0.40255301394417403,0.31110487200997095,74.82402718547003,0.25,3,0,0.75,0.25,1,0,0.25,0.375,0.375,0.02777778,18,18,36,"sa3016791"
"Alejandro Hernandez","SDP","CPX",22,4,4,8,1,1,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0.25,8,0.375,0,3,0.25,0.5,0.25,0.75,0,1.080357142857143,0.2,-0.011895464733242989,1.521399728659485,0.42109202564129644,0.4031684622168541,138.2703878638879,0.2,1.5,0,0.6,0.4,0,0,0.4,0,0.6,0,12,5,17,"sa3016791"
"Spencer Packard","SEA","A+",24,54,198,240,53,34,10,0,9,29,29,31,2,35,9,2,2,5,4,1,0.26767677,240,0.12916667,0.14583333,0.88571429,0.26767677,0.3875,0.45454545,0.84204545,0.18686868,3.3655360795780265,0.28205128,-0.40783439576625824,41.25698874127591,11.583696104404575,0.3799494246975714,139.03744773510894,0.28205128,2.02380952,0.1910828,0.54140127,0.26751592,0.19047619,0.21428571,0.47826087,0.21118012,0.31055901,0.06718062,363,545,908,"sa3016803"
"Tanner Murray","TBR","A+",22,59,221,239,58,43,10,2,3,26,30,11,0,47,5,2,2,1,6,4,0.26244344,239,0.0460251,0.19665272,0.23404255,0.26244344,0.30962343,0.36651584,0.67613927,0.1040724,5.40303937443452,0.31791908,-1.0491635925136507,26.099427380116527,-5.266892335860188,0.30876327957568306,83.20844656449303,0.31791908,1.72,0.2,0.50588235,0.29411765,0.2,0.06,0.36931818,0.27272727,0.35795455,0.14102564,285,573,858,"sa3016805"
"Colin Davis","SEA","A+",23,9,29,31,7,4,2,0,1,4,4,2,0,8,0,0,0,0,3,0,0.24137931,31,0.06451613,0.25806452,0.25,0.24137931,0.29032258,0.4137931,0.70411568,0.17241379,6.71875,0.3,0.5352952815592289,3.7335830075223133,-0.0992172914069015,0.31512703049567437,97.41136287652085,0.3,0.77777778,0.2,0.35,0.45,0.11111111,0.11111111,0.42857143,0.23809524,0.33333333,0.0859375,48,80,128,"sa3016806"
"Colin Davis","SEA","A",23,52,189,212,46,30,11,1,4,23,25,19,0,50,2,2,2,4,5,3,0.24338624,212,0.08962264,0.23584906,0.38,0.24338624,0.31603774,0.37566138,0.69169912,0.13227514,4.657858121411211,0.30656934,-0.8289354676380754,24.920643738959583,-5.8956210692183655,0.32117639397675135,80.86847609235951,0.30656934,0.68115942,0.14074074,0.34814815,0.51111111,0.2173913,0.05797101,0.42553191,0.29078014,0.28368794,0.11483871,297,478,775,"sa3016806"
"Kristin Munroe","LAA","CPX",17,14,47,54,10,9,1,0,0,5,4,5,0,25,2,0,0,0,2,0,0.21276596,54,0.09259259,0.46296296,0.2,0.21276596,0.31481481,0.23404255,0.54885736,0.02127659,5.123795779900599,0.45454545,0.3524181470274925,4.896549044224065,-2.530527951148707,0.2818693882889218,65.9283463369872,0.45454545,5.33333333,0.05,0.8,0.15,0,0,0.31818182,0.18181818,0.5,0.448,28,97,125,"sa3016807"
"Konner Piotto","TEX","AAA",24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3016810"
"Konner Piotto","TEX","A+",24,3,8,10,3,2,1,0,0,0,3,1,0,1,0,1,1,0,0,0,0.375,10,0.1,0.1,1,0.375,0.4,0.5,0.9,0.125,0.142857142857143,0.375,-0.02081139525398612,1.7395796982620189,0.42718138378600556,0.38688893914222716,132.54967482616448,0.375,0.2,0.25,0.125,0.625,0.2,0,0.5,0.25,0.25,0.02564103,18,21,39,"sa3016810"
"Konner Piotto","TEX","AA",24,1,4,4,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.5,4,0,0.25,0,0.5,0.5,0.5,1,0,2.642857142857143,0.66666667,-0.010973974131047726,0.9566752251537322,0.3940452870281218,0.46121838688850403,170.03631700454395,0.66666667,0.5,0,0.33333333,0.66666667,0.5,0,0.33333333,0,0.66666667,0.16666667,4,8,12,"sa3016810"
"Marcos Castanon","SDP","A",23,91,323,400,86,48,22,0,16,62,67,63,0,91,12,2,2,7,0,2,0.26625387,400,0.1575,0.2275,0.69230769,0.26625387,0.4025,0.48297214,0.88547214,0.21671827,2.016051307056033,0.32110092,-1.7058095941320062,77.00680983540865,18.862913970921944,0.40711005926132204,132.44177860885839,0.32110092,0.88888889,0.17621145,0.3876652,0.43612335,0.21212121,0.16161616,0.50420168,0.29411765,0.20168067,0.12152992,711,910,1621,"sa3016818"
"Max Ferguson","SDP","A",22,64,239,307,59,42,9,5,3,63,39,61,1,70,3,2,2,1,51,4,0.24686192,307,0.19869707,0.22801303,0.87142857,0.24686192,0.40327869,0.36401674,0.76729543,0.11715482,9.98391134789017,0.33333333,7.559158687479794,50.07012516379704,5.444685087803499,0.37338375711911603,112.20085466615373,0.33333333,0.94285714,0.18072289,0.39759036,0.42168675,0.14285714,0.04285714,0.36363636,0.3125,0.32386364,0.07050243,541,693,1234,"sa3016819"
"Max Ferguson","BOS","A+",22,7,24,30,6,5,1,0,0,7,2,6,0,9,0,0,0,0,3,0,0.25,30,0.2,0.3,0.66666667,0.25,0.4,0.29166667,0.69166667,0.04166667,6.865117739895653,0.4,0.5236915596760809,4.153739005858874,0.21654406243083413,0.3440590977668762,105.49995785177693,0.4,0.5,0.2,0.26666667,0.53333333,0.25,0,0.4,0.46666667,0.13333333,0.08928571,44,68,112,"sa3016819"
"Max Ferguson","SDP","A+",22,27,105,125,17,7,4,3,3,14,11,14,0,31,2,1,1,1,4,1,0.16190476,125,0.112,0.248,0.4516129,0.16190476,0.2704918,0.34285714,0.61334894,0.18095238,7.653680992958384,0.19444444,0.17887844052165747,10.954127752086999,-4.568626999058842,0.2820236858774404,70.56819441973339,0.19444444,0.86486486,0.08,0.42666667,0.49333333,0.24324324,0.08108108,0.5,0.25,0.25,0.09980806,223,298,521,"sa3016819"
"Lucas Dunn","SDP","A",23,42,150,188,44,23,13,5,3,28,36,30,1,49,5,2,2,2,11,4,0.29333333,188,0.15957447,0.2606383,0.6122449,0.29333333,0.42245989,0.50666667,0.92912656,0.21333334,7.447963098206851,0.41,-0.17844901513308287,38.67896034126634,11.351329284957592,0.4222664416477244,141.53791911771683,0.41,1.075,0.18627451,0.42156863,0.39215686,0.2,0.075,0.39047619,0.24761905,0.36190476,0.10422164,331,427,758,"sa3016820"
"Lucas Dunn","SDP","A+",23,58,210,253,48,33,9,2,4,33,26,37,0,73,4,2,2,6,6,1,0.22857143,253,0.14624506,0.28853755,0.50684932,0.22857143,0.35177866,0.34761905,0.69939771,0.11904762,6.142181542352241,0.32592593,0.1683929804712534,31.89413096301233,0.47607534669314944,0.3298927498429189,101.51529220174231,0.32592593,0.93103448,0.1884058,0.39130435,0.42028986,0.13793103,0.06896552,0.43165468,0.26618705,0.30215827,0.11820782,424,625,1049,"sa3016820"
"Luis Marinez","OAK","CPX",20,20,53,71,7,3,0,1,3,11,8,13,0,20,4,1,1,1,1,1,0.13207547,71,0.18309859,0.28169014,0.65,0.13207547,0.33802817,0.33962264,0.67765081,0.20754717,6.474270835909415,0.12903226,-0.34366525150835514,9.422369341407132,-0.3428615228792912,0.3331117033958435,96.48895630175821,0.12903226,1.46153846,0,0.59375,0.40625,0.38461538,0.23076923,0.61764706,0.20588235,0.17647059,0.23493976,68,98,166,"sa3016821"
"Blake Dunn","CIN","A",23,18,53,66,13,7,3,1,2,13,6,10,0,17,2,0,0,0,10,0,0.24528302,66,0.15151515,0.25757576,0.58823529,0.24528302,0.38461538,0.45283019,0.83744557,0.20754717,10,0.32352941,1.8820778857916594,11.070381650439156,3.3644261748703843,0.39099481564301714,143.66007804661055,0.32352941,1.36363636,0.25714286,0.42857143,0.31428571,0.18181818,0.18181818,0.37837838,0.2972973,0.32432432,0.08856089,115,156,271,"sa3016823"
"Diego Omana","CIN","DSL",19,14,44,49,12,9,3,0,0,5,4,4,0,6,1,0,0,1,0,1,0.27272727,49,0.08163265,0.12244898,0.66666667,0.27272727,0.34693878,0.34090909,0.68784787,0.06818182,2.3186610587446927,0.31578947,-0.5028462646878324,6.60539104001504,-0.4059741650344748,0.34592434459803056,94.20977009239088,0.31578947,1.45454545,0.22857143,0.45714286,0.31428571,0.27272727,0,0.45714286,0.11428571,0.42857143,0.25333333,20,55,75,"sa3016824"
"Diego Omana","CIN","CPX",19,8,22,23,2,2,0,0,0,1,1,1,0,3,0,0,0,3,0,0,0.09090909,23,0.04347826,0.13043478,0.33333333,0.09090909,0.13043478,0.09090909,0.22134387,0,1.601190455357143,0.10526316,-0.008921598549932241,-1.054252609230845,-4.217637255408137,0.11544405118278835,-33.32672839848384,0.10526316,0.8,0.05263158,0.42105263,0.52631579,0.3,0,0.36842105,0.10526316,0.52631579,0.20588235,6,28,34,"sa3016824"
"Raylin Heredia","PHI","DSL",18,44,146,163,39,17,15,5,2,23,31,12,0,42,3,2,2,3,6,1,0.26712329,163,0.07361963,0.25766871,0.28571429,0.26712329,0.33128834,0.47945205,0.81074039,0.21232876,8.13616229136978,0.35576923,0.7051952918991446,26.305436284700964,2.9819152964750275,0.37863106047448936,112.78501345478817,0.35576923,0.60416667,0.24509804,0.28431373,0.47058824,0.22916667,0.04166667,0.57009346,0.23364486,0.19626168,0.3973064,65,232,297,"sa3016826"
"Jose Marcano","NYM","DSL",18,17,43,50,10,9,1,0,0,6,6,5,0,15,1,1,1,0,6,1,0.23255814,50,0.1,0.3,0.33333333,0.23255814,0.32,0.25581395,0.57581395,0.02325581,6.495879126965342,0.34482759,0.6976005053438712,4.902627750802321,-2.251826540064531,0.30070032715797423,68.52553041062627,0.34482759,0.76923077,0.11538462,0.38461538,0.5,0.15384615,0,0.44444444,0.33333333,0.22222222,0.4,24,71,95,"sa3016827"
"Jose Marcano","NYM","DSL",18,1,4,4,2,1,0,0,1,2,3,0,0,1,0,0,0,0,1,0,0.5,4,0,0.25,0,0.5,0.5,1.25,1.75,0.75,7.5,0.5,0.20044675513054244,1.9056047490368535,1.3332484057675054,0.7662736475467682,332.94026902049814,0.5,0,0.66666667,0,0.33333333,0,1,0.66666667,0.33333333,0,0.28571429,1,6,7,"sa3016827"
"Colton Bender","SDP","A",23,3,8,12,0,0,0,0,0,2,0,4,0,3,0,0,0,1,0,0,0,12,0.33333333,0.25,1.33333333,0,0.33333333,0,0.33333333,0,2.642857142857143,0,-0.02186603471636772,0.72376647186928,-1.0205504040653208,0.2555669943491618,41.49283205676077,0,3,0.4,0.6,0,0,0,0.6,0,0.4,0.11538462,25,27,52,"sa3016828"
"Colton Bender","SDP","CPX",23,28,71,91,16,11,3,0,2,14,8,18,0,15,2,0,0,3,0,0,0.22535211,91,0.1978022,0.16483516,1.2,0.22535211,0.3956044,0.35211268,0.74771708,0.12676057,1.861607142857143,0.25925926,-0.09218985168263316,14.858292346600411,2.342292224768518,0.37037805148533415,118.71438320524473,0.25925926,1.94117647,0.09090909,0.6,0.30909091,0.05882353,0.11764706,0.33928571,0.14285714,0.51785714,0.13114754,78,105,183,"sa3016828"
"Jackson Merrill","SDP","A",19,23,100,111,34,26,6,1,1,17,12,9,0,18,1,0,0,3,5,4,0.34,111,0.08108108,0.16216216,0.5,0.34,0.4,0.45,0.85,0.11,5.7649088137585665,0.40740741,-1.2636523507535458,20.27122591385879,4.136294811463729,0.39576939723708415,125.63565214635311,0.40740741,2.72222222,0.15189873,0.62025316,0.2278481,0.16666667,0.05555556,0.3373494,0.15662651,0.5060241,0.06280193,142,272,414,"sa3016829"
"Jackson Merrill","SDP","CPX",19,10,30,31,13,8,3,1,1,5,6,1,0,2,0,0,0,1,3,0,0.43333333,31,0.03225806,0.06451613,0.5,0.43333333,0.4516129,0.7,1.1516129,0.26666667,8.360042183574823,0.44444444,0.5732352132909,8.746207675850561,4.482515326655081,0.5152786643274369,205.13224124861847,0.44444444,1.55555556,0.17857143,0.5,0.32142857,0,0.11111111,0.42857143,0.21428571,0.35714286,0.13333333,7,38,45,"sa3016829"
"Cole Cummings","SDP","A",24,43,145,190,38,25,5,2,6,34,32,34,0,53,7,4,4,2,6,0,0.26206897,190,0.17894737,0.27894737,0.64150943,0.26206897,0.41578947,0.44827586,0.86406533,0.18620689,7.894639764237617,0.35555556,0.839210445061326,35.9482144300746,8.329863894443417,0.4033090829849243,130.1606132621745,0.35555556,0.77272727,0.17894737,0.35789474,0.46315789,0.18181818,0.13636364,0.45918367,0.26530612,0.2755102,0.1047503,375,446,821,"sa3016830"
"Cole Cummings","SDP","A+",24,35,126,150,31,21,5,1,4,13,11,19,0,35,4,1,1,3,2,1,0.24603175,150,0.12666667,0.23333333,0.54285714,0.24603175,0.36,0.3968254,0.7568254,0.15079365,3.9706389001502025,0.30681818,-0.3901449926197529,21.362569525627244,2.735263824252234,0.350262397925059,114.68416242318031,0.30681818,0.78571429,0.18478261,0.35869565,0.45652174,0.23809524,0.0952381,0.39130435,0.34782609,0.26086957,0.09677419,262,389,651,"sa3016830"
"Miguel Bleis","BOS","CPX",18,39,153,167,46,23,14,4,5,28,27,10,0,45,3,1,1,2,18,3,0.30065359,167,0.05988024,0.26946108,0.22222222,0.30065359,0.35329341,0.54248366,0.89577707,0.24183007,9.297411301822141,0.39423077,2.1597112133167684,31.192180197971773,8.852497469919632,0.41014982590418375,139.62678242875612,0.39423077,0.70212766,0.22330097,0.32038835,0.45631068,0.21276596,0.10638298,0.6,0.23809524,0.16190476,0.33797909,56,231,287,"sa3016834"
"Raudelis Martinez","TBR","DSL",20,22,65,82,18,10,4,2,2,12,8,12,0,9,5,0,0,3,6,1,0.27692308,82,0.14634146,0.1097561,1.33333333,0.27692308,0.42682927,0.49230769,0.91913696,0.21538461,8.149768984385043,0.2962963,0.7029615311475936,17.65912239057148,5.92581735354984,0.44504592404132937,150.5042469692243,0.2962963,1.75,0.21428571,0.5,0.28571429,0.0625,0.125,0.49122807,0.14035088,0.36842105,0.13475177,63,78,141,"sa3016835"
"Deivi Cabrera","PHI","DSL",18,21,51,62,10,9,1,0,0,8,7,7,0,12,2,0,0,0,4,2,0.19607843,62,0.11290323,0.19354839,0.58333333,0.19607843,0.31666667,0.21568627,0.53235294,0.01960784,5.708476246638899,0.25641026,-0.21016003895783797,5.583991814324027,-3.2875315063508697,0.29087055921554567,62.94287477451198,0.25641026,1.81818182,0.11428571,0.57142857,0.31428571,0.18181818,0,0.47368421,0.26315789,0.26315789,0.25225225,39,72,111,"sa3016836"
"Junior Marin","KCR","CPX",18,26,78,88,27,19,7,1,0,14,6,8,0,25,1,1,1,1,3,1,0.34615385,88,0.09090909,0.28409091,0.32,0.34615385,0.40909091,0.46153846,0.87062937,0.11538461,6.671394154594214,0.5,0.03254382498562336,16.92907766932721,4.825692936127139,0.405851619487459,139.87060679720497,0.5,1.17647059,0.28846154,0.38461538,0.32692308,0.17647059,0,0.38888889,0.24074074,0.37037037,0.31927711,37,129,166,"sa3016837"
"Kenyon Yovan","LAA","A+",24,28,93,100,18,10,5,2,1,7,10,6,0,38,0,1,1,1,0,0,0.19354839,100,0.06,0.38,0.15789474,0.19354839,0.24,0.32258065,0.56258065,0.12903226,3.648291955357143,0.30909091,-0.17254593968391418,7.099063853600239,-5.2648080784294855,0.2528468954563141,57.41780481573474,0.30909091,0.94736842,0.30188679,0.33962264,0.35849057,0.21052632,0.05263158,0.35714286,0.21428571,0.42857143,0.14861461,145,252,397,"sa3016839"
"Kelly Reyes","ARI","DSL",19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3016845"
"Hamlet Vasquez","MIL","DSL",19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3016851"
"Max Wright","SFG","AAA",24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,0.142857142857143,1,-0.004236535634845495,0.6627913411141647,0.5159270014048828,0.9075051546096802,451.2949449990112,1,0,0,0,1,0,0,0,1,0,0,1,1,2,"sa3016852"
"Max Wright","SFG","A+",24,14,48,54,9,6,0,0,3,6,6,4,1,14,2,0,0,1,0,0,0.1875,54,0.07407407,0.25925926,0.28571429,0.1875,0.27777778,0.375,0.65277778,0.1875,1.392857142857143,0.19354839,-0.118625333532691,5.451408928702708,-1.2250819145933427,0.29058384557939926,81.65081113196668,0.19354839,0.45,0.14705882,0.26470588,0.58823529,0.4,0.15,0.44117647,0.08823529,0.47058824,0.11374408,86,125,211,"sa3016852"
"Max Wright","SFG","A",24,29,76,104,15,8,6,0,1,12,6,22,0,27,6,0,0,3,0,1,0.19736842,104,0.21153846,0.25961538,0.81481481,0.19736842,0.41346154,0.31578947,0.72925101,0.11842105,1.936772910436373,0.29166667,-0.7135088257491589,17.005574166526433,1.8881612417598934,0.37386550353123593,112.48997597113035,0.29166667,0.91304348,0.10204082,0.42857143,0.46938776,0.26086957,0.04347826,0.38,0.28,0.34,0.10738255,208,239,447,"sa3016852"
