idlevel,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
19634-AAA,Jack Kruger,TEX,27,AAA,11,123.79551970489402,0.18181818,0.0,0.09302326,0.09090909,0.78787878,0.42857143,0.33333333,0.45454545,0.33333333,0.0,0,0,0,0,0,0.0,0.71428571,0.28571429,2022-05-26
19643-AAA,Daniel Johnson,CLE,26,AAA,69,51.29340735743844,0.34782609,0.15942029,0.23478261,0.0,0.59420289,0.28571429,0.2173913,0.2173913,0.37681159,0.17647059,3,2,0,1,1,0.37777778,0.48888889,0.13333333,2022-05-26
19667-AAA,Zach Reks,TEX,28,AAA,85,132.02324020434727,0.27058824,0.20547946,0.11627907,0.10588235,0.90684932,0.41666667,0.30136986,0.4,0.50684932,0.14285714,2,7,1,1,0,0.30434783,0.41304348,0.2826087,2022-05-26
19683-AAA,Mike Brosseau,MIL,28,AAA,9,107.76494183334388,0.22222222,0.11111111,0.05714286,0.0,0.77777777,0.42857143,0.33333333,0.33333333,0.44444444,0.0,0,1,0,0,0,0.14285714,0.28571429,0.57142857,2022-05-26
19703-AAA,Jake Noll,WSN,28,AAA,171,88.00784779289307,0.19298246,0.1483871,0.16185897,0.05847953,0.70348991,0.29166667,0.24516129,0.30994152,0.39354839,0.05660377,3,12,1,4,0,0.43442623,0.32786885,0.23770492,2022-05-26
19710-AAA,Ronnie Dawson,CIN,27,AAA,163,111.8643466317126,0.24539877,0.13669065,0.11094891,0.11656442,0.77097586,0.34375,0.26618705,0.36809816,0.4028777,0.12903226,4,7,0,4,1,0.31632653,0.43877551,0.24489796,2022-05-26
19727-AAA,Joe Dunand,MIA,26,AAA,80,112.23421831973744,0.3375,0.18181818,0.19723183,0.125,0.7786728,0.36842105,0.24242424,0.35443038,0.42424242,0.1,2,6,0,2,0,0.5,0.3,0.2,2022-05-26
19734-AAA,Josh Rojas,ARI,28,AAA,9,238.4640756366412,0.11111111,0.2,0.05263158,0.44444444,1.26666667,0.5,0.4,0.66666667,0.6,0.0,0,1,0,1,0,0.25,0.5,0.25,2022-05-26
19768-AAA,Rylan Bannon,BAL,26,AAA,146,100.62841054894758,0.28082192,0.152,0.09455128,0.1369863,0.72646575,0.3125,0.232,0.34246575,0.384,0.15384615,4,5,1,4,0,0.31325301,0.39759036,0.28915663,2022-05-26
19779-AAA,Dairon Blanco,KCR,29,AAA,113,126.27532541401534,0.25663717,0.17894737,0.14348786,0.15044248,0.82263623,0.32786885,0.26315789,0.38053097,0.44210526,0.26315789,5,2,0,13,0,0.296875,0.5,0.203125,2022-05-26
19818-AAA,Josh Palacios,TOR,26,AAA,24,126.8032827256456,0.20833333,0.28571428,0.16129032,0.08333333,0.85714285,0.21428571,0.23809524,0.33333333,0.52380952,0.28571429,2,0,0,2,1,0.4375,0.5,0.0625,2022-05-26
19818-AAA,Josh Palacios,WSN,26,AAA,108,99.93999549842547,0.19444444,0.10989011,0.12009804,0.13888889,0.71777755,0.30434783,0.25274725,0.35514019,0.36263736,0.0952381,2,4,0,6,2,0.30882353,0.44117647,0.25,2022-05-26
19858-AAA,Luis Rengifo,LAA,25,AAA,112,125.9336745445006,0.21428571,0.21212122,0.11349036,0.10714286,0.9091811,0.375,0.31313131,0.38392857,0.52525253,0.22222222,4,5,2,2,2,0.24,0.48,0.28,2022-05-26
19859-AAA,Rene Pinto,TBR,25,AAA,113,131.1403350528566,0.30088496,0.22,0.10851064,0.11504425,0.86283186,0.38709677,0.28,0.36283186,0.5,0.16666667,4,10,0,1,0,0.36923077,0.4,0.23076923,2022-05-26
19872-AAA,Greg Deichmann,CHC,27,AAA,92,25.080653662822677,0.35869565,0.04545454,0.17277487,0.04347826,0.46689723,0.30909091,0.19318182,0.22826087,0.23863636,0.0,0,4,0,2,1,0.43636364,0.34545455,0.21818182,2022-05-26
19873-AAA,Drew Ellis,ARI,26,AAA,124,116.69019188541286,0.22580645,0.22772277,0.10412926,0.17741935,0.84437879,0.28985507,0.23762376,0.37903226,0.46534653,0.12121212,4,9,1,2,0,0.45205479,0.34246575,0.20547945,2022-05-26
19878-AAA,Adam Haseley,CHW,26,AAA,133,76.64913020753607,0.15789474,0.13114754,0.07392197,0.07518797,0.65388882,0.25510204,0.2295082,0.29323308,0.36065574,0.09677419,3,5,1,5,0,0.31632653,0.5,0.18367347,2022-05-26
19890-AAA,Emmanuel Rivera,KCR,26,AAA,76,143.60204650669297,0.17105263,0.24242424,0.12333333,0.13157895,0.91188198,0.32,0.28787879,0.38157895,0.53030303,0.21428571,3,5,1,1,0,0.26415094,0.52830189,0.20754717,2022-05-26
19896-AAA,Connor Wong,BOS,26,AAA,94,92.36541342430678,0.19148936,0.05952381,0.13714286,0.09574468,0.68439716,0.33846154,0.27380952,0.35106383,0.33333333,0.05555556,1,2,0,4,1,0.27692308,0.6,0.12307692,2022-05-26
19928-AAA,Ryan McKenna,BAL,25,AAA,38,130.41868298121636,0.36842105,0.27272728,0.14649682,0.10526316,0.88755981,0.35294118,0.27272727,0.34210526,0.54545455,0.33333333,3,0,0,0,2,0.45,0.25,0.3,2022-05-26
19931-AAA,Luke Williams,SFG,25,AAA,41,131.18639877156545,0.31707317,0.10810811,0.17307692,0.07317073,0.90112064,0.56,0.37837838,0.41463415,0.48648649,0.0,0,4,0,4,2,0.44,0.16,0.4,2022-05-26
19952-AAA,Khalil Lee,NYM,24,AAA,95,49.1344070378154,0.36842105,0.06097561,0.14136126,0.12631579,0.51591785,0.29787234,0.17073171,0.28421053,0.23170732,0.0,0,5,0,6,1,0.35555556,0.55555556,0.08888889,2022-05-26
19953-AAA,Josh Lowe,TBR,24,AAA,81,116.50653309360712,0.40740741,0.24657535,0.13946588,0.08641975,0.82783697,0.40540541,0.26027397,0.32098765,0.50684932,0.21052632,4,6,0,2,1,0.46341463,0.41463415,0.12195122,2022-05-26
19960-AAA,Taylor Trammell,SEA,24,AAA,13,112.38850243156308,0.30769231,0.33333333,0.21428571,0.07692308,0.89102564,0.28571429,0.25,0.30769231,0.58333333,0.25,1,1,0,2,0,0.5,0.375,0.125,2022-05-26
19961-AAA,Colton Welker,COL,24,AAA,45,138.7019985509724,0.15555556,0.18918919,0.05649718,0.13333333,0.93573573,0.34482759,0.32432432,0.42222222,0.51351351,0.2,2,1,0,0,0,0.32258065,0.41935484,0.25806452,2022-05-26
19968-AAA,Jared Oliva,PIT,26,AAA,76,74.67957914271635,0.21052632,0.14705883,0.08823529,0.09210526,0.64241486,0.24,0.20588235,0.28947368,0.35294118,0.125,2,4,0,4,2,0.31372549,0.49019608,0.19607843,2022-05-26
19977-AAA,Tres Barrera,WSN,27,AAA,111,144.87168415245642,0.1981982,0.20652174,0.07971014,0.11711712,0.90901772,0.35820896,0.30434783,0.39814815,0.51086957,0.17391304,4,5,1,0,0,0.32857143,0.4,0.27142857,2022-05-26
20003-AAA,Keston Hiura,MIL,25,AAA,23,265.96128047512263,0.26086957,0.47368421,0.12962963,0.08695652,1.41647597,0.5,0.42105263,0.52173913,0.89473684,0.42857143,3,0,0,0,2,0.53846154,0.38461538,0.07692308,2022-05-26
20022-AAA,Kramer Robertson,STL,27,AAA,142,116.52923262057108,0.24647887,0.18181818,0.09201389,0.18309859,0.76209987,0.24285714,0.2,0.38028169,0.38181818,0.27777778,5,5,0,7,1,0.25,0.51388889,0.23611111,2022-05-26
20034-AAA,Hunter Owen,PIT,28,AAA,52,109.9478753533092,0.34615385,0.09302326,0.17619048,0.11538462,0.73345259,0.44,0.25581395,0.38461538,0.34883721,0.0,0,2,1,0,0,0.32,0.52,0.16,2022-05-26
20036-AAA,Isaac Paredes,TBR,23,AAA,113,121.90136310343,0.16814159,0.22105264,0.06072874,0.11504425,0.83819283,0.28,0.26315789,0.3539823,0.48421053,0.11428571,4,7,1,0,1,0.44871795,0.35897436,0.19230769,2022-05-26
20047-AAA,Brian Miller,MIA,26,AAA,96,64.20601444283022,0.17708333,0.04761905,0.10133333,0.125,0.57440476,0.26865672,0.21428571,0.3125,0.26190476,0.0,0,2,1,4,3,0.24615385,0.55384615,0.2,2022-05-26
20056-AAA,Alan Trejo,COL,26,AAA,66,42.315631521536346,0.24242424,0.171875,0.14042553,0.03030303,0.60227273,0.23913043,0.203125,0.22727273,0.375,0.09090909,2,3,1,0,0,0.45833333,0.3125,0.22916667,2022-05-26
20078-AAA,Evan White,SEA,26,AAA,17,3.6892333598383447,0.35294118,0.0,0.12280702,0.11764706,0.36862745,0.22222222,0.13333333,0.23529412,0.13333333,0.0,0,0,0,0,0,0.33333333,0.44444444,0.22222222,2022-05-26
20122-AAA,Mark Contreras,MIN,27,AAA,138,95.17075069761886,0.2826087,0.19166666,0.15471698,0.11594203,0.72717391,0.27631579,0.21666667,0.31884058,0.40833333,0.16666667,5,6,1,5,2,0.38961039,0.45454545,0.15584416,2022-05-26
20165-AAA,J.J. Matijevic,HOU,26,AAA,110,155.22109717553357,0.20909091,0.31914893,0.13114754,0.11818182,1.04738878,0.34375,0.31914894,0.40909091,0.63829787,0.32,8,4,1,7,0,0.34722222,0.40277778,0.25,2022-05-26
20220-AAA,Jo Adell,LAA,23,AAA,67,148.1316934306516,0.29850746,0.41818182,0.09859155,0.14925373,1.0458616,0.29032258,0.25454545,0.37313433,0.67272727,0.3125,5,8,0,1,1,0.45714286,0.37142857,0.17142857,2022-05-26
20233-AAA,Gilberto Celestino,MIN,23,AAA,9,-9.952288270257084,0.33333333,0.0,0.09756098,0.22222222,0.22222222,0.0,0.0,0.22222222,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,2022-05-26
20242-AAA,Kevin Smith,OAK,25,AAA,8,-46.82101198057566,0.125,0.0,0.14285714,0.0,0.25,0.14285714,0.125,0.125,0.125,0.0,0,0,0,1,0,0.28571429,0.71428571,0.0,2022-05-26
20263-AAA,Mario Feliciano,MIL,23,AAA,108,106.19461953492066,0.21296296,0.05154639,0.12394366,0.05555556,0.73465652,0.40540541,0.30927835,0.37383178,0.36082474,0.0,0,5,0,1,2,0.2027027,0.55405405,0.24324324,2022-05-26
20275-AAA,Jonathan Arauz,BOS,23,AAA,64,32.67883322900013,0.15625,0.06557377,0.069869,0.046875,0.49667008,0.23529412,0.19672131,0.234375,0.26229508,0.0,0,4,0,1,0,0.34,0.5,0.16,2022-05-26
20321-AAA,Stuart Fairchild,SFG,26,AAA,16,150.73435611724477,0.3125,0.36363637,0.14492754,0.25,0.98295455,0.2,0.18181818,0.4375,0.54545455,0.33333333,1,1,0,2,0,0.5,0.33333333,0.16666667,2022-05-26
20321-AAA,Stuart Fairchild,SEA,26,AAA,21,214.6428149966495,0.14285714,0.1875,0.18181818,0.0952381,1.19642857,0.5,0.4375,0.57142857,0.625,0.2,1,0,0,0,0,0.38461538,0.30769231,0.30769231,2022-05-26
20321-AAA,Stuart Fairchild,ARI,26,AAA,43,58.5433922219717,0.34883721,0.21621622,0.16201117,0.09302326,0.65744815,0.2,0.16216216,0.27906977,0.37837838,0.28571429,2,2,0,0,1,0.35,0.5,0.15,2022-05-26
20325-AAA,Alex Kirilloff,MIN,24,AAA,78,127.13012843230936,0.17948718,0.06153846,0.10508475,0.15384615,0.79230769,0.38,0.30769231,0.42307692,0.36923077,0.07692308,1,1,0,1,0,0.26,0.52,0.22,2022-05-26
20332-AAA,Luis Gonzalez,SFG,26,AAA,58,137.6414662740925,0.22413793,0.26530612,0.08108108,0.15517241,0.94757213,0.3125,0.28571429,0.39655172,0.55102041,0.28571429,4,1,0,4,2,0.38888889,0.44444444,0.16666667,2022-05-26
20391-AAA,Luis Garcia,WSN,22,AAA,168,151.4865236293629,0.1547619,0.24503311,0.10372771,0.08928571,0.9630637,0.35294118,0.33112583,0.38690476,0.57615894,0.23529412,8,5,4,1,0,0.272,0.528,0.2,2022-05-26
20437-AAA,Royce Lewis,MIN,23,AAA,138,164.3343781450008,0.20289855,0.25,0.1107078,0.13043478,0.98925538,0.38095238,0.31896552,0.42028986,0.56896552,0.17241379,5,12,1,10,2,0.34117647,0.38823529,0.27058824,2022-05-26
20493-AAA,Seth Beer,ARI,25,AAA,32,150.42129899335353,0.125,0.34615384,0.0990991,0.0625,1.06009615,0.28571429,0.30769231,0.40625,0.65384615,0.18181818,2,3,0,0,0,0.47826087,0.47826087,0.04347826,2022-05-26
20501-AAA,Scott Hurst,STL,26,AAA,58,45.87771397839994,0.31034483,0.03773585,0.13942308,0.0862069,0.52114509,0.31428571,0.20754717,0.27586207,0.24528302,0.0,0,2,0,3,1,0.24242424,0.54545455,0.21212121,2022-05-26
20503-AAA,William Contreras,ATL,24,AAA,51,88.60231615716778,0.19607843,0.0625,0.13259669,0.05882353,0.6875,0.36842105,0.29166667,0.33333333,0.35416667,0.0,0,3,0,0,0,0.26315789,0.60526316,0.13157895,2022-05-26
20533-AAA,Mickey McDonald,OAK,27,AAA,52,100.29923635676288,0.26923077,0.13636364,0.11917098,0.11538462,0.77447553,0.36666667,0.27272727,0.36538462,0.40909091,0.2,1,3,0,5,1,0.16129032,0.48387097,0.35483871,2022-05-26
20536-AAA,Vidal Brujan,TBR,24,AAA,70,136.5664359191491,0.14285714,0.16666667,0.125,0.14285714,0.86666667,0.36,0.3,0.4,0.46666667,0.0,0,6,2,6,5,0.24,0.48,0.28,2022-05-26
20538-AAA,Jose Miranda,MIN,24,AAA,95,91.24145606517683,0.14736842,0.18604652,0.07861635,0.05263158,0.73659731,0.2739726,0.25581395,0.29473684,0.44186047,0.07692308,2,10,0,0,0,0.37142857,0.38571429,0.24285714,2022-05-26
20543-AAA,Elehuris Montero,COL,23,AAA,172,108.40897014310283,0.20348837,0.18543047,0.13942308,0.0755814,0.82692383,0.31818182,0.28476821,0.35672515,0.47019868,0.16666667,8,4,0,2,0,0.42857143,0.33928571,0.23214286,2022-05-26
20599-AAA,Ivan Herrera,STL,22,AAA,84,143.03181301328888,0.22619048,0.1830986,0.07754011,0.13095238,0.89771965,0.39215686,0.30985915,0.4047619,0.49295775,0.125,2,5,1,1,0,0.30188679,0.47169811,0.22641509,2022-05-26
21127-AAA,Alejo Lopez,CIN,26,AAA,50,76.04524458527018,0.16,0.04761905,0.07920792,0.16,0.60190476,0.26470588,0.21428571,0.34,0.26190476,0.0,0,2,0,1,0,0.29411765,0.55882353,0.14705882,2022-05-26
21139-AAA,Tyler Payne,CHC,29,AAA,48,122.80222304392449,0.25,0.09302326,0.13450292,0.0625,0.82483919,0.46875,0.34883721,0.38297872,0.44186047,0.0,0,2,1,0,0,0.1875,0.59375,0.21875,2022-05-26
21304-AAA,Mark Kolozsvary,CIN,26,AAA,32,74.36322231945287,0.34375,0.11111111,0.16260163,0.09375,0.6087963,0.26666667,0.18518519,0.3125,0.2962963,0.125,1,0,0,0,0,0.5,0.25,0.25,2022-05-26
21386-AAA,Michael Papierski,SFG,26,AAA,11,-66.31856712428961,0.45454545,0.0,0.13636364,0.0,0.19090909,0.16666667,0.1,0.09090909,0.1,0.0,0,0,0,0,0,0.5,0.5,0.0,2022-05-26
21386-AAA,Michael Papierski,HOU,26,AAA,108,60.27840815681053,0.08333333,0.06666667,0.07511737,0.12962963,0.60185185,0.2195122,0.21111111,0.32407407,0.27777778,0.03448276,1,3,0,0,0,0.34939759,0.44578313,0.20481928,2022-05-26
21454-AAA,Lars Nootbaar,STL,24,AAA,50,170.55941107269285,0.18,0.375,0.07920792,0.16,1.05,0.25,0.275,0.4,0.65,0.25,4,3,0,2,0,0.5,0.375,0.125,2022-05-26
21501-AAA,Trevor Larnach,MIN,25,AAA,22,-17.99315696314343,0.36363636,0.0,0.13541667,0.09090909,0.28708134,0.16666667,0.10526316,0.18181818,0.10526316,0.0,0,0,0,0,0,0.33333333,0.58333333,0.08333333,2022-05-26
21534-AAA,Cal Raleigh,SEA,25,AAA,30,99.3755958485241,0.23333333,0.17857142,0.14563107,0.06666667,0.79761904,0.35,0.28571429,0.33333333,0.46428571,0.33333333,1,2,0,0,0,0.15,0.4,0.45,2022-05-26
21538-AAA,Nick Fortes,MIA,25,AAA,120,98.83859388300918,0.14166667,0.12380952,0.09090909,0.09166667,0.72261905,0.27906977,0.25714286,0.34166667,0.38095238,0.09677419,3,4,0,1,0,0.34831461,0.46067416,0.19101124,2022-05-26
21558-AAA,Matt Vierling,PHI,25,AAA,54,116.32629682169078,0.09259259,0.15217391,0.04347826,0.14814815,0.78341385,0.275,0.26086957,0.37037037,0.41304348,0.05263158,1,4,0,7,2,0.475,0.325,0.2,2022-05-26
21560-AAA,Alfonso Rivas,CHC,25,AAA,14,297.1468791687006,0.28571429,0.38461538,0.0483871,0.07142857,1.49450549,0.75,0.53846154,0.57142857,0.92307692,0.5,1,2,0,0,0,0.22222222,0.44444444,0.33333333,2022-05-26
21562-AAA,Romy Gonzalez,CHW,25,AAA,66,72.69950914543357,0.34848485,0.08928572,0.14765101,0.15151515,0.60389611,0.3125,0.19642857,0.31818182,0.28571429,0.16666667,1,2,0,5,1,0.1875,0.625,0.1875,2022-05-26
21614-AAA,Kyle Isbel,KCR,25,AAA,23,126.67035663000198,0.13043478,0.25,0.04901961,0.08695652,0.84782609,0.25,0.25,0.34782609,0.5,0.25,1,2,0,0,1,0.26666667,0.66666667,0.06666667,2022-05-26
21622-AAA,Jake McCarthy,ARI,24,AAA,91,201.8526182714141,0.12087912,0.29333333,0.11314985,0.14285714,1.19882784,0.42372881,0.4,0.50549451,0.69333333,0.38461538,5,5,1,7,2,0.20634921,0.46031746,0.33333333,2022-05-26
21635-AAA,Nick Maton,PHI,25,AAA,163,128.71213911944363,0.22699387,0.23880597,0.11221122,0.14723926,0.85317279,0.29787234,0.24626866,0.36809816,0.48507463,0.10416667,5,15,1,1,0,0.49484536,0.28865979,0.21649485,2022-05-26
21711-AAA,Oneil Cruz,PIT,23,AAA,176,84.65519099067087,0.25568182,0.15894039,0.12936047,0.13068182,0.67011589,0.24752475,0.1986755,0.3125,0.35761589,0.17241379,5,5,2,9,4,0.28712871,0.5049505,0.20792079,2022-05-26
21794-AAA,Sherten Apostel,TEX,23,AAA,77,90.75373988849596,0.4025974,0.20895522,0.19205298,0.12987013,0.75751114,0.36363636,0.2238806,0.32467532,0.43283582,0.3,3,5,0,0,0,0.27777778,0.44444444,0.27777778,2022-05-26
21987-AAA,Rodolfo Castro,PIT,23,AAA,116,123.93544359912605,0.26724138,0.15217391,0.1264637,0.17241379,0.79872563,0.35,0.25,0.39655172,0.40217391,0.08333333,2,6,1,5,0,0.40677966,0.38983051,0.20338983,2022-05-26
22165-AAA,Ryan Vilade,COL,23,AAA,151,87.67942454599475,0.12582781,0.08527132,0.08448276,0.1192053,0.71420504,0.30973451,0.27131783,0.35761589,0.35658915,0.0,0,7,2,2,2,0.29357798,0.48623853,0.22018349,2022-05-26
22168-AAA,Akil Baddoo,DET,23,AAA,9,-48.696271610933714,0.11111111,0.0,0.04878049,0.0,0.22222222,0.125,0.11111111,0.11111111,0.11111111,0.0,0,0,0,0,0,0.125,0.875,0.0,2022-05-26
22169-AAA,Cal Mitchell,PIT,23,AAA,138,128.0362690665459,0.14492754,0.19354839,0.11778291,0.07246377,0.86231884,0.32673267,0.30645161,0.36231884,0.5,0.15625,5,9,0,6,0,0.31372549,0.49019608,0.19607843,2022-05-26
22197-AAA,MJ Melendez,KCR,23,AAA,91,62.63294127213685,0.24175824,0.12820512,0.15926893,0.14285714,0.58058608,0.2037037,0.16666667,0.28571429,0.29487179,0.08,2,4,0,3,0,0.44642857,0.39285714,0.16071429,2022-05-26
22209-AAA,Sam Huff,TEX,24,AAA,83,125.61104899918388,0.3253012,0.3150685,0.14626866,0.09638554,0.92474006,0.30769231,0.26027397,0.34939759,0.57534247,0.5,7,2,0,0,0,0.30434783,0.41304348,0.2826087,2022-05-26
22217-AAA,Luis Campusano,SDP,23,AAA,96,162.33784889492026,0.14583333,0.23809524,0.11275964,0.10416667,1.04464286,0.40298507,0.36904762,0.4375,0.60714286,0.18181818,4,6,1,0,0,0.31428571,0.48571429,0.2,2022-05-26
22263-AAA,Nolan Gorman,STL,22,AAA,147,170.05618496404986,0.34013605,0.36842105,0.15650741,0.08163265,1.04403867,0.37681159,0.30827068,0.36734694,0.67669173,0.38461538,15,4,0,3,0,0.46987952,0.26506024,0.26506024,2022-05-26
22275-AAA,Jake Burger,CHW,26,AAA,58,113.46234774334168,0.18965517,0.19148936,0.12184874,0.15517241,0.76632429,0.21212121,0.21276596,0.36206897,0.40425532,0.23076923,3,0,0,0,0,0.38235294,0.44117647,0.17647059,2022-05-26
22277-AAA,Nick Allen,OAK,23,AAA,119,68.01400550039003,0.14285714,0.06730769,0.0993228,0.10084034,0.63247863,0.27906977,0.24038462,0.32478632,0.30769231,0.03571429,1,4,0,7,0,0.3255814,0.38372093,0.29069767,2022-05-26
22515-AAA,Heliot Ramos,SFG,22,AAA,158,46.917558757476925,0.26582278,0.08695652,0.15372168,0.10759494,0.55292607,0.23655914,0.18115942,0.28481013,0.26811594,0.15789474,3,3,0,2,1,0.20212766,0.59574468,0.20212766,2022-05-26
22558-AAA,Jarred Kelenic,SEA,22,AAA,37,70.7612471908116,0.43243243,0.14705882,0.15584416,0.08108108,0.67965024,0.41176471,0.23529412,0.2972973,0.38235294,0.14285714,1,2,0,0,0,0.38888889,0.5,0.11111111,2022-05-26
22563-AAA,Gabriel Arias,CLE,22,AAA,78,73.15214323608413,0.32051282,0.18309859,0.22175732,0.06410256,0.64951246,0.25581395,0.1971831,0.26923077,0.38028169,0.21428571,3,4,0,3,0,0.3255814,0.46511628,0.20930233,2022-05-26
23378-AAA,Jose Barrero,CIN,24,AAA,18,127.53900906507435,0.38888889,0.23529411,0.24637681,0.05555556,0.86274509,0.44444444,0.29411765,0.33333333,0.52941176,1.0,1,1,0,0,0,0.1,0.5,0.4,2022-05-26
23559-AAA,Ryan Dorow,TEX,26,AAA,118,77.89625398014782,0.22881356,0.14285714,0.12391304,0.08474576,0.6971917,0.30263158,0.23809524,0.31623932,0.38095238,0.0625,2,5,2,0,1,0.41558442,0.38961039,0.19480519,2022-05-26
23792-AAA,Alek Thomas,ARI,22,AAA,116,114.75217030226368,0.13793103,0.21782178,0.09655172,0.11206897,0.85711847,0.29268293,0.27722772,0.36206897,0.4950495,0.2,4,8,1,3,2,0.24691358,0.56790123,0.18518519,2022-05-26
24589-AAA,Richie Palacios,CLE,25,AAA,95,121.35354863256642,0.21052632,0.19753086,0.11809045,0.14736842,0.82521117,0.3220339,0.25925926,0.36842105,0.45679012,0.14285714,2,6,2,5,0,0.23333333,0.53333333,0.23333333,2022-05-26
24617-AAA,Jarren Duran,BOS,25,AAA,137,153.7284114803866,0.23357664,0.23770492,0.13114754,0.10218978,0.95153763,0.40697674,0.31967213,0.39416058,0.55737705,0.16666667,4,11,3,10,1,0.27272727,0.42045455,0.30681818,2022-05-26
24679-AAA,Brendan Donovan,STL,25,AAA,65,119.01916785199408,0.12307692,0.10526316,0.04098361,0.12307692,0.78812415,0.33333333,0.29824561,0.38461538,0.40350877,0.07142857,1,3,0,0,0,0.28571429,0.46938776,0.24489796,2022-05-26
24765-AAA,Bryan Lavastida,CLE,23,AAA,88,70.51171020948118,0.18181818,0.10666666,0.10662824,0.125,0.60015151,0.21052632,0.18666667,0.30681818,0.29333333,0.15384615,2,2,0,1,0,0.22413793,0.63793103,0.13793103,2022-05-26
25040-AAA,Vinny Capra,TOR,25,AAA,77,131.87809829140335,0.1038961,0.17391304,0.06012658,0.09090909,0.85488425,0.31034483,0.30434783,0.37662338,0.47826087,0.15789474,3,3,0,1,1,0.33333333,0.38596491,0.28070175,2022-05-26
25768-AAA,C.J. Abrams,SDP,21,AAA,61,66.06350056598963,0.24590164,0.17857143,0.13901345,0.06557377,0.67154566,0.23684211,0.21428571,0.27868852,0.39285714,0.23076923,3,1,0,4,2,0.325,0.5,0.175,2022-05-26
26197-AAA,Andrew Vaughn,CHW,24,AAA,9,277.96788976748405,0.11111111,0.85714285,0.02941176,0.22222222,1.58730158,0.0,0.28571429,0.44444444,1.14285714,1.0,2,0,0,0,0,0.33333333,0.5,0.16666667,2022-05-26
26288-AAA,Adley Rutschman,BAL,24,AAA,53,126.45171656191675,0.11320755,0.20930233,0.04845815,0.13207547,0.81921896,0.20588235,0.23255814,0.37735849,0.44186047,0.33333333,3,0,0,0,0,0.25,0.5,0.25,2022-05-26
26294-AAA,Bryson Stott,PHI,24,AAA,40,155.50969195181008,0.25,0.27777778,0.0754717,0.075,0.98611111,0.4,0.33333333,0.375,0.61111111,0.22222222,2,2,1,2,0,0.33333333,0.44444444,0.22222222,2022-05-26
27461-AAA,Shogo Akiyama,SDP,34,AAA,48,107.25235342508468,0.16666667,0.12765958,0.1010101,0.02083333,0.82225178,0.39473684,0.34042553,0.35416667,0.46808511,0.125,1,1,1,0,0,0.22222222,0.47222222,0.30555556,2022-05-26
3711-AAA,Eric Thames,OAK,35,AAA,92,98.72445254159028,0.38043478,0.17857143,0.16285714,0.07608696,0.78933747,0.43478261,0.27380952,0.33695652,0.45238095,0.2,3,6,0,0,0,0.30612245,0.42857143,0.26530612,2022-05-26
4062-AAA,Dexter Fowler,TOR,36,AAA,15,144.47190792982653,0.13333333,0.0,0.07692308,0.13333333,0.88333334,0.45454545,0.41666667,0.46666667,0.41666667,0.0,0,0,0,0,0,0.45454545,0.36363636,0.18181818,2022-05-26
4922-AAA,Ender Inciarte,NYY,31,AAA,72,101.02038101396992,0.19444444,0.13636364,0.07067138,0.08333333,0.74242424,0.32,0.27272727,0.33333333,0.40909091,0.11111111,2,1,1,3,1,0.34615385,0.51923077,0.13461538,2022-05-26
5273-AAA,Sandy Leon,CIN,33,AAA,53,69.79465042181168,0.18867925,0.10869566,0.06806283,0.13207547,0.60623462,0.22857143,0.19565217,0.30188679,0.30434783,0.07692308,1,2,0,0,0,0.40625,0.40625,0.1875,2022-05-26
5384-AAA,Juan Lagares,LAA,33,AAA,29,115.3840469209816,0.13793103,0.15384615,0.08653846,0.10344828,0.8408488,0.36363636,0.30769231,0.37931034,0.46153846,0.0,0,2,1,0,1,0.18181818,0.54545455,0.27272727,2022-05-26
5398-AAA,Juan Graterol,ARI,33,AAA,84,53.21477994225612,0.0952381,0.11688312,0.09274194,0.03571429,0.61147186,0.22058824,0.22077922,0.27380952,0.33766234,0.1,2,3,0,2,0,0.28571429,0.51428571,0.2,2022-05-26
5417-AAA,Jose Altuve,HOU,32,AAA,8,180.14615037274064,0.25,0.14285714,0.08695652,0.125,1.07142857,0.6,0.42857143,0.5,0.57142857,0.0,0,1,0,0,0,0.4,0.2,0.4,2022-05-26
5486-AAA,Abraham Almonte,MIL,33,AAA,79,103.31569020938568,0.2278481,0.17391304,0.08253968,0.08860759,0.76389653,0.3,0.26086957,0.32911392,0.43478261,0.21428571,3,3,0,0,0,0.26415094,0.54716981,0.18867925,2022-05-26
5491-AAA,Austin Romine,LAA,33,AAA,32,100.68517109247988,0.1875,0.14285714,0.15789474,0.09375,0.78341014,0.33333333,0.28571429,0.35483871,0.42857143,0.125,1,1,0,0,0,0.36363636,0.31818182,0.31818182,2022-05-26
5667-AAA,Steven Souza Jr.,SEA,33,AAA,96,140.52805035549,0.26041667,0.26666666,0.1195122,0.19791667,0.95,0.32608696,0.26666667,0.41666667,0.53333333,0.22727273,5,5,0,3,1,0.44,0.34,0.22,2022-05-26
5751-AAA,Hernan Perez,ATL,31,AAA,74,79.88480115781678,0.17567568,0.13636364,0.11406844,0.06756757,0.67608518,0.26415094,0.24242424,0.2972973,0.37878788,0.13333333,2,3,0,1,0,0.27272727,0.49090909,0.23636364,2022-05-26
